rgn_id,year,resilience.score
1,2011,0.22565
1,2012,0.226
1,2013,0.22815
1,2014,0.2285
1,2015,0.2285
2,2011,0.22565
2,2012,0.226
2,2013,0.22815
2,2014,0.2285
2,2015,0.2285
3,2011,0.22565
3,2012,0.226
3,2013,0.22815
3,2014,0.2285
3,2015,0.2285
4,2011,0.22565
4,2012,0.226
4,2013,0.22815
4,2014,0.2285
4,2015,0.2285
5,2011,0.22565
5,2012,0.226
5,2013,0.22815
5,2014,0.2285
5,2015,0.2285
6,2011,0.22565
6,2012,0.226
6,2013,0.22815
6,2014,0.2285
6,2015,0.2285
7,2011,0.22565
7,2012,0.226
7,2013,0.22815
7,2014,0.2285
7,2015,0.2285
8,2011,0.22565
8,2012,0.226
8,2013,0.22815
8,2014,0.2285
8,2015,0.2285
