rgn_id,year,popsum
1,2005,6443407
1,2006,6464189
1,2007,6484971
1,2008,6505753
1,2009,6526535
1,2010,6547317
1,2011,6565482.8
1,2012,6583648.6
1,2013,6601814.4
1,2014,6619980.2
1,2015,6638146
2,2005,6443407
2,2006,6464189
2,2007,6484971
2,2008,6505753
2,2009,6526535
2,2010,6547317
2,2011,6565482.8
2,2012,6583648.6
2,2013,6601814.4
2,2014,6619980.2
2,2015,6638146
3,2005,6443407
3,2006,6464189
3,2007,6484971
3,2008,6505753
3,2009,6526535
3,2010,6547317
3,2011,6565482.8
3,2012,6583648.6
3,2013,6601814.4
3,2014,6619980.2
3,2015,6638146
4,2005,6443407
4,2006,6464189
4,2007,6484971
4,2008,6505753
4,2009,6526535
4,2010,6547317
4,2011,6565482.8
4,2012,6583648.6
4,2013,6601814.4
4,2014,6619980.2
4,2015,6638146
5,2005,6443407
5,2006,6464189
5,2007,6484971
5,2008,6505753
5,2009,6526535
5,2010,6547317
5,2011,6565482.8
5,2012,6583648.6
5,2013,6601814.4
5,2014,6619980.2
5,2015,6638146
6,2005,6443407
6,2006,6464189
6,2007,6484971
6,2008,6505753
6,2009,6526535
6,2010,6547317
6,2011,6565482.8
6,2012,6583648.6
6,2013,6601814.4
6,2014,6619980.2
6,2015,6638146
7,2005,6443407
7,2006,6464189
7,2007,6484971
7,2008,6505753
7,2009,6526535
7,2010,6547317
7,2011,6565482.8
7,2012,6583648.6
7,2013,6601814.4
7,2014,6619980.2
7,2015,6638146
8,2005,6443407
8,2006,6464189
8,2007,6484971
8,2008,6505753
8,2009,6526535
8,2010,6547317
8,2011,6565482.8
8,2012,6583648.6
8,2013,6601814.4
8,2014,6619980.2
8,2015,6638146
