rgn_id,year,a_prot_1km
1,2000,8387.25
1,2001,9476.5
1,2002,9490.5
1,2003,10191
1,2004,10268
1,2005,11656.5
1,2006,12499.75
1,2007,12842.5
1,2008,14467.25
1,2009,14647.25
1,2010,15193
1,2011,15194
1,2012,15220.25
1,2013,15351.5
1,2014,15369.5
1,2015,15369.5
2,2000,8387.25
2,2001,9476.5
2,2002,9490.5
2,2003,10191
2,2004,10268
2,2005,11656.5
2,2006,12499.75
2,2007,12842.5
2,2008,14467.25
2,2009,14647.25
2,2010,15193
2,2011,15194
2,2012,15220.25
2,2013,15351.5
2,2014,15369.5
2,2015,15369.5
3,2000,8387.25
3,2001,9476.5
3,2002,9490.5
3,2003,10191
3,2004,10268
3,2005,11656.5
3,2006,12499.75
3,2007,12842.5
3,2008,14467.25
3,2009,14647.25
3,2010,15193
3,2011,15194
3,2012,15220.25
3,2013,15351.5
3,2014,15369.5
3,2015,15369.5
4,2000,8387.25
4,2001,9476.5
4,2002,9490.5
4,2003,10191
4,2004,10268
4,2005,11656.5
4,2006,12499.75
4,2007,12842.5
4,2008,14467.25
4,2009,14647.25
4,2010,15193
4,2011,15194
4,2012,15220.25
4,2013,15351.5
4,2014,15369.5
4,2015,15369.5
5,2000,8387.25
5,2001,9476.5
5,2002,9490.5
5,2003,10191
5,2004,10268
5,2005,11656.5
5,2006,12499.75
5,2007,12842.5
5,2008,14467.25
5,2009,14647.25
5,2010,15193
5,2011,15194
5,2012,15220.25
5,2013,15351.5
5,2014,15369.5
5,2015,15369.5
6,2000,8387.25
6,2001,9476.5
6,2002,9490.5
6,2003,10191
6,2004,10268
6,2005,11656.5
6,2006,12499.75
6,2007,12842.5
6,2008,14467.25
6,2009,14647.25
6,2010,15193
6,2011,15194
6,2012,15220.25
6,2013,15351.5
6,2014,15369.5
6,2015,15369.5
7,2000,8387.25
7,2001,9476.5
7,2002,9490.5
7,2003,10191
7,2004,10268
7,2005,11656.5
7,2006,12499.75
7,2007,12842.5
7,2008,14467.25
7,2009,14647.25
7,2010,15193
7,2011,15194
7,2012,15220.25
7,2013,15351.5
7,2014,15369.5
7,2015,15369.5
8,2000,8387.25
8,2001,9476.5
8,2002,9490.5
8,2003,10191
8,2004,10268
8,2005,11656.5
8,2006,12499.75
8,2007,12842.5
8,2008,14467.25
8,2009,14647.25
8,2010,15193
8,2011,15194
8,2012,15220.25
8,2013,15351.5
8,2014,15369.5
8,2015,15369.5
