"targets","layer","name","description","units","filename","fld_value","fld_id_num","fld_id_chr","fld_category","fld_year","fld_val_num","fld_val_chr","file_exists","val_min","val_max","val_0to1","flds_unused","flds_missing","rows_duplicated","num_ids_unique"
"SPP","rn_spp_status","Species lists and IUCN threat categories as a proxy for iconic species status","International Union for Conservation of Nature (IUCN) Red List threat categories with aggregated species lists ","status score","rgn_spp_score_2013_HS.csv","score","rgn_id",,,,"score",,TRUE,0.750557753538302,0.82487601330128,TRUE,,,,15
"SPP","rn_spp_trend","Species lists and IUCN threat categories as a proxy for iconic species trend","International Union for Conservation of Nature (IUCN) Red List threat categories with aggregated species lists ","trend score","rgn_spp_trend_2013_HS.csv","score","rgn_id",,,,"score",,TRUE,-0.462358706908101,-0.0516395993668098,FALSE,,,,15
"FIS","snk_fis_meancatch","Catch data for each Taxon/FAO/SAUP region averaged across years (1980-2011)","Reported data includes years 2006-2011","metric tons","cnk_fis_meancatch.csv","mean_catch",,"fao_saup_id","taxon_name_key","year","mean_catch",,TRUE,4.13e-08,1392848.366,FALSE,,,,15
"FIS","fnk_fis_b_bmsy","B/Bmsy estimates obtained using the catch-MSY method","","b_bmsy","fnk_fis_b_bmsy_lyr.csv","b_bmsy","fao_id",,"taxon_name","year","b_bmsy",,TRUE,0.0461287907976367,1.98830565893193,FALSE,,,,15
"FIS","FAOregions","Translates FAO regions to OHI regions","","","FAOregions_lyr.csv","fao_id","rgn_id",,,,"fao_id",,TRUE,18,88,FALSE,,,,15
"FP","rn_fp_wildcaught_weight","Fisheries weighting factor","Proportional yield of wild caught fisheries","value","fp_wildcaught_weight_highseas.csv","w_fis","rgn_id",,,,"w_fis",,TRUE,1,1,TRUE,,,,15
"ICO","rnk_ico_spp_extinction_status","Species lists and IUCN threat categories as a proxy for iconic species status","International Union for Conservation of Nature (IUCN) Red List threat categories with aggregated species lists ","status score","ico_spp_extinction_status_HS.csv","score","rgn_id",,,,"score",,TRUE,0.47000086579535,0.774695195324452,TRUE,,,,15
"ICO","rnk_ico_spp_popn_trend","Species lists and IUCN threat categories as a proxy for iconic species trend","International Union for Conservation of Nature (IUCN) Red List threat categories with aggregated species lists ","trend score","ico_spp_popn_trend_HS.csv","score","rgn_id",,,,"score",,TRUE,-0.493744577087153,0.0850904603934685,FALSE,,,,15
"pressures","cc_acid","Ocean acidification","Modeled distribution of the aragonite saturation state (AAS) of the ocean in pre-industrial (~1870) and modern times (2000-2009) from Halpern et al. 2008","pressure score","cc_acid_2013.csv","pressure_score","rgn_id",,,,"pressure_score",,TRUE,0.532234458676641,0.926457062338397,TRUE,,,,15
"pressures","cc_sst","Sea surface temperature (SST) anomalies","Modeled sea level rise after Halpern et al. 2008","pressure score","cc_sst_2013.csv","pressure_score","rgn_id",,,,"pressure_score",,TRUE,0.729756285966698,0.871930620559579,TRUE,,,,15
"pressures","cc_uv","UV radiation","Modeled UV radiation after Halpern et al. 2008","pressure score","cc_uv_2013.csv","pressure_score","rgn_id",,,,"pressure_score",,TRUE,0.729754432502948,0.871789157937274,TRUE,,,,15
"pressures","hd_sb","High bycatch commercial fishing practices as a proxy for subtidal soft bottom habitat destruction","Spatially distributed commercial catch data by fishing gear type, developed by Sea Around Us Project","pressure score","po_rgn_hd_sb_2013a_HS.csv","pressure_score","rgn_id",,,,"pressure_score",,TRUE,0,0.00174539407914895,TRUE,,,,15
"pressures","fp_com_hb","High bycatch caused by commercial fishing ","Statistics of destructive commercial fishing practices by 5 different gear types (developed in Halpern et al. 2008)","pressure score","fp_com_hb_2013.csv","pressure_score","rgn_id",,,,"pressure_score",,TRUE,2.19734263447604e-08,0.0726851707348516,TRUE,,,,15
"pressures","fp_com_lb","Low bycatch caused by commercial fishing ","Statistics of least destructive commercial fishing practices by 2 different gear types (developed in Halpern et al. 2008)","pressure score","fp_com_lb_2013.csv","pressure_score","rgn_id",,,,"pressure_score",,TRUE,0,0.716670405669109,TRUE,,,,15
"resilience","rfmo","RFMO scores weighted by area of coverage in FAOs","","resilience score","rfmo_2013.csv","resilience score","rgn_id",,,,"resilience.score",,TRUE,0,0.892857143,TRUE,,,,15
"resilience","CBD_Nagoya","CBD: Nagoya ","Proportion of coastal countries that are Nagoya signatories","resilience score","CBD_Nagoya.csv","resilience score","rgn_id",,,,"resilience.score",,TRUE,0.56,0.56,TRUE,,,,15
"regions","rnk_rgn_global","regions used in global analysis for Nature 2012, subset of regions_labels by type=eez and not deleted or disputed ","regions used in global analysis for Nature 2012, subset of regions_labels by type=eez and not deleted or disputed ","label","rgn_labels_fao.csv","label","rgn_id",,"rgn_typ",,,"label",TRUE,,,,,,,15
"regions","rn_rgn_area","regions by type (eez, subocean, unclaimed) and label","regions by type (eez, subocean, unclaimed) and label","km^2","rgn_area_fao.csv","area_km2","rgn_id",,"rgn_type",,"area_km2",,TRUE,2532621.48,30443297.66,FALSE,,,,15
