rgn_id,rgn_type,area_km2
260,fao,2532621.48
261,fao,2637103.646
262,fao,5404715.167
263,fao,7334676.583
264,fao,9068853.773
266,fao,12331754.08
267,fao,14958533.36
269,fao,17026924.56
270,fao,22176645.59
272,fao,10286580.65
273,fao,4585122.904
274,fao,6338878.427
275,fao,30443297.66
276,fao,20307408.63
277,fao,24726413.31
