"rgn_id","r0_label","r1_label","r2_label","rgn_label"
1,"World","Oceania","Australia and New Zealand","Cocos Islands"
2,"World","Oceania","Australia and New Zealand","Christmas Island"
3,"World","Oceania","Australia and New Zealand","Norfolk Island"
4,"World","Oceania","Australia and New Zealand","Macquarie Island"
5,"World","Oceania","Melanesia","New Caledonia"
6,"World","Oceania","Melanesia","Vanuatu"
7,"World","Oceania","Melanesia","Solomon Islands"
8,"World","Oceania","Micronesia","Palau"
9,"World","Oceania","Micronesia","Micronesia"
10,"World","Oceania","Micronesia","Nauru"
11,"World","Oceania","Micronesia","Marshall Islands"
12,"World","Oceania","Micronesia","Wake Island"
13,"World","Oceania","Micronesia","Northern Mariana Islands and Guam"
14,"World","Asia","Eastern Asia","Taiwan"
15,"World","Asia","South-Eastern Asia","Philippines"
16,"World","Oceania","Australia and New Zealand","Australia"
17,"World","Oceania","Melanesia","Papua New Guinea"
18,"World","Oceania","Melanesia","Fiji"
19,"World","Oceania","Polynesia","Tuvalu"
20,"World","Asia","Eastern Asia","South Korea"
21,"World","Asia","Eastern Asia","North Korea"
24,"World","Asia","South-Eastern Asia","Cambodia"
25,"World","Asia","South-Eastern Asia","Thailand"
26,"World","Asia","South-Eastern Asia","Andaman and Nicobar"
28,"World","Africa","Eastern Africa","Comoro Islands"
29,"World","Africa","Eastern Africa","Mayotte"
30,"World","Africa","Eastern Africa","Glorioso Islands"
31,"World","Africa","Eastern Africa","Seychelles"
32,"World","Africa","Eastern Africa","R_union"
33,"World","Africa","Eastern Africa","Juan de Nova Island"
34,"World","Africa","Eastern Africa","Bassas da India"
35,"World","Africa","Eastern Africa","Ile Europa"
36,"World","Africa","Eastern Africa","Ile Tromelin"
37,"World","Africa","Eastern Africa","Mauritius"
38,"World","Asia","Southern Asia","British Indian Ocean Territory"
39,"World","Asia","Southern Asia","Maldives"
40,"World","Asia","Southern Asia","Sri Lanka"
41,"World","Africa","Eastern Africa","Mozambique"
42,"World","Africa","Eastern Africa","Madagascar"
43,"World","Africa","Eastern Africa","Kenya"
44,"World","Africa","Eastern Africa","Somalia"
45,"World","Africa","Eastern Africa","Eritrea"
46,"World","Africa","Eastern Africa","Djibouti"
47,"World","Asia","Western Asia","Yemen"
48,"World","Asia","Western Asia","Oman"
49,"World","Africa","Northern Africa","Sudan"
50,"World","Asia","Western Asia","Saudi Arabia"
51,"World","Asia","Western Asia","Kuwait"
52,"World","Asia","Western Asia","Bahrain"
53,"World","Asia","Southern Asia","Pakistan"
54,"World","Asia","Western Asia","United Arab Emirates"
55,"World","Europe","Southern Europe","Azores"
56,"World","Africa","Western Africa","Cape Verde"
57,"World","Europe","Southern Europe","Madeira"
58,"World","Europe","Southern Europe","Canary Islands"
59,"World","Europe","Western Europe","Belgium"
60,"World","Europe","Southern Europe","Gibraltar"
61,"World","Africa","Northern Africa","Tunisia"
62,"World","Africa","Northern Africa","Morocco"
63,"World","Africa","Northern Africa","Western Sahara"
64,"World","Africa","Western Africa","Mauritania"
65,"World","Africa","Western Africa","Gambia"
66,"World","Africa","Western Africa","Senegal"
67,"World","Africa","Northern Africa","Libya"
68,"World","Europe","Southern Europe","Malta"
69,"World","Europe","Northern Europe","Latvia"
70,"World","Europe","Northern Europe","Estonia"
71,"World","Europe","Eastern Europe","Bulgaria"
72,"World","Europe","Eastern Europe","Romania"
73,"World","Europe","Eastern Europe","Russia"
74,"World","Asia","Western Asia","Georgia"
75,"World","Europe","Eastern Europe","Ukraine"
76,"World","Asia","Western Asia","Turkey"
77,"World","Asia","Western Asia","Syria"
78,"World","Asia","Western Asia","Lebanon"
79,"World","Asia","Western Asia","Israel"
80,"World","Europe","Southern Europe","Greece"
81,"World","Asia","Western Asia","Cyprus"
82,"World","Europe","Southern Europe","Albania"
84,"World","Africa","Northern Africa","Algeria"
85,"World","Europe","Northern Europe","Ascension"
86,"World","Europe","Northern Europe","Saint Helena"
88,"World","Europe","Northern Europe","Tristan da Cunha"
89,"World","Southern Islands","Southern Islands","South Georgia and the South Sandwich Islands"
90,"World","Southern Islands","Southern Islands","Prince Edward Islands"
91,"World","Southern Islands","Southern Islands","Crozet Islands"
92,"World","Southern Islands","Southern Islands","Amsterdam Island and Saint Paul Island"
93,"World","Southern Islands","Southern Islands","Kerguelen Islands"
94,"World","Southern Islands","Southern Islands","Heard and McDonald Islands"
95,"World","Europe","Northern Europe","Falkland Islands"
96,"World","Africa","Western Africa","Sierra Leone"
97,"World","Africa","Western Africa","Liberia"
98,"World","Africa","Western Africa","Togo"
99,"World","Africa","Western Africa","Benin"
100,"World","Africa","Middle Africa","Republique du Congo"
101,"World","Africa","Southern Africa","Namibia"
102,"World","Africa","Southern Africa","South Africa"
103,"World","Africa","Middle Africa","Sao Tome and Principe"
104,"World","Africa","Middle Africa","Equatorial Guinea"
105,"World","Southern Islands","Southern Islands","Bouvet Island"
106,"World","Africa","Western Africa","Ghana"
107,"World","Latin America and the Caribbean","Central America","Clipperton Island"
108,"World","Latin America and the Caribbean","Caribbean","Bermuda"
110,"World","Latin America and the Caribbean","Caribbean","Bahamas"
111,"World","Latin America and the Caribbean","Caribbean","Turks and Caicos Islands"
112,"World","Latin America and the Caribbean","Caribbean","Cuba"
113,"World","Latin America and the Caribbean","Caribbean","Cayman Islands"
114,"World","Latin America and the Caribbean","Caribbean","Haiti"
115,"World","Latin America and the Caribbean","Caribbean","Dominican Republic"
116,"World","Latin America and the Caribbean","Caribbean","Puerto Rico and Virgin Islands of the United States"
117,"World","Latin America and the Caribbean","Caribbean","British Virgin Islands"
118,"World","Latin America and the Caribbean","Caribbean","Anguilla"
119,"World","Latin America and the Caribbean","Caribbean","Saint Kitts and Nevis"
120,"World","Latin America and the Caribbean","Caribbean","Antigua and Barbuda"
121,"World","Latin America and the Caribbean","Caribbean","Montserrat"
122,"World","Latin America and the Caribbean","Caribbean","Saint Lucia"
123,"World","Latin America and the Caribbean","Caribbean","Dominica"
124,"World","Latin America and the Caribbean","Caribbean","Barbados"
125,"World","Latin America and the Caribbean","Caribbean","Grenada"
126,"World","Latin America and the Caribbean","Caribbean","Trinidad and Tobago"
127,"World","Latin America and the Caribbean","Caribbean","Saint Vincent and the Grenadines"
129,"World","Latin America and the Caribbean","Central America","Panama"
130,"World","Latin America and the Caribbean","Central America","Costa Rica"
131,"World","Latin America and the Caribbean","Central America","Nicaragua"
132,"World","Latin America and the Caribbean","South America","Colombia"
133,"World","Latin America and the Caribbean","Central America","Honduras"
134,"World","Latin America and the Caribbean","Central America","El Salvador"
135,"World","Latin America and the Caribbean","Central America","Mexico"
136,"World","Latin America and the Caribbean","Central America","Guatemala"
137,"World","Latin America and the Caribbean","South America","Ecuador"
138,"World","Latin America and the Caribbean","South America","Peru"
139,"World","Latin America and the Caribbean","South America","Venezuela"
140,"World","Latin America and the Caribbean","Caribbean","Guadeloupe and Martinique"
141,"World","Europe","Northern Europe","Faeroe Islands"
143,"World","Europe","Northern Europe","Iceland"
144,"World","Europe","Northern Europe","Jan Mayen"
145,"World","Europe","Northern Europe","Greenland"
146,"World","Oceania","Polynesia","Pitcairn"
147,"World","Oceania","Polynesia","French Polynesia"
148,"World","Oceania","Micronesia","Line Group"
149,"World","Oceania","Micronesia","Jarvis Island"
150,"World","Oceania","Micronesia","Palmyra Atoll"
151,"World","Oceania","Polynesia","American Samoa"
152,"World","Oceania","Polynesia","Samoa"
153,"World","Oceania","Polynesia","Cook Islands"
154,"World","Oceania","Polynesia","Niue"
155,"World","Oceania","Polynesia","Tonga"
156,"World","Oceania","Polynesia","Tokelau"
157,"World","Oceania","Micronesia","Phoenix Group"
158,"World","Oceania","Micronesia","Howland Island and Baker Island"
159,"World","Oceania","Micronesia","Johnston Atoll"
161,"World","Oceania","Polynesia","Wallis and Futuna"
162,"World","Oceania","Australia and New Zealand","New Zealand"
163,"World","Americas","Northern America","United States"
164,"World","Latin America and the Caribbean","Central America","Belize"
166,"World","Latin America and the Caribbean","Caribbean","Jamaica"
167,"World","Latin America and the Caribbean","South America","Guyana"
168,"World","Latin America and the Caribbean","South America","Suriname"
169,"World","Latin America and the Caribbean","South America","French Guiana"
171,"World","Latin America and the Caribbean","South America","Brazil"
172,"World","Latin America and the Caribbean","South America","Argentina"
173,"World","Latin America and the Caribbean","South America","Uruguay"
174,"World","Europe","Northern Europe","Finland"
175,"World","Europe","Northern Europe","Denmark"
176,"World","Europe","Western Europe","Germany"
177,"World","Europe","Western Europe","Netherlands"
178,"World","Europe","Eastern Europe","Poland"
179,"World","Europe","Western Europe","France"
180,"World","Europe","Northern Europe","United Kingdom"
181,"World","Europe","Northern Europe","Ireland"
182,"World","Europe","Southern Europe","Spain"
183,"World","Europe","Southern Europe","Portugal"
184,"World","Europe","Southern Europe","Italy"
185,"World","Europe","Western Europe","Monaco"
186,"World","Europe","Southern Europe","Montenegro"
187,"World","Europe","Southern Europe","Croatia"
188,"World","Europe","Southern Europe","Slovenia"
189,"World","Europe","Northern Europe","Lithuania"
190,"World","Asia","Western Asia","Qatar"
191,"World","Asia","Southern Asia","Iran"
192,"World","Asia","Western Asia","Iraq"
193,"World","Africa","Western Africa","Guinea Bissau"
194,"World","Africa","Western Africa","Guinea"
195,"World","Africa","Western Africa","Ivory Coast"
196,"World","Africa","Western Africa","Nigeria"
197,"World","Africa","Middle Africa","Cameroon"
198,"World","Africa","Middle Africa","Gabon"
199,"World","Africa","Middle Africa","Democratic Republic of the Congo"
200,"World","Africa","Middle Africa","Angola"
202,"World","Africa","Eastern Africa","Tanzania"
203,"World","Asia","Southern Asia","India"
204,"World","Asia","Southern Asia","Bangladesh"
205,"World","Asia","South-Eastern Asia","Myanmar"
206,"World","Asia","South-Eastern Asia","Malaysia"
207,"World","Asia","South-Eastern Asia","Vietnam"
208,"World","Asia","South-Eastern Asia","Singapore"
209,"World","Asia","Eastern Asia","China"
210,"World","Asia","Eastern Asia","Japan"
212,"World","Oceania","Micronesia","Kiribati"
214,"World","Africa","Northern Africa","Egypt"
215,"World","Asia","Western Asia","Jordan"
216,"World","Asia","South-Eastern Asia","Indonesia"
218,"World","Americas","Northern America","Canada"
219,"World","Americas","Northern America","Saint Pierre and Miquelon"
220,"World","Latin America and the Caribbean","Caribbean","Sint Maarten"
221,"World","Latin America and the Caribbean","Caribbean","Northern Saint-Martin"
222,"World","Europe","Northern Europe","Sweden"
223,"World","Europe","Northern Europe","Norway"
224,"World","Latin America and the Caribbean","South America","Chile"
227,"World","Europe","Northern Europe","Jersey"
228,"World","Europe","Northern Europe","Guernsey"
231,"World","Asia","South-Eastern Asia","East Timor"
232,"World","Europe","Southern Europe","Bosnia and Herzegovina"
237,"World","Asia","South-Eastern Asia","Oecussi Ambeno"
244,"World","Latin America and the Caribbean","Caribbean","Curacao"
245,"World","Latin America and the Caribbean","Caribbean","Bonaire"
247,"World","Asia","South-Eastern Asia","Brunei"
248,"World","Latin America and the Caribbean","Caribbean","Saba"
249,"World","Latin America and the Caribbean","Caribbean","Sint Eustatius"
250,"World","Latin America and the Caribbean","Caribbean","Aruba"
