rgn_id_2013,rgn_nam_2013,rgn_key_2013,eez_iso3,rgn_typ
1,Cocos (Keeling) Islands,CC,CCK,ohi_region
7,British Solomon Islands,SB,SLB,ohi_region
9,Federated State of Micronesia,FM,FSM,ohi_region
9,"Micronesia, FS",FM,FSM,ohi_region
9,Micronesia (Fed. States of),FM,FSM,ohi_region
9,Micronesia (Federated States of),FM,FSM,ohi_region
9,Micronesia (Fed. States),FM,FSM,ohi_region
9,Micronesia Federated States of,FM,FSM,ohi_region
9,"Micronesia, Fed. States of",FM,FSM,ohi_region
9,"Micronesia, Fed. Sts.",FM,FSM,ohi_region
9,"Micronesia, Fed.States of",FM,FSM,ohi_region
9,"Micronesia, Federated States of",FM,FSM,ohi_region
12,United States Minor Outlying Islands (Wake Is.),WI,Wake Island,ohi_region
13,Guam,MP,MNP,ohi_region
13,N. Mariana Islands,MP,MNP,ohi_region
13,Northern Mariana Is.,MP,MNP,ohi_region
13,Northern Mariana Islands,MP,MNP,ohi_region
14,"China, Taiwan Province of",TW,TWN,ohi_region
14,Taiwan (China),TW,TWN,ohi_region
14,Taiwan Province of China,TW,TWN,ohi_region
14,"Taiwan, China",TW,TWN,ohi_region
14,"Taiwan, Province of China",TW,TWN,ohi_region
18,"Fiji, Republic of",FJ,FJI,ohi_region
20,"Korea, South",KR,KOR,ohi_region
20,"Korea, South (Republic of Korea)",KR,KOR,ohi_region
20,Korea Republic of,KR,KOR,ohi_region
20,"Korea, Rep.",KR,KOR,ohi_region
20,"Korea, Republic of",KR,KOR,ohi_region
20,Republic of Korea,KR,KOR,ohi_region
20,Korea (Republic of),KR,KOR,ohi_region
21,"Korea, Dem. People's Rep.",KP,PRK,ohi_region
21,Democratic People's Republic of Korea,KP,PRK,ohi_region
21,"Korea, Dem. People's Rep",KP,PRK,ohi_region
21,"Korea, Dem. People's Rep. of",KP,PRK,ohi_region
21,"Korea, Dem. Rep.",KP,PRK,ohi_region
21,"Korea, Democratic People's Republic of",KP,PRK,ohi_region
21,Korea (North),KP,PRK,ohi_region
21,"Korea, North",KP,PRK,ohi_region
28,Comoros,KM,COM,ohi_region
32,R.+union,RE,REU,ohi_region
32,R_union,RE,REU,ohi_region
32,Reunion,RE,REU,ohi_region
32,Réunion,RE,REU,ohi_region
37,British Indian Ocean Territory (Chagos Archipelago),MU,MUS,ohi_region
39,"Maldives, Republic of",MV,MDV,ohi_region
42,Madagasca,MG,MDG,ohi_region
47,"Yemen, Rep.",YE,YEM,ohi_region
49,Sudan (former),SD,SDN,ohi_region
56,Cabo Verde,CV,CPV,ohi_region
62,Morocco (includes Western Sahara),MA,MAR,ohi_region
65,"Gambia, The",GM,GMB,ohi_region
65,The Gambia,GM,GMB,ohi_region
67,Libyan Arab Jamahiriya,LY,LBY,ohi_region
73,Russian Federation,RU,RUS,ohi_region
73,Russian Federation (before 9.91: USSR),RU,RUS,ohi_region
73,Un. Sov. Soc. Rep.,RU,RUS,ohi_region
77,Syrian Arab Republic,SY,SYR,ohi_region
89,South Georgia and South Sandwich Islands,GS,SGS,ohi_region
94,Heard Island and McDonald Islands,HM,HMD,ohi_region
95,Falkland Is.(Malvinas),FK,FLK,ohi_region
95,Falkland Islands (Islas Malvinas),FK,FLK,ohi_region
95,Falkland Islands (Malvinas),FK,FLK,ohi_region
100,Congo,CG,COG,ohi_region
100,Congo Rep of,CG,COG,ohi_region
100,Republic of Congo,CG,COG,ohi_region
100,"Congo, R.+publique du",CG,COG,ohi_region
100,"Congo, R_publique du",CG,COG,ohi_region
100,"Congo, Rep.",CG,COG,ohi_region
100,"Congo, Republic of",CG,COG,ohi_region
100,"Congo, Republic of the",CG,COG,ohi_region
100,R.+publique du Congo,CG,COG,ohi_region
100,R_publique du Congo,CG,COG,ohi_region
100,"Congo, Republique du",CG,COG,ohi_region
103,S.+Principe,ST,STP,ohi_region
110,Bahamas (The),BS,BHS,ohi_region
110,"Bahamas, The",BS,BHS,ohi_region
110,The Bahamas,BS,BHS,ohi_region
111,Turks and Caicos Is.,TC,TCA,ohi_region
116,Puerto Rico,PR,PRI,ohi_region
116,United States Virgin Islands,PR,PRI,ohi_region
116,USVI,PR,PRI,ohi_region
116,US Virgin Islands,PR,PRI,ohi_region
116,Virgin Islands,PR,PRI,ohi_region
116,Virgin Islands (U.S.),PR,PRI,ohi_region
116,Virgin Islands (US),PR,PRI,ohi_region
116,"Virgin Islands, U.S.",PR,PRI,ohi_region
117,UK Virgin Islands,VG,VGB,ohi_region
117,Virgin Islands (British),VG,VGB,ohi_region
117,"Virgin Islands, British",VG,VGB,ohi_region
119,Saint Kitts &amp Nevis,KN,KNA,ohi_region
119,St Kitts and Nevis,KN,KNA,ohi_region
119,St. Kitts & Nevis,KN,KNA,ohi_region
119,St. Kitts and Nevis,KN,KNA,ohi_region
120,Antigua & Barbuda,AG,ATG,ohi_region
122,St Lucia,LC,LCA,ohi_region
122,St. Lucia,LC,LCA,ohi_region
123,Commonwealth of Dominica,DM,DOM,ohi_region
126,Trinidad & Tobago,TT,TTO,ohi_region
126,Trinidad &amp Tobago,TT,TTO,ohi_region
