layer_name,scenario_year,data_year
ao_access,2008,2013
ao_access,2009,2013
ao_access,2010,2013
ao_access,2011,2013
ao_access,2012,2013
ao_access,2013,2013
ao_access,2014,2013
ao_access,2015,2013
ao_access,2016,2013
ao_access,2017,2013
ao_need,2008,2007
ao_need,2009,2008
ao_need,2010,2009
ao_need,2011,2010
ao_need,2012,2011
ao_need,2013,2012
ao_need,2014,2013
ao_need,2015,2014
ao_need,2016,2015
ao_need,2017,2015
cw_chemical_trend,2012,2012
cw_chemical_trend,2013,2013
cw_chemical_trend,2014,2014
cw_chemical_trend,2015,2015
cw_chemical_trend,2016,2016
cw_chemical_trend,2017,2016
cw_nutrient_trend,2012,2012
cw_nutrient_trend,2013,2013
cw_nutrient_trend,2014,2014
cw_nutrient_trend,2015,2015
cw_nutrient_trend,2016,2016
cw_nutrient_trend,2017,2016
cw_pathogen_trend,2012,2012
cw_pathogen_trend,2013,2013
cw_pathogen_trend,2014,2014
cw_pathogen_trend,2015,2015
cw_pathogen_trend,2016,2015
cw_pathogen_trend,2017,2015
cw_trash_trend,2012,2016
cw_trash_trend,2013,2016
cw_trash_trend,2014,2016
cw_trash_trend,2015,2016
cw_trash_trend,2016,2016
cw_trash_trend,2017,2016
po_trash,2012,2015
po_trash,2013,2015
po_trash,2014,2015
po_trash,2015,2015
po_trash,2016,2015
po_trash,2017,2015
po_pathogens,2012,2012
po_pathogens,2013,2013
po_pathogens,2014,2014
po_pathogens,2015,2015
po_pathogens,2016,2015
po_pathogens,2017,2015
po_nutrients_3nm,2012,2012
po_nutrients_3nm,2013,2013
po_nutrients_3nm,2014,2014
po_nutrients_3nm,2015,2015
po_nutrients_3nm,2016,2016
po_nutrients_3nm,2017,2016
po_nutrients,2012,2012
po_nutrients,2013,2013
po_nutrients,2014,2014
po_nutrients,2015,2015
po_nutrients,2016,2016
po_nutrients,2017,2016
po_chemicals_3nm,2012,2012
po_chemicals_3nm,2013,2013
po_chemicals_3nm,2014,2014
po_chemicals_3nm,2015,2015
po_chemicals_3nm,2016,2016
po_chemicals_3nm,2017,2016
po_chemicals,2012,2012
po_chemicals,2013,2013
po_chemicals,2014,2014
po_chemicals,2015,2015
po_chemicals,2016,2016
po_chemicals,2017,2016
cc_acid,2012,2011
cc_acid,2013,2012
cc_acid,2014,2013
cc_acid,2015,2014
cc_acid,2016,2015
cc_acid,2017,2015
cc_slr,2012,2012
cc_slr,2013,2013
cc_slr,2014,2014
cc_slr,2015,2015
cc_slr,2016,2016
cc_slr,2017,2016
cc_sst,2012,2012
cc_sst,2013,2013
cc_sst,2014,2014
cc_sst,2015,2015
cc_sst,2016,2016
cc_sst,2017,2016
cc_uv,2012,2012
cc_uv,2013,2013
cc_uv,2014,2014
cc_uv,2015,2015
cc_uv,2016,2016
cc_uv,2017,2016
hab_mangrove_extent,2012,2015
hab_mangrove_extent,2013,2015
hab_mangrove_extent,2014,2015
hab_mangrove_extent,2015,2015
hab_mangrove_extent,2016,2015
hab_mangrove_extent,2017,2015
hab_mangrove_health,2012,2012
hab_mangrove_health,2013,2012
hab_mangrove_health,2014,2012
hab_mangrove_health,2015,2012
hab_mangrove_health,2016,2012
hab_mangrove_health,2017,2012
hab_mangrove_trend,2012,2012
hab_mangrove_trend,2013,2013
hab_mangrove_trend,2014,2014
hab_mangrove_trend,2015,2015
hab_mangrove_trend,2016,2015
hab_mangrove_trend,2017,2015
hab_saltmarsh_extent,2012,2012
hab_saltmarsh_extent,2013,2012
hab_saltmarsh_extent,2014,2012
hab_saltmarsh_extent,2015,2012
hab_saltmarsh_extent,2016,2012
hab_saltmarsh_extent,2017,2012
hab_saltmarsh_health,2012,2012
hab_saltmarsh_health,2013,2012
hab_saltmarsh_health,2014,2012
hab_saltmarsh_health,2015,2012
hab_saltmarsh_health,2016,2012
hab_saltmarsh_health,2017,2012
hab_saltmarsh_trend,2012,2012
hab_saltmarsh_trend,2013,2012
hab_saltmarsh_trend,2014,2012
hab_saltmarsh_trend,2015,2012
hab_saltmarsh_trend,2016,2012
hab_saltmarsh_trend,2017,2012
hab_seagrass_extent,2012,2012
hab_seagrass_extent,2013,2012
hab_seagrass_extent,2014,2012
hab_seagrass_extent,2015,2012
hab_seagrass_extent,2016,2012
hab_seagrass_extent,2017,2012
hab_seagrass_health,2012,2012
hab_seagrass_health,2013,2012
hab_seagrass_health,2014,2012
hab_seagrass_health,2015,2012
hab_seagrass_health,2016,2012
hab_seagrass_health,2017,2012
hab_seagrass_trend,2012,2012
hab_seagrass_trend,2013,2012
hab_seagrass_trend,2014,2012
hab_seagrass_trend,2015,2012
hab_seagrass_trend,2016,2012
hab_seagrass_trend,2017,2012
hab_seaice_extent,2012,2016
hab_seaice_extent,2013,2016
hab_seaice_extent,2014,2016
hab_seaice_extent,2015,2016
hab_seaice_extent,2016,2016
hab_seaice_extent,2017,2016
hab_seaice_health,2012,2011
hab_seaice_health,2013,2012
hab_seaice_health,2014,2013
hab_seaice_health,2015,2014
hab_seaice_health,2016,2015
hab_seaice_health,2017,2016
hab_seaice_trend,2012,2011
hab_seaice_trend,2013,2012
hab_seaice_trend,2014,2013
hab_seaice_trend,2015,2014
hab_seaice_trend,2016,2015
hab_seaice_trend,2017,2016
hab_coral_extent,2008,2012
hab_coral_extent,2009,2012
hab_coral_extent,2010,2012
hab_coral_extent,2011,2012
hab_coral_extent,2012,2012
hab_coral_extent,2013,2012
hab_coral_extent,2014,2012
hab_coral_extent,2015,2012
hab_coral_extent,2016,2012
hab_coral_extent,2017,2012
hab_coral_health,2012,2012
hab_coral_health,2013,2012
hab_coral_health,2014,2012
hab_coral_health,2015,2012
hab_coral_health,2016,2012
hab_coral_health,2017,2012
hab_coral_trend,2012,2012
hab_coral_trend,2013,2012
hab_coral_trend,2014,2012
hab_coral_trend,2015,2012
hab_coral_trend,2016,2012
hab_coral_trend,2017,2012
hab_softbottom_extent,2012,2012
hab_softbottom_extent,2013,2012
hab_softbottom_extent,2014,2012
hab_softbottom_extent,2015,2012
hab_softbottom_extent,2016,2012
hab_softbottom_extent,2017,2012
hab_softbottom_health,2012,2006
hab_softbottom_health,2013,2007
hab_softbottom_health,2014,2008
hab_softbottom_health,2015,2009
hab_softbottom_health,2016,2010
hab_softbottom_health,2017,2010
hab_softbottom_trend,2012,2006
hab_softbottom_trend,2013,2007
hab_softbottom_trend,2014,2008
hab_softbottom_trend,2015,2009
hab_softbottom_trend,2016,2010
hab_softbottom_trend,2017,2010
hd_subtidal_sb,2012,2006
hd_subtidal_sb,2013,2007
hd_subtidal_sb,2014,2008
hd_subtidal_sb,2015,2009
hd_subtidal_sb,2016,2010
hd_subtidal_sb,2017,2010
fis_meancatch,2008,2002
fis_meancatch,2009,2003
fis_meancatch,2010,2004
fis_meancatch,2011,2005
fis_meancatch,2012,2006
fis_meancatch,2013,2007
fis_meancatch,2014,2008
fis_meancatch,2015,2009
fis_meancatch,2016,2010
fis_meancatch,2017,2010
mar_harvest_tonnes,2008,2006
mar_harvest_tonnes,2009,2007
mar_harvest_tonnes,2010,2008
mar_harvest_tonnes,2011,2009
mar_harvest_tonnes,2012,2010
mar_harvest_tonnes,2013,2011
mar_harvest_tonnes,2014,2012
mar_harvest_tonnes,2015,2013
mar_harvest_tonnes,2016,2014
mar_harvest_tonnes,2017,2014
mar_coastalpopn_inland25mi,2008,2006
mar_coastalpopn_inland25mi,2009,2007
mar_coastalpopn_inland25mi,2010,2008
mar_coastalpopn_inland25mi,2011,2009
mar_coastalpopn_inland25mi,2012,2010
mar_coastalpopn_inland25mi,2013,2011
mar_coastalpopn_inland25mi,2014,2012
mar_coastalpopn_inland25mi,2015,2013
mar_coastalpopn_inland25mi,2016,2014
mar_coastalpopn_inland25mi,2017,2014
mar_sustainability_score,2008,2012
mar_sustainability_score,2009,2012
mar_sustainability_score,2010,2012
mar_sustainability_score,2011,2012
mar_sustainability_score,2012,2012
mar_sustainability_score,2013,2012
mar_sustainability_score,2014,2012
mar_sustainability_score,2015,2012
mar_sustainability_score,2016,2012
mar_sustainability_score,2017,2012
sp_genetic,2012,2012
sp_genetic,2013,2013
sp_genetic,2014,2014
sp_genetic,2015,2015
sp_genetic,2016,2016
sp_genetic,2017,2016
hab_rockyreef_extent,2008,2012
hab_rockyreef_extent,2009,2012
hab_rockyreef_extent,2010,2012
hab_rockyreef_extent,2011,2012
hab_rockyreef_extent,2012,2012
hab_rockyreef_extent,2013,2012
hab_rockyreef_extent,2014,2012
hab_rockyreef_extent,2015,2012
hab_rockyreef_extent,2016,2012
hab_rockyreef_extent,2017,2012
np_harvest_tonnes,2008,2005
np_harvest_tonnes,2009,2006
np_harvest_tonnes,2010,2007
np_harvest_tonnes,2011,2008
np_harvest_tonnes,2012,2009
np_harvest_tonnes,2013,2010
np_harvest_tonnes,2014,2011
np_harvest_tonnes,2015,2012
np_harvest_tonnes,2016,2013
np_harvest_tonnes,2017,2013
fp_wildcaught_weight,2012,2012
