"sp_id","status"
248100,2.31
248200,44.96
248300,0
248400,0
248500,0.37
248600,0.11
258410,0.17
258420,0.36
258431,0
258432,0
258441,0
258442,0
258510,0
258520,0
258600,0
258700,0
288100,0.21
288200,0.18
288300,0.37
