"sp_id","status"
248100,46.12
248200,46.12
248300,46.12
248400,46.12
248500,
248600,25
258410,25
258420,25
258431,
258432,
258441,
258442,
258510,
258520,
258600,
258700,
288100,25
288200,
288300,25
