"sp_id","trend"
248100,0.0281
248200,-0.1455
248300,
248400,
248500,-0.0117
248600,3e-04
258410,-0.0144
258420,0.0012
258431,
258432,
258441,
258442,
258510,
258520,
258600,
258700,
288100,-0.0244
288200,-0.0011
288300,0.0025
