"sp_id","status"
248100,92.76
248200,99.53
248300,NA
248400,NA
248500,67.12
248600,100
258410,66.67
258420,47.14
258431,NA
258432,NA
258441,NA
258442,NA
258510,NA
258520,NA
258600,NA
258700,NA
288100,93.47
288200,100
288300,NA
