"sp_id","status"
248100,89.75
248200,50.26
248300,
248400,
248500,50.48
248600,50.11
258410,50.03
258420,50
258431,
258432,
258441,
258442,
258510,
258520,
258600,
258700,
288100,51.29
288200,50
288300,50.26
