"sp_id","score"
248100,-0.0145135266120933
248200,-0.0429625740393151
248300,-0.13052322965381
248400,-0.0805287687592673
248500,0.0450517360236069
248600,-0.0398640041045411
258410,-0.0345098297539514
258420,0.0761870112195099
258431,-0.0872748756811202
258432,-0.0770060486451705
258441,-0.106009183553946
258442,-0.120117263971934
258510,-0.197901050834531
258520,-0.158718591604763
258600,-0.190724056401399
258700,-0.200346854257948
288100,-0.0310955009709896
288200,-0.0522035699586023
288300,-0.022508824156566
