sp_id,resilience.score
248100,0.267
248200,0.267
248300,0.267
248400,0.267
248500,0.267
248600,0.267
258410,0.267
258420,0.267
258431,0.267
258432,0.267
258441,0.267
258442,0.267
258510,0.267
258520,0.267
258600,0.267
258700,0.267
288100,0.267
288200,0.267
288300,0.267
