sp_id,resilience.score
248100,1
248200,1
248300,1
248400,1
248500,1
248600,1
258410,1
258420,1
258431,1
258432,1
258441,1
258442,1
258510,1
258520,1
258600,1
258700,1
288100,1
288200,1
288300,1
