"sp_id","trend"
248100,0.0802
248200,0.0802
248300,0.0802
248400,0.0802
248500,
248600,0
258410,0
258420,0
258431,
258432,
258441,
258442,
258510,
258520,
258600,
258700,
288100,0
288200,
288300,0
