sp_id,status
248100,29.5
248200,29.49
248300,31.02
248400,60.09
248500,29.44
248600,74.81
258600,63.11
258700,80.31
288100,70.86
288200,71.62
288300,23.22
258410,31.55
258420,30.29
258510,57.99
258520,58.38
258431,72.11
258432,46.58
258441,34.34
258442,34.67
