"region_id","category","year","value"
1,"georegion-weighted-average-of-12",2005,5.61189074071495
1,"georegion-weighted-average-of-12",2006,5.61189074071495
1,"georegion-weighted-average-of-12",2007,5.61189074071495
1,"georegion-weighted-average-of-12",2008,5.61189074071495
1,"georegion-weighted-average-of-12",2009,5.61189074071495
2,"georegion-weighted-average-of-12",2005,5.61189074071495
2,"georegion-weighted-average-of-12",2006,5.61189074071495
2,"georegion-weighted-average-of-12",2007,5.61189074071495
2,"georegion-weighted-average-of-12",2008,5.61189074071495
2,"georegion-weighted-average-of-12",2009,5.61189074071495
3,"actuals",1995,9.15
3,"actuals",2005,16.8
3,"actuals",2006,19.1
3,"actuals",2007,19.6
3,"actuals",2008,19.7
3,"actuals",2009,21.1
4,"actuals",1995,9.58
4,"actuals",2005,9.7
4,"actuals",2006,9.8
4,"actuals",2007,9.2
4,"model-forward-fill",2008,9.2
4,"model-forward-fill",2009,9.2
5,"actuals",1995,10.31
5,"model-from-1995",2005,10.31
5,"model-from-1995",2006,10.31
5,"model-from-1995",2007,10.31
5,"model-from-1995",2008,10.31
5,"model-from-1995",2009,10.31
6,"actuals",1995,10.09
6,"model-from-1995",2005,10.09
6,"model-from-1995",2006,10.09
6,"model-from-1995",2007,10.09
6,"model-from-1995",2008,10.09
6,"model-from-1995",2009,10.09
7,"actuals",1995,10.22
7,"model-from-1995",2005,10.22
7,"model-from-1995",2006,10.22
7,"model-from-1995",2007,10.22
7,"model-from-1995",2008,10.22
7,"model-from-1995",2009,10.22
8,"actuals",1995,9.99
8,"georegion-weighted-average-of-30",2005,8.36604229682901
8,"georegion-weighted-average-of-30",2006,8.36604229682901
8,"georegion-weighted-average-of-30",2007,8.36604229682901
8,"georegion-weighted-average-of-30",2008,8.36604229682901
8,"georegion-weighted-average-of-30",2009,8.36604229682901
9,"actuals",1995,9.86
9,"actuals",2005,4.5
9,"actuals",2006,6.33
9,"actuals",2007,4.66
9,"actuals",2008,4.01
9,"actuals",2009,5.15
10,"actuals",1995,4.85
10,"actuals",2005,7.1
10,"actuals",2006,6.92
10,"actuals",2007,6.52
10,"actuals",2008,7.3
10,"actuals",2009,7.17
11,"actuals",1995,12.78
11,"actuals",2005,8.41
11,"actuals",2006,12.06
11,"actuals",2007,16.7
11,"actuals",2008,12.99
11,"actuals",2009,8.83
12,"actuals",1995,1.35
12,"model-from-1995",2005,1.35
12,"model-from-1995",2006,1.35
12,"model-from-1995",2007,1.35
12,"model-from-1995",2008,1.35
12,"model-from-1995",2009,1.35
13,"actuals",1995,9.4
13,"model-from-1995",2005,9.4
13,"model-from-1995",2006,9.4
13,"model-from-1995",2007,9.4
13,"model-from-1995",2008,9.4
13,"model-from-1995",2009,9.4
14,"actuals",1995,9.4
14,"actuals",2005,9.6
14,"actuals",2006,9.8
14,"actuals",2007,9.5
14,"actuals",2008,9.6
14,"actuals",2009,9.8
15,"actuals",1995,9.9
15,"model-from-1995",2005,9.9
15,"model-from-1995",2006,9.9
15,"model-from-1995",2007,9.9
15,"model-from-1995",2008,9.9
15,"model-from-1995",2009,9.9
16,"actuals",1995,7.07
16,"actuals",2005,6.8
16,"actuals",2006,10.9
16,"actuals",2007,8.1
16,"model-forward-fill",2008,8.1
16,"model-forward-fill",2009,8.1
17,"actuals",1995,5.96
17,"georegion-weighted-average-of-25",2005,9.34069733800149
17,"georegion-weighted-average-of-25",2006,9.34069733800149
17,"georegion-weighted-average-of-25",2007,9.34069733800149
17,"georegion-weighted-average-of-25",2008,9.34069733800149
17,"georegion-weighted-average-of-25",2009,9.34069733800149
18,"actuals",1995,9.42
18,"actuals",2005,6.3
18,"actuals",2006,6.5
18,"actuals",2007,6.5
18,"actuals",2008,6.65
18,"actuals",2009,6.45
19,"actuals",1995,10.3
19,"actuals",2005,8.2
19,"actuals",2006,8.62
19,"actuals",2007,9.19
19,"actuals",2008,9.51
19,"actuals",2009,8.99
20,"actuals",1995,9.51
20,"actuals",2005,7
20,"actuals",2006,7
20,"actuals",2007,7
20,"model-forward-fill",2008,7
20,"model-forward-fill",2009,7
21,"actuals",1995,8.47
21,"model-from-1995",2005,8.47
21,"model-from-1995",2006,8.47
21,"model-from-1995",2007,8.47
21,"model-from-1995",2008,8.47
21,"model-from-1995",2009,8.47
22,"actuals",1995,9.82
22,"actuals",2005,9.69
22,"actuals",2006,9.82
22,"actuals",2007,9.9
22,"actuals",2008,10.1
22,"actuals",2009,10.2
23,"actuals",1995,8.89
23,"actuals",2005,10.7
23,"actuals",2006,10.1
23,"actuals",2007,10.3
23,"actuals",2008,10.1
23,"actuals",2009,10.3
24,"georegion-weighted-average-of-36",2005,7.37304746823317
24,"georegion-weighted-average-of-36",2006,7.37304746823317
24,"georegion-weighted-average-of-36",2007,7.37304746823317
24,"georegion-weighted-average-of-36",2008,7.37304746823317
24,"georegion-weighted-average-of-36",2009,7.37304746823317
25,"actuals",1995,9.94
25,"model-from-1995",2005,9.94
25,"model-from-1995",2006,9.94
25,"model-from-1995",2007,9.94
25,"model-from-1995",2008,9.94
25,"model-from-1995",2009,9.94
26,"actuals",1995,9.81
26,"actuals",2005,8.7
26,"actuals",2006,10.4
26,"actuals",2007,10
26,"actuals",2008,9.5
26,"actuals",2009,9.1
27,"actuals",1995,8.05
27,"actuals",2005,2.1
27,"actuals",2006,2
27,"actuals",2007,1.7
27,"actuals",2008,1.8
27,"actuals",2009,1.9
28,"actuals",1995,8.62
28,"actuals",2005,20
28,"actuals",2006,17
28,"actuals",2007,17
28,"actuals",2008,17
28,"actuals",2009,20
29,"actuals",1995,8.29
29,"actuals",2005,14
29,"actuals",2006,11
29,"actuals",2007,11.9
29,"model-forward-fill",2008,11.9
29,"model-forward-fill",2009,11.9
30,"actuals",1995,9.03
30,"georegion-weighted-average-of-61",2005,10.1358460145559
30,"georegion-weighted-average-of-61",2006,10.1358460145559
30,"georegion-weighted-average-of-61",2007,10.1358460145559
30,"georegion-weighted-average-of-61",2008,10.1358460145559
30,"georegion-weighted-average-of-61",2009,10.1358460145559
31,"actuals",1995,9.59
31,"actuals",2005,3.1
31,"actuals",2006,3.3
31,"actuals",2007,3.1
31,"actuals",2008,3.4
31,"actuals",2009,2.3
32,"actuals",1995,9.91
32,"model-from-1995",2005,9.91
32,"model-from-1995",2006,9.91
32,"model-from-1995",2007,9.91
32,"model-from-1995",2008,9.91
32,"model-from-1995",2009,9.91
33,"actuals",1995,6.84
33,"actuals",2005,6
33,"actuals",2006,6
33,"actuals",2007,8
33,"actuals",2008,8
33,"actuals",2009,8
34,"actuals",1995,9.41
34,"model-from-1995",2005,9.41
34,"model-from-1995",2006,9.41
34,"model-from-1995",2007,9.41
34,"model-from-1995",2008,9.41
34,"model-from-1995",2009,9.41
35,"actuals",1995,5.29
35,"model-from-1995",2005,5.29
35,"model-from-1995",2006,5.29
35,"model-from-1995",2007,5.29
35,"model-from-1995",2008,5.29
35,"model-from-1995",2009,5.29
36,"actuals",1995,5.98
36,"actuals",2005,10.9
36,"actuals",2006,13.7
36,"actuals",2007,12.7
36,"actuals",2008,14.3
36,"actuals",2009,16.6
37,"actuals",1995,9.45
37,"actuals",2005,2.6
37,"actuals",2006,1.6
37,"model-forward-fill",2007,1.6
37,"model-forward-fill",2008,1.6
37,"model-forward-fill",2009,1.6
38,"actuals",1995,9.76
38,"actuals",2005,1.8
38,"actuals",2006,1.93
38,"actuals",2007,1.88
38,"actuals",2008,2.05
38,"actuals",2009,1.9
39,"actuals",1995,7.14
39,"actuals",2005,25
39,"actuals",2006,25
39,"actuals",2007,25
39,"actuals",2008,25
39,"actuals",2009,25
40,"actuals",1995,4.62
40,"model-from-1995",2005,4.62
40,"model-from-1995",2006,4.62
40,"model-from-1995",2007,4.62
40,"model-from-1995",2008,4.62
40,"model-from-1995",2009,4.62
41,"actuals",1995,9.19
41,"model-from-1995",2005,9.19
41,"model-from-1995",2006,9.19
41,"model-from-1995",2007,9.19
41,"model-from-1995",2008,9.19
41,"model-from-1995",2009,9.19
