"country_id","category","year","value"
"ALB","Gilthead seabream",2001,25
"ALB","Gilthead seabream",2002,75
"ALB","Gilthead seabream",2003,137.5
"ALB","Gilthead seabream",2004,237.5
"ALB","Gilthead seabream",2005,275
"ALB","Gilthead seabream",2006,317.5
"ALB","Gilthead seabream",2007,355.5
"ALB","Gilthead seabream",2008,341.25
"ALB","Gilthead seabream",2009,371.25
"ALB","Kuruma prawn",1997,2.5
"ALB","Kuruma prawn",1998,4.5
"ALB","Kuruma prawn",1999,5.75
"ALB","Kuruma prawn",2000,6.25
"ALB","Kuruma prawn",2001,7.25
"ALB","Kuruma prawn",2002,5.25
"ALB","Kuruma prawn",2003,4
"ALB","Kuruma prawn",2004,3.5
"ALB","Kuruma prawn",2007,0.75
"ALB","Kuruma prawn",2008,2.5
"ALB","Kuruma prawn",2009,4.5
"ALB","Mediterranean mussel",1976,0.5
"ALB","Mediterranean mussel",1977,3
"ALB","Mediterranean mussel",1978,5.5
"ALB","Mediterranean mussel",1979,18
"ALB","Mediterranean mussel",1980,42.5
"ALB","Mediterranean mussel",1981,90
"ALB","Mediterranean mussel",1982,191
"ALB","Mediterranean mussel",1983,389
"ALB","Mediterranean mussel",1984,590.5
"ALB","Mediterranean mussel",1985,766
"ALB","Mediterranean mussel",1986,1100.5
"ALB","Mediterranean mussel",1987,1342
"ALB","Mediterranean mussel",1988,1892.25
"ALB","Mediterranean mussel",1989,2126.75
"ALB","Mediterranean mussel",1990,2799.5
"ALB","Mediterranean mussel",1991,2513
"ALB","Mediterranean mussel",1992,1806.5
"ALB","Mediterranean mussel",1993,1415
"ALB","Mediterranean mussel",1994,377.5
"ALB","Mediterranean mussel",1995,287
"ALB","Mediterranean mussel",1996,279.25
"ALB","Mediterranean mussel",1997,230.75
"ALB","Mediterranean mussel",1998,182.5
"ALB","Mediterranean mussel",1999,157.5
"ALB","Mediterranean mussel",2000,145
"ALB","Mediterranean mussel",2001,162.5
"ALB","Mediterranean mussel",2002,212.5
"ALB","Mediterranean mussel",2003,377.5
"ALB","Mediterranean mussel",2004,527.5
"ALB","Mediterranean mussel",2005,705
"ALB","Mediterranean mussel",2006,970
"ALB","Mediterranean mussel",2007,1095
"ALB","Mediterranean mussel",2008,1132.5
"ALB","Mediterranean mussel",2009,1230
"ANT","Stromboid conchs nei",1987,5.25
"ANT","Stromboid conchs nei",1988,7.75
"ANT","Stromboid conchs nei",1989,10.25
"ANT","Stromboid conchs nei",1990,12.75
"ANT","Stromboid conchs nei",1991,10
"ANT","Stromboid conchs nei",1992,8.75
"ANT","Stromboid conchs nei",1993,7.5
"ANT","Stromboid conchs nei",1994,6.25
"ANT","Stromboid conchs nei",1995,4.75
"ANT","Stromboid conchs nei",1996,4.5
"ANT","Stromboid conchs nei",1997,4.5
"ANT","Stromboid conchs nei",1998,4.5
"ANT","Stromboid conchs nei",1999,4.75
"ANT","Stromboid conchs nei",2000,5
"ANT","Stromboid conchs nei",2001,5
"ANT","Stromboid conchs nei",2002,3.75
"ANT","Stromboid conchs nei",2003,2.5
"ANT","Stromboid conchs nei",2004,1.25
"ARE","European seabass",2003,187.5
"ARE","European seabass",2004,235
"ARE","European seabass",2005,282.5
"ARE","European seabass",2006,330
"ARE","European seabass",2007,190
"ARE","European seabass",2008,142.5
"ARE","European seabass",2009,95
"ARE","Gilthead seabream",2003,187.5
"ARE","Gilthead seabream",2004,235
"ARE","Gilthead seabream",2005,282.5
"ARE","Gilthead seabream",2006,330
"ARE","Gilthead seabream",2007,190
"ARE","Gilthead seabream",2008,408.75
"ARE","Gilthead seabream",2009,361.25
"ARE","Greasy grouper",1987,0.25
"ARE","Greasy grouper",1988,0.25
"ARE","Greasy grouper",1989,0.25
"ARE","Greasy grouper",1990,0.25
"ARE","Mullets nei",1987,1
"ARE","Mullets nei",1988,1
"ARE","Mullets nei",1989,1
"ARE","Mullets nei",1990,1
"ARE","Sobaity seabream",2003,200
"ARE","Sobaity seabream",2004,247.5
"ARE","Sobaity seabream",2005,295
"ARE","Sobaity seabream",2006,342.5
"ARE","Sobaity seabream",2007,190
"ARE","Sobaity seabream",2008,177.75
