"region_id","category","value"
38,"3 nmi",1227.79058484
39,"1 km",1144.83176154
39,"3 nmi",5770.4410986
40,"1 km",1281.93213268
40,"3 nmi",7843.53843033
41,"1 km",825.221979143
41,"3 nmi",5744.24357545
42,"1 km",56.7613001527
42,"3 nmi",364.145571749
43,"1 km",9.60575848738
43,"3 nmi",85.5785756149
44,"1 km",1176.26878932
44,"3 nmi",7149.30406693
45,"1 km",1583.20364887
45,"3 nmi",9604.01198584
46,"1 km",985.026870342
46,"3 nmi",5931.99249134
47,"1 km",981.533867256
47,"3 nmi",4763.58295897
48,"1 km",77.7193186706
48,"3 nmi",461.949658166
49,"1 km",482.907676684
49,"3 nmi",2780.43045671
50,"1 km",1550.89337033
50,"3 nmi",9254.7116772
51,"1 km",105.663343361
51,"3 nmi",676.769347975
52,"1 km",415.667367272
52,"3 nmi",2543.77949761
53,"1 km",1612.89417511
53,"3 nmi",8467.03948124
54,"1 km",276.820494591
54,"3 nmi",1598.04891199
55,"1 km",207.833683636
55,"3 nmi",1137.84575537
56,"1 km",82287.2934568
56,"3 nmi",403709.94446
57,"1 km",284.679751535
57,"3 nmi",1738.64228622
58,"1 km",2376.98860024
58,"3 nmi",12427.2317304
59,"1 km",5107.64376297
59,"3 nmi",27372.0454352
60,"1 km",151.945634255
60,"3 nmi",932.631824048
61,"1 km",193.861671291
61,"3 nmi",1119.50748917
62,"1 km",212.199937494
62,"3 nmi",1219.9313279
63,"1 km",9130.71006764
63,"3 nmi",54916.9945232
64,"1 km",480.287924369
64,"3 nmi",2977.78513109
65,"1 km",351.920060947
65,"3 nmi",1990.13850843
66,"1 km",1077.59145213
66,"3 nmi",6506.59149904
67,"1 km",1645.20445366
67,"3 nmi",7053.24648205
68,"1 km",3720.04828693
68,"3 nmi",18374.0694848
69,"1 km",673.276344888
69,"3 nmi",3225.78835022
70,"1 km",465.442661252
70,"3 nmi",2945.47485254
71,"1 km",41.9160370358
71,"3 nmi",247.129968357
72,"1 km",101.297089503
72,"3 nmi",564.119998441
73,"1 km",143.213126539
73,"3 nmi",930.012071733
74,"1 km",1388.46872681
74,"3 nmi",8209.43050362
75,"1 km",2690.48562724
75,"3 nmi",16438.0725242
76,"1 km",179.889658946
76,"3 nmi",1303.76340197
77,"1 km",394.709348754
77,"3 nmi",2517.58197447
78,"1 km",463.696159709
78,"3 nmi",2755.10618434
79,"1 km",13.9720123453
79,"3 nmi",151.945634255
80,"1 km",4582.82004925
80,"3 nmi",26132.9025903
81,"1 km",6536.28202528
81,"3 nmi",33697.8740245
82,"1 km",1338.69343283
82,"3 nmi",7275.05217803
83,"1 km",1196.35355706
83,"3 nmi",6884.70908314
84,"1 km",805.137211397
84,"3 nmi",4850.03478536
85,"1 km",966.688604139
85,"3 nmi",6397.4351526
86,"1 km",98.6773371886
86,"3 nmi",676.769347975
87,"1 km",150.199132712
87,"3 nmi",923.899316332
88,"1 km",110.902847991
88,"3 nmi",714.319131153
89,"1 km",131.860866509
89,"3 nmi",787.672195965
90,"1 km",85.5785756149
90,"3 nmi",591.19077236
91,"1 km",144.086377311
91,"3 nmi",1007.7313904
92,"1 km",479.414673598
92,"3 nmi",2904.43206628
93,"1 km",187.74891589
93,"3 nmi",1426.01850999
94,"1 km",324.849287028
94,"3 nmi",2373.49559715
95,"1 km",2885.2205493
95,"3 nmi",15809.3319687
96,"1 km",1198.97330938
96,"3 nmi",6364.25162328
97,"1 km",913.420307073
97,"3 nmi",5383.59100679
98,"1 km",2509.72271752
98,"3 nmi",13858.489745
99,"1 km",980.660616484
99,"3 nmi",5859.5126773
100,"1 km",297.778513109
100,"3 nmi",1577.96414425
101,"1 km",12698.8127203
101,"3 nmi",69144.8693446
102,"1 km",318.736531627
102,"3 nmi",1870.50315272
103,"1 km",2334.19931243
103,"3 nmi",13762.4321601
104,"1 km",2492.25770209
104,"3 nmi",15457.4119077
105,"1 km",3856.2754073
105,"3 nmi",21180.6974647
106,"1 km",598.176778532
106,"3 nmi",3791.6548502
107,"1 km",4105.1518772
107,"3 nmi",17658.8771029
108,"1 km",57.6345509243
108,"3 nmi",654.064827914
109,"1 km",5681.3695199
109,"3 nmi",44596.9169046
110,"1 km",8.7325077158
110,"3 nmi",125.748111108
111,"1 km",601.669781619
111,"3 nmi",5040.40345356
112,"1 km",347.553807089
112,"3 nmi",2244.25448296
113,"1 km",819.109223742
113,"3 nmi",6766.82022897
114,"1 km",256.735726845
114,"3 nmi",2057.37881784
115,"1 km",11615.9817636
115,"3 nmi",60202.7814436
116,"1 km",70583.9866162
116,"3 nmi",294957.039866
117,"1 km",950.970090251
117,"3 nmi",5969.54227452
118,"1 km",585.95126773
118,"3 nmi",3196.09782398
119,"1 km",528.316716806
119,"3 nmi",2725.4156581
120,"1 km",371.131577922
120,"3 nmi",1956.95497911
121,"1 km",323.102785485
121,"3 nmi",2014.58953004
122,"1 km",13388.6808299
122,"3 nmi",64232.8337545
123,"1 km",5241.25113102
123,"3 nmi",28922.0655547
124,"1 km",669.783341802
124,"3 nmi",3654.55447906
125,"1 km",6492.6194867
125,"3 nmi",23117.567676
126,"1 km",55018.2916127
126,"3 nmi",181533.990148
127,"1 km",2212.81745518
127,"3 nmi",9865.11396654
128,"1 km",1282.80538345
128,"3 nmi",5795.76537098
129,"1 km",675.896097203
129,"3 nmi",3334.07144589
130,"1 km",3788.16184711
130,"3 nmi",20366.8277456
131,"1 km",10409.1491972
131,"3 nmi",47731.8871746
132,"1 km",3100.04023911
132,"3 nmi",13047.2397782
133,"1 km",4382.84562256
133,"3 nmi",25478.8377624
134,"1 km",1737.76903544
134,"3 nmi",10396.0504357
135,"1 km",5385.33750833
135,"3 nmi",32416.8151426
136,"1 km",1.74650154316
136,"3 nmi",15.7185138884
137,"1 km",158.058389656
137,"3 nmi",675.896097203
138,"1 km",2840.68475995
138,"3 nmi",12431.5979842
139,"1 km",27.9440246906
139,"3 nmi",120.508606478
140,"1 km",159.804891199
140,"3 nmi",773.70018362
141,"1 km",534.429472207
141,"3 nmi",2589.18853774
142,"1 km",2575.21652539
142,"3 nmi",14884.5594016
143,"1 km",78.5925694422
143,"3 nmi",290.792506936
144,"1 km",1336.07368052
144,"3 nmi",6711.80543036
145,"1 km",597.303527761
145,"3 nmi",2682.62637029
146,"1 km",439.245138105
146,"3 nmi",2502.73671135
147,"1 km",785.925694422
147,"3 nmi",4309.49255775
148,"1 km",482.034425912
148,"3 nmi",2495.75070518
149,"1 km",876.743774666
149,"3 nmi",5090.17874754
150,"1 km",46.2822908937
150,"3 nmi",213.946439037
151,"1 km",1668.78222449
151,"3 nmi",9467.78486547
152,"1 km",1824.22086183
152,"3 nmi",9257.33142952
153,"1 km",8830.31180222
153,"3 nmi",47938.8476075
154,"1 km",1401.56748839
154,"3 nmi",6745.86221046
155,"1 km",5498.86010864
155,"3 nmi",33550.2946441
156,"1 km",5610.6362074
156,"3 nmi",31547.9306249
157,"1 km",4240.50574679
157,"3 nmi",24729.5886004
158,"1 km",103.043591046
158,"3 nmi",475.04841974
159,"1 km",14798.1075752
159,"3 nmi",73489.2919332
160,"1 km",16913.9941947
160,"3 nmi",92938.3331177
161,"1 km",1381.48272064
161,"3 nmi",10975.0156972
162,"1 km",43637.2143067
162,"3 nmi",232956.235083
163,"1 km",3016.20816504
163,"3 nmi",17993.3321484
164,"1 km",19.2115169748
164,"3 nmi",79.4658202138
165,"1 km",59250.9381026
165,"3 nmi",330296.625342
166,"1 km",165372.738118
166,"3 nmi",629512.50923
167,"1 km",127.494612651
167,"3 nmi",782.432691336
168,"1 km",7386.8282768
168,"3 nmi",27636.640419
169,"1 km",27277.7343518
169,"3 nmi",91039.0126896
170,"1 km",31946.1329767
170,"3 nmi",104200.648319
171,"1 km",621.754549365
171,"3 nmi",3891.20543816
172,"1 km",13.9720123453
172,"3 nmi",15.7185138884
