"region_id","value"
1,0.6691666665
2,0.6691666665
10,0.701666667
11,0.493333333
12,0.685
16,0.655
17,0.68125
18,0.438333333
19,0.585
20,0.4436666668
21,0.4436666668
22,0.4436666668
23,0.553333333
24,0.4946666666
25,0.4946666666
26,0.541666667
27,0.386666667
28,0.41
29,0.441666667
30,0.4436666668
31,0.4436666668
32,0.4436666668
33,0.578076923076923
34,0.601666667
35,0.5143333332
36,0.658333333
37,0.598333333
38,0.59
39,0.413333333
40,0.648333333
41,0.418333333
42,0.678333333
43,0.530925926
44,0.608333333
45,0.513333333
46,0.5143333332
47,0.356666667
48,0.483333333
49,0.445
50,0.456666667
51,0.556666667
52,0.523333333
53,0.601666667
54,0.521666667
55,0.526666667
56,0.54
57,0.476666667
58,0.483333333
59,0.541666667
60,0.465
61,0.481666667
62,0.651666667
63,0.498333333
64,0.583333333
65,0.49
66,0.493333333
67,0.6531666665
68,0.6531666665
69,0.420833333375
70,0.420833333375
71,0.420833333375
72,0.448333333
73,0.3758333335
74,0.515
75,0.553333333
76,0.3758333335
77,0.3758333335
78,0.426666667
80,0.516
81,0.516
82,0.516
83,0.453333333
84,0.581666667
85,0.516
86,0.516
87,0.516
88,0.516
89,0.516
90,0.575
91,0.516
92,0.495
93,0.516
94,0.516
95,0.555
96,0.551666667
97,0.428333333
98,0.523333333
99,0.481666667
100,0.498333333
101,0.531666667
102,0.506666667
103,0.441666667
104,0.518333333
105,0.413333333
106,0.516
107,0.613333333
115,0.653333333
116,0.738333333
117,0.507619047714286
118,0.475
119,0.436666667
120,0.502777777777778
121,0.502777777777778
122,0.546666667
123,0.491666667
124,0.538333333
125,0.728333333
126,0.72
127,0.731666667
128,0.721666667
129,0.585
130,0.688333333
131,0.708333333
132,0.623333333
133,0.581666667
134,0.563333333
135,0.561666667
136,0.705
137,0.530925926
138,0.506666667
139,0.57
140,0.563333333
141,0.683333333
142,0.523333333
143,0.578076923076923
144,0.420833333375
145,0.420833333375
146,0.391666667
147,0.396666667
148,0.43
149,0.3758333335
150,0.3758333335
151,0.321666667
152,0.426666667
153,0.555
154,0.44
155,0.54979166675
156,0.646666667
157,0.545
158,0.746666667
159,0.64
160,0.728333333
163,0.5
164,0.535
165,0.571666667
166,0.716666667
167,0.7275
168,0.76
169,0.69
170,0.615
171,0.371666667
172,0.45
