"region_id","category","value"
1,"1 km",113.5226
2,"1 km",209.580185
3,"1 km",1941.236465
4,"1 km",2271.325257
5,"1 km",4918.148346
6,"1 km",259.355479
7,"1 km",549.274735
8,"1 km",12.225511
9,"1 km",815.616221
10,"1 km",1157.057272
11,"1 km",19461.266695
12,"1 km",34994.65142
13,"1 km",12069.198914
14,"1 km",2656.428847
15,"1 km",106.536594
16,"1 km",4883.218315
17,"1 km",2038.167301
18,"1 km",596.430277
19,"1 km",3277.310146
20,"1 km",310.877275
21,"1 km",325.722538
22,"1 km",330.962042
23,"1 km",250.622971
24,"1 km",115.269102
25,"1 km",550.147986
26,"1 km",1484.526312
27,"1 km",3460.692808
28,"1 km",5174.884072
29,"1 km",709.079627
30,"1 km",2691.358878
31,"1 km",1688.866992
32,"1 km",287.299504
33,"1 km",2285.297269
34,"1 km",2026.815041
35,"1 km",709.952877
36,"1 km",3917.402961
37,"1 km",436.625386
38,"1 km",199.101176
39,"1 km",1123.000492
40,"1 km",1145.705012
41,"1 km",771.953682
42,"1 km",56.7613
43,"1 km",3.493003
44,"1 km",1129.986498
45,"1 km",1575.344392
46,"1 km",985.900121
47,"1 km",939.61783
48,"1 km",77.719319
49,"1 km",469.808915
50,"1 km",1548.273618
51,"1 km",95.184334
52,"1 km",414.794117
53,"1 km",1480.160058
54,"1 km",275.073993
55,"1 km",197.354674
56,"1 km",79510.356003
57,"1 km",285.553002
58,"1 km",2233.775474
59,"1 km",4990.62816
60,"1 km",149.325882
61,"1 km",193.861671
62,"1 km",213.946439
63,"1 km",8405.038676
64,"1 km",476.794921
65,"1 km",345.807306
66,"1 km",1070.605446
67,"1 km",1708.078509
68,"1 km",3420.523272
69,"1 km",640.966066
70,"1 km",465.442661
71,"1 km",41.916037
72,"1 km",101.29709
73,"1 km",142.339876
74,"1 km",1364.890956
75,"1 km",2677.386866
76,"1 km",162.424644
77,"1 km",385.10359
78,"1 km",461.076407
79,"1 km",10.479009
80,"1 km",3947.093488
81,"1 km",5594.917694
82,"1 km",1335.20043
83,"1 km",1178.015291
84,"1 km",736.1504
85,"1 km",798.151205
86,"1 km",87.325077
87,"1 km",146.70613
88,"1 km",107.409845
89,"1 km",124.00161
90,"1 km",82.085573
91,"1 km",123.128359
92,"1 km",468.935664
93,"1 km",158.93164
94,"1 km",303.018018
95,"1 km",2729.781912
96,"1 km",1169.282783
97,"1 km",901.194796
98,"1 km",2475.665937
99,"1 km",928.26557
100,"1 km",283.806501
101,"1 km",12063.959409
102,"1 km",320.483033
103,"1 km",2280.931015
104,"1 km",2457.327671
105,"1 km",3747.119061
106,"1 km",558.007243
107,"1 km",4233.519741
108,"1 km",36.676532
109,"1 km",3126.237762
110,"1 km",4.366254
111,"1 km",515.217955
112,"1 km",329.215541
113,"1 km",512.598203
114,"1 km",96.057585
115,"1 km",11380.204055
116,"1 km",69321.266
117,"1 km",732.657397
118,"1 km",572.852506
119,"1 km",535.302723
120,"1 km",368.511826
121,"1 km",308.257522
122,"1 km",13146.790366
123,"1 km",5172.26432
124,"1 km",656.68458
125,"1 km",5143.447045
126,"1 km",54777.2744
127,"1 km",2085.322843
128,"1 km",1236.523093
129,"1 km",668.910091
130,"1 km",3651.934727
131,"1 km",10475.516256
132,"1 km",3074.715967
133,"1 km",4305.999555
134,"1 km",1691.486745
135,"1 km",5150.433051
136,"1 km",1.746502
137,"1 km",167.664148
138,"1 km",2576.963027
139,"1 km",26.197523
140,"1 km",167.664148
141,"1 km",518.710958
142,"1 km",2474.792687
143,"1 km",82.958823
144,"1 km",1225.170833
145,"1 km",571.979255
146,"1 km",440.118389
147,"1 km",787.672196
148,"1 km",484.654178
149,"1 km",868.011267
150,"1 km",48.028792
151,"1 km",1648.697457
152,"1 km",1721.177271
153,"1 km",8527.293784
154,"1 km",1327.341173
155,"1 km",4567.101535
156,"1 km",5329.449459
157,"1 km",3748.865562
158,"1 km",92.564582
159,"1 km",13662.008321
160,"1 km",15917.615064
161,"1 km",856.659007
162,"1 km",42439.987499
163,"1 km",2792.655968
164,"1 km",20.084768
165,"1 km",56163.123374
166,"1 km",163896.071064
167,"1 km",107.409845
168,"1 km",6783.411994
169,"1 km",27156.352495
170,"1 km",31940.893472
171,"1 km",620.008048
172,"1 km",16.591765
