"country_id","year","value"
"ANT",1991,0
"ANT",1994,0
"ANT",1998,0
"ANT",2008,0
"ARG",1991,14765243.9
"ARG",1994,36697154.47
"ARG",1998,60349593.5
"ARG",2006,62566162.6
"ASM",1991,0
"ASM",1994,0
"ASM",1998,0
"ASM",2005,0
"ASM",2008,0
"ATA",1991,5995934.959
"ATA",1994,10162601.63
"ATA",1998,16869918.7
"ATA",2008,37437248.98
"ATG",1991,0
"ATG",1994,0
"ATG",1998,0
"ATG",2008,48272.36
"AUS",1991,32793699.19
"AUS",1994,45731707.32
"AUS",1998,57109756.1
"AUS",2003,182518228.7
"AUS",2008,174768087.4
"Azores",1991,0
"Azores",1994,674796.75
"Azores",1998,3424796.75
"Azores",2008,7795511.18
"BEN",1991,0
"BEN",1994,0
"BEN",1998,0
"BEN",2008,0
"BGD",1991,0
"BGD",1994,0
"BGD",1998,0
"BGD",2008,1783.54
"BHR",1991,0
"BHR",1994,0
"BHR",1998,0
"BHR",2008,452926.83
"BHS",1991,1676829.268
"BHS",1994,2515243.9
"BHS",1998,3018292.68
"BHS",2008,4048079.27
"BLM",1991,0
"BLM",1994,0
"BLM",1998,23373.98
"BLM",2008,844514.23
"BLZ",1991,0
"BLZ",1994,508130.08
"BLZ",1998,491869.92
"BLZ",2006,197154.47
"BMU",1991,0
"BMU",1994,26422.76
"BMU",1998,20325.2
"BMU",2008,32418.7
"BRA",1991,0
"BRA",1994,8003048.78
"BRA",1998,10348170.73
"BRA",2006,28817229.88
"CAN",1991,29618902.44
"CAN",1994,65283536.59
"CAN",1998,198694105.7
"CAN",2008,152810975.6
"Canary Islands",1991,4069105.691
"Canary Islands",1994,25431910.57
"Canary Islands",1998,63206300.81
"Canary Islands",2008,57446646.34
"CHL",1991,0
"CHL",1994,53861.79
"CHL",1998,690040.65
"CHL",2006,2493725.61
"CHN",1991,0
"CHN",1994,0
"CHN",1998,0
"CHN",2008,13465569.11
"COK",1991,0
"COK",1994,0
"COK",1998,0
"COK",2005,481976.63
"COK",2008,517518.29
"COL",1991,0
"COL",1994,584756.1
"COL",1998,0
"COL",2006,2599085.37
"CRI",1991,0
"CRI",1994,254065.04
"CRI",1998,221544.72
"CRI",2006,21505118.9
"CYP",1991,0
"CYP",1994,0
"CYP",1998,0
"CYP",2008,5516.26
"DEU",1991,0
"DEU",1994,0
"DEU",1998,0
"DEU",2008,0
"DMA",1991,14227.64228
"DMA",1994,389227.64
"DMA",1998,985772.36
"DMA",2008,1814024.39
"DNK",1991,0
"DNK",1994,0
"DNK",1998,0
"DNK",2008,3800.81
"DOM",1991,71138.21138
"DOM",1994,3556910.57
"DOM",1998,5284552.85
"DOM",2008,9072154.47
"ECU",1991,13774390.24
"ECU",1994,13993902.44
"ECU",1998,21356707.32
"ECU",2006,55136615.85
"EGY",1991,0
"EGY",1994,0
"EGY",1998,431910.57
"EGY",2008,3525211.38
"ERI",1991,0
"ERI",1994,0
"ERI",1998,0
"ERI",2008,0
"ESP",1991,0
"ESP",1994,102642.28
"ESP",1998,1956300.81
"ESP",2008,8288054.88
"FJI",1991,0
"FJI",1994,0
"FJI",1998,0
"FJI",2005,0
"FJI",2008,0
"FLK",1991,0
"FLK",1994,0
"FLK",1998,0
"FLK",2008,24898.37
"FRA",1991,206300.813
"FRA",1994,284552.85
"FRA",1998,520325.2
"FRA",2008,1659322.15
"FRO",1991,0
"FRO",1994,0
"FRO",1998,0
"FRO",2008,0
"FSM",1991,0
"FSM",1994,0
"FSM",1998,36585.37
"FSM",2005,0
"FSM",2008,0
"GAB",1991,0
"GAB",1994,0
"GAB",1998,0
"GAB",2008,23882.11
"GBR",1991,335365.8537
"GBR",1994,10670731.71
"GBR",1998,8364837.4
"GBR",2008,21787604.67
"GEO",1991,0
"GEO",1994,0
"GEO",1998,0
"GEO",2008,0
"GIB",1991,182926.8293
"GIB",1994,863821.14
"GIB",1998,2743902.44
"GIB",2008,2539256.1
"GMB",1991,0
"GMB",1994,0
"GMB",1998,106707.32
"GMB",2008,2184959.35
"GRC",1991,0
"GRC",1994,36585.37
"GRC",1998,265243.9
"GRC",2008,716913.62
"GRD",1991,0
"GRD",1994,0
"GRD",1998,274390.24
"GRD",2008,290548.78
"GRL",1991,0
"GRL",1994,57926.83
"GRL",1998,2794715.45
"GRL",2007,975813.01
"GTM",1991,0
"GTM",1994,0
"GTM",1998,0
"GTM",2006,154471.54
"GUM",1991,0
"GUM",1994,0
"GUM",1998,0
"GUM",2005,16475609.76
"GUM",2008,33206962.4
"HKG",1991,0
"HKG",1994,120934.96
"HKG",1998,771341.46
"HKG",2004,2550813.01
"HKG",2008,1530487.81
"HND",1991,0
"HND",1994,0
"HND",1998,0
"HND",2006,0
"HRV",1991,0
"HRV",1994,24390.24
"HRV",1998,18292.68
"HRV",2008,37782.52
"IDN",1991,0
"IDN",1994,354268.29
"IDN",1998,4606500
"IDN",2008,1738515.98
"IND",1991,0
"IND",1994,62195.12
"IND",1998,480182.93
"IND",2008,2310663.11
"IRL",1991,3058943.089
"IRL",1994,4755081.3
"IRL",1998,7234756.1
"IRL",2008,11685858.74
"ISL",1991,60975.60976
"ISL",1994,148373.98
"ISL",1998,6575203.25
"ISL",2008,16980677.85
"ITA",1991,304878.0488
"ITA",1994,82317.07
"ITA",1998,551829.27
"ITA",2008,2719372.97
"JAM",1991,0
"JAM",1994,0
"JAM",1998,0
"JAM",2008,25406.5
"JPN",1991,4825203.252
"JPN",1994,23921747.97
"JPN",1998,33520325.2
"JPN",2008,23090424.8
"KEN",1991,0
"KEN",1994,0
"KEN",1998,0
"KEN",2008,0
"KNA",1991,0
"KNA",1994,0
"KNA",1998,0
"KNA",2008,0
"LCA",1991,0
"LCA",1994,0
"LCA",1998,8130.08
"LCA",2008,1602652.44
"LKA",1991,0
"LKA",1994,0
"LKA",1998,0
"LKA",2008,52032.52
"MAF",1991,0
"MAF",1994,0
"MAF",1998,23373.98
"MAF",2008,844513.21
"MAR",1991,0
"MAR",1994,0
"MAR",1998,0
"MAR",2008,0
"MCO",1991,0
"MCO",1994,0
"MCO",1998,0
"MCO",2008,0
"MDG",1991,21341.46341
"MDG",1994,1128048.78
"MDG",1998,786585.37
"MDG",2008,1855313.01
"MDV",1991,0
"MDV",1994,0
"MDV",1998,151422.76
"MDV",2008,590991.87
"MEX",1991,3252032.52
"MEX",1994,15243902.44
"MEX",1998,42315040.65
"MEX",2006,86868966.46
"MMR",1991,0
"MMR",1994,0
"MMR",1998,0
"MMR",2008,3434.96
"MOZ",1991,0
"MOZ",1994,0
"MOZ",1998,152439.02
"MOZ",2008,1200831.3
"MRT",1991,0
"MRT",1994,0
"MRT",1998,0
"MRT",2008,0
"MUS",1991,0
"MUS",1994,0
"MUS",1998,0
"MUS",2008,2705920.73
"MYS",1991,0
"MYS",1994,0
"MYS",1998,0
"MYS",2008,233866.87
"MYT",1991,0
"MYT",1994,0
"MYT",1998,0
"MYT",2008,1578169.72
"NAM",1991,0
"NAM",1994,0
"NAM",1998,768292.68
"NAM",2008,3138903.46
"NCL",1991,0
"NCL",1994,0
"NCL",1998,381097.56
"NCL",2005,1048028.46
"NCL",2008,1328206.3
"NIC",1991,0
"NIC",1994,0
"NIC",1998,0
"NIC",2006,0
"NIU",1991,0
"NIU",1994,0
"NIU",1998,2032.52
"NIU",2005,41778.46
"NIU",2008,44887.2
"NOR",1991,1633130.081
"NOR",1994,4641260.16
"NOR",1998,12238821.14
"NOR",2008,10179166.67
"NZL",1991,0
"NZL",1994,12703252.03
"NZL",1998,49528455.28
"NZL",2004,73514387.2
"NZL",2008,82234289.63
"OMN",1991,0
"OMN",1994,0
"OMN",1998,508130.08
"OMN",2008,1259527.44
"PAN",1991,0
"PAN",1994,0
"PAN",1998,0
"PAN",2006,3191438.01
"PER",1991,20325.20325
"PER",1994,228658.54
"PER",1998,41158.54
"PER",2006,119630.08
"PHL",1991,0
"PHL",1994,0
"PHL",1998,942073.17
"PHL",2008,1588353.66
"PLW",1991,0
"PLW",1994,0
"PLW",1998,0
"PLW",2005,0
"PLW",2008,0
"PNG",1991,0
"PNG",1994,0
"PNG",1998,0
"PNG",2005,22865.85
"PNG",2008,24551.83
"PRI",1991,0
"PRI",1994,0
"PRI",1998,0
"PRI",2008,992886.18
"PRT",1991,0
"PRT",1994,0
"PRT",1998,88414.63
"PRT",2008,6237905.49
"PYF",1991,0
"PYF",1994,0
"PYF",1998,0
"PYF",2005,1335365.85
"PYF",2008,1433837.4
"REU",1991,0
"REU",1994,0
"REU",1998,0
"REU",2008,467686.99
"RUS",1991,0
"RUS",1994,355691.06
"RUS",1998,0
"RUS",2008,1165400.41
"SEN",1991,0
"SEN",1994,0
"SEN",1998,0
"SEN",2008,0
