"country_id","value"
"AGO",461348.341412
"Alaska",1642480.49053
"Andaman and Nicobar",50681.115725
"ARE",79307.8867889
"ARG",680528.682744
"Ascension",6456.62137335
"ASM",7062.41753105
"AUS",224183.419836
"AUS",18476.9048193
"Azores",44530.4587594
"BHS",25939.0054454
"BMU",3240.87592989
"BRA",406193.590177
"BRA",4738.44776302
"BRB",2442.61331224
"CAN",1713916.72725
"Canary Islands",192829.719433
"CCK",2906.80433419
"CHL",2602494.8008
"CHL",121828.678494
"CHL",109914.930451
"CHN",3550733.54156
"CIV",86293.6517704
"COK",15415.2301771
"COL",135920.033929
"COM",4238.72403406
"CPV",26290.2884183
"CRI",16918.2201745
"CUB",47574.8102384
"CXR",2417.5073735
"CYP",11981.2632474
"DEU",185576.921521
"DNK",889598.000337
"DOM",14657.7772096
"DZA",79811.9121367
"Easter Island",19784.4352973
"ECU",308131.204383
"EGY",42120.5740373
"ESH",686692.072207
"ESP",537926.663215
"EST",49430.9518937
"FIN",103482.36476
"FJI",32823.2216798
"FRA",365202.232132
"FRO",352505.107594
"FSM",66203.5817499
"GAB",51666.5392875
"Galapagos Islands",193398.554992
"GBR",1491021.08915
"GHA",179317.191055
"GIN",125488.983069
"GLP",4113.61195298
"GNB",152389.362038
"GNQ",55863.4300791
"GRC",136127.151106
"GRL",441289.296962
"GTM",8615.48912483
"GUF",8467.30949445
"GUM",5088.20143353
"GUY",22226.8187816
"Hawaii",50932.9095993
"Hawaii",34449.9890847
"HND",20006.4766899
"Howland Island and Baker Island",3691.58083355
"HRV",86700.0471542
"IDN",1011654.58158
"IDN",935324.124122
"IND",1897870.41017
"IRL",418556.809366
"IRN",115923.439383
"ISL",1290290.98781
"ITA",128896.968234
"JPN",1817379.80089
"JPN",936822.806559
"KEN",5580.63364118
"KIR",44035.1580792
"KOR",654542.324273
"LBR",77581.1195951
"LBY",34995.652562
"LKA",53168.4629368
"Madeira",20421.0299829
"MAR",445494.866885
"MDV",74186.2972846
"MEX",726841.560398
"MNP",29151.4139085
"MOZ",26663.8958435
"MOZ",7056.30074844
"MRT",379858.256634
"MUS",28156.1107334
"MYS",254616.641449
"MYS",252318.691184
"MYS",225028.202723
"MYS",163263.40081
"NAM",912842.106039
"NCL",55755.3249732
"NFK",10286.9781471
"NGA",193122.616124
"NIC",10557.8295195
"NLD",283188.925194
"NOR",1483150.81021
"NZL",322713.941023
"NZL",15534.6513023
"OMN",190277.062842
"PAK",216130.546147
"PAN",94831.1428303
"PER",4495075.45142
"PHL",917134.491056
"PLW",29917.0985312
"PNG",109106.49332
"POL",58140.8864914
"PRI",8326.64448687
"PRK",213058.471283
"PRT",149240.500054
"PYF",50538.9746059
"REU",2847.62665007
"RUS",3277254.84189
"RUS",928309.953702
"RUS",56490.3832372
"RUS",10867.1656202
"SAU",54550.9567977
"SDN",17595.5051169
"SEN",317692.018825
"SGS",93129.8731469
"SHN",12363.206985
"SJM",399755.849114
"SJM",51438.2562411
"SLB",62777.8680997
"SLE",94525.3157617
"SLV",46515.5750997
"STP",7020.60177138
"SUR",19662.0097947
"SWE",317136.209749
"SYC",28602.6979906
"TCA",5319.5218275
"THA",260597.648019
"TLS",14190.4513721
"TON",7952.61278249
"TTO",19618.4585982
"TUN",118774.700592
"TUR",276770.135737
"TUR",157563.569537
"TWN",439469.883209
"TZA",29690.6459175
"UKR",125245.04485
"URY",58859.0701395
"USA",1298870.42624
"USA",554806.57203
"USA",483589.138559
"VEN",184085.632956
"VNM",413390.507307
"VUT",7323.62523269
"WLF",4228.37766169
"WSM",3518.45776147
"YEM",89929.4336063
"ZAF",571602.102019
