"country_id","year","value"
"ANT",1991,0
"ANT",1994,0
"ANT",1998,0
"ANT",2008,0
"ARG",1991,26.81
"ARG",1994,67.025
"ARG",1998,126.39
"ARG",2006,367.68
"ASM",1991,0
"ASM",1994,0
"ASM",1998,0
"ASM",2005,0
"ASM",2008,0
"ATA",1991,2
"ATA",1994,4
"ATA",1998,5
"ATA",2008,84
"ATG",1991,0
"ATG",1994,0
"ATG",1998,0
"ATG",2008,0
"Azores",1991,0
"Azores",1994,1
"Azores",1998,11
"Azores",2008,46
"BEN",1991,0
"BEN",1994,0
"BEN",1998,0
"BEN",2008,0
"BGD",1991,0
"BGD",1994,0
"BGD",1998,0
"BGD",2008,0
"BHR",1991,0
"BHR",1994,0
"BHR",1998,0
"BHR",2008,13.405
"BHS",1991,0
"BHS",1994,1.915
"BHS",1998,1.915
"BHS",2008,3.83
"BLM",1991,0
"BLM",1994,0
"BLM",1998,0
"BLM",2008,0
"BLZ",1991,0
"BLZ",1994,0
"BLZ",1998,0
"BLZ",2006,0
"BMU",1991,0
"BMU",1994,0
"BMU",1998,0
"BMU",2008,0
"BRA",1991,0
"BRA",1994,237.46
"BRA",1998,225.97
"BRA",2006,310.23
"CAN",1991,473.005
"CAN",1994,1179.64
"CAN",2008,423.215
"Canary Islands",1991,38
"Canary Islands",1994,401
"Canary Islands",1998,943
"Canary Islands",2008,576
"CHL",1991,0
"CHL",1994,0
"CHL",1998,5.745
"CHL",2006,19.15
"CHN",1991,0
"CHN",1994,0
"CHN",1998,0
"CHN",2008,545.775
"COK",1991,0
"COK",1994,0
"COK",1998,0
"COK",2005,13.405
"COK",2008,13.405
"COL",1991,0
"COL",1994,1.915
"COL",1998,0
"COL",2006,11.49
"CRI",1991,0
"CRI",1994,0
"CRI",1998,1.915
"CRI",2006,97.665
"CYP",1991,0
"CYP",1994,0
"CYP",1998,0
"CYP",2008,0
"DEU",1991,0
"DEU",1994,0
"DEU",1998,0
"DEU",2008,0
"DMA",1991,0
"DMA",1994,1.915
"DMA",1998,3.83
"DMA",2008,13.405
"DNK",1991,0
"DNK",1994,0
"DNK",1998,0
"DNK",2008,0
"DOM",1991,0
"DOM",1994,13.405
"DOM",1998,21.065
"DOM",2008,26.81
"ECU",1991,7.66
"ECU",1994,9.575
"ECU",1998,15.32
"ECU",2006,57.45
"EGY",1991,0
"EGY",1994,0
"EGY",1998,17.235
"EGY",2008,63.195
"ERI",1991,0
"ERI",1994,0
"ERI",1998,0
"ERI",2008,0
"ESP",1991,0
"ESP",1994,1.915
"ESP",1998,55.535
"ESP",2008,164.69
"FJI",1991,0
"FJI",1994,0
"FJI",1998,0
"FJI",2005,0
"FJI",2008,0
"FLK",1991,0
"FLK",1994,0
"FLK",1998,0
"FLK",2008,0
"FRA",1991,1.915
"FRA",1994,1.915
"FRA",1998,1.915
"FRA",2008,11.49
"FRO",1991,0
"FRO",1994,0
"FRO",1998,0
"FRO",2008,0
"FSM",1991,0
"FSM",1994,0
"FSM",1998,0
"FSM",2005,0
"FSM",2008,0
"GAB",1991,0
"GAB",1994,0
"GAB",1998,0
"GAB",2008,0
"GBR",1991,0
"GBR",1994,32.555
"GBR",1998,268.1
"GBR",2008,587.905
"GEO",1991,0
"GEO",1994,0
"GEO",1998,0
"GEO",2008,0
"GIB",1991,3
"GIB",1994,12
"GIB",1998,22
"GIB",2008,41
"GMB",1991,0
"GMB",1994,0
"GMB",1998,1.915
"GMB",2008,17.235
"GRC",1991,0
"GRC",1994,0
"GRC",1998,7.66
"GRC",2008,7.66
"GRD",1991,0
"GRD",1994,0
"GRD",1998,1.915
"GRD",2008,3.83
"GRL",1991,0
"GRL",1994,0
"GRL",1998,5.745
"GRL",2007,7.66
"GTM",1991,0
"GTM",1994,0
"GTM",1998,0
"GTM",2006,0
"GUM",1991,0
"GUM",1994,0
"GUM",1998,13.405
"GUM",2005,296.825
"GUM",2008,779.405
"HKG",1991,0
"HKG",1994,1.915
"HKG",1998,7.66
"HKG",2004,239.375
"HKG",2008,143.625
"HND",1991,0
"HND",1994,0
"HND",1998,0
"HND",2006,0
"HRV",1991,0
"HRV",1994,0
"HRV",1998,0
"HRV",2008,0
"IDN",1991,0
"IDN",1994,21.065
"IDN",1998,72.77
"IDN",2008,65.11
"IND",1991,0
"IND",1994,5.745
"IND",1998,3.83
"IND",2008,180.01
"IRL",1991,331.295
"IRL",1994,363.85
"IRL",1998,390.66
"IRL",2008,258.525
"ISL",1991,0
"ISL",1994,0
"ISL",1998,67.025
"ISL",2008,252.78
"ITA",1991,0
"ITA",1994,0
"ITA",1998,11.49
"ITA",2008,32.555
"JAM",1991,0
"JAM",1994,0
"JAM",1998,0
"JAM",2008,0
"JPN",1991,19.15
"JPN",1994,97.665
"JPN",1998,181.925
"JPN",2008,340.87
"KEN",1991,0
"KEN",1994,0
"KEN",1998,0
"KEN",2008,0
"KNA",1991,0
"KNA",1994,0
"KNA",1998,0
"KNA",2008,0
"LCA",1991,0
"LCA",1994,0
"LCA",1998,0
"LCA",2008,15.32
"LKA",1991,0
"LKA",1994,0
"LKA",1998,0
"LKA",2008,1.915
"MAF",1991,0
"MAF",1994,0
"MAF",1998,0
"MAF",2003,0
"MAF",2004,0
"MAF",2005,0
"MAF",2006,0
"MAF",2007,0
"MAF",2008,0
"MAR",1991,0
"MAR",1994,0
"MAR",1998,0
"MAR",2008,0
"MCO",1991,0
"MCO",1994,0
"MCO",1998,0
"MCO",2008,0
"MDG",1991,0
"MDG",1994,13.405
"MDG",1998,7.66
"MDG",2008,28.725
"MDV",1991,0
"MDV",1994,0
"MDV",1998,0
"MDV",2008,24.895
"MEX",1991,5.745
"MEX",1994,30.64
"MEX",1998,275.76
"MEX",2006,434.705
"MMR",1991,0
"MMR",1994,0
"MMR",1998,0
"MMR",2008,0
"MOZ",1991,0
"MOZ",1994,0
"MOZ",1998,0
"MOZ",2008,15.32
"MRT",1991,0
"MRT",1994,0
"MRT",1998,0
"MRT",2008,0
"MUS",1991,0
"MUS",1994,0
"MUS",1998,0
"MUS",2008,38.3
"MYS",1991,0
"MYS",1994,0
"MYS",1998,0
"MYS",2008,5.745
"MYT",1991,0
"MYT",1994,0
"MYT",1998,0
"MYT",2008,17.235
"NAM",1991,0
"NAM",1994,0
"NAM",1998,13.405
"NAM",2008,78.515
"NCL",1991,0
"NCL",1994,0
"NCL",1998,5.745
"NCL",2005,17.235
"NCL",2008,21.065
"NIC",1991,0
"NIC",1994,0
"NIC",1998,0
"NIC",2006,7.66
"NIU",1991,0
"NIU",1994,0
"NIU",1998,0
"NIU",2005,0
"NIU",2008,1
"NOR",1991,9.575
"NOR",1994,24.895
"NOR",1998,49.79
"NOR",2008,78.515
"NZL",1991,0
"NZL",1994,317.89
"NZL",1998,811.96
"NZL",2004,1499.445
"OMN",1991,0
"OMN",1994,0
"OMN",1998,7.66
"OMN",2008,13.405
"PAN",1991,0
"PAN",1994,0
"PAN",1998,0
"PAN",2006,17.235
"PER",1991,0
"PER",1994,0
"PER",1998,0
"PER",2006,0
"PHL",1991,0
"PHL",1994,0
"PHL",1998,21.065
"PHL",2008,30.64
"PLW",1991,0
"PLW",1994,0
"PLW",1998,0
"PLW",2005,0
"PLW",2008,0
"PNG",1991,0
"PNG",1994,0
"PNG",1998,0
"PNG",2005,1.915
"PNG",2008,1.915
"PRI",1991,0
"PRI",1994,0
"PRI",1998,86.175
"PRI",2008,47.875
"PRT",1991,0
"PRT",1994,0
"PRT",1998,3.83
"PRT",2008,128.305
"PYF",1991,0
"PYF",1994,0
"PYF",1998,0
"PYF",2005,21.065
"PYF",2008,22.98
"REU",1991,0
"REU",1994,0
"REU",1998,0
"REU",2008,5.745
"RUS",1991,0
"RUS",1994,0
"RUS",1998,0
"RUS",2008,3.83
"SEN",1991,0
"SEN",1994,0
"SEN",1998,0
"SEN",2008,0
"SLB",1991,0
"SLB",1994,0
"SLB",1998,0
"SLB",2005,1.915
"SLB",2008,1.915
"SPM",1991,0
"SPM",1994,0
"SPM",1998,1
"SPM",2008,1
"STP",1991,0
"STP",1994,0
"STP",1998,0
"STP",2008,0
"SUR",1991,0
"SUR",1994,0
"SUR",1998,0
"SUR",2006,1.915
"SVN",1991,0
"SVN",1994,0
"SVN",1998,0
"SVN",2008,0
"SYC",1991,0
"SYC",1994,0
"SYC",1998,0
"SYC",2008,0
"TCA",1991,0
"TCA",1994,0
"TCA",1998,1.915
"TCA",2008,0
"THA",1991,0
"THA",1994,0
"THA",1998,0
"THA",2008,1.915
"TON",1991,0
"TON",1994,0
"TON",1998,7.66
"TON",2006,34.47
"TON",2008,34.47
"TUR",1991,0
"TUR",1994,0
"TUR",1998,0
"TUR",2008,0
"TWN",1991,0
