"region_id","category","value"
1,"EN",5
1,"LC",1
1,"NT",2
2,"NT",2
3,"EN",5
3,"LC",2
3,"NT",4
3,"VU",4
4,"CR",1
4,"EN",3
4,"LC",1
4,"NT",3
4,"VU",3
5,"CR",2
5,"EN",2
5,"LC",1
5,"NT",4
5,"VU",3
6,"CR",1
6,"EN",3
6,"LC",1
6,"NT",3
6,"VU",1
7,"CR",1
7,"EN",2
7,"NT",2
7,"VU",4
8,"EN",1
8,"LC",1
8,"NT",3
8,"VU",3
9,"EN",3
9,"LC",1
9,"NT",4
9,"VU",2
10,"CR",2
10,"EN",3
10,"LC",2
10,"NT",1
10,"VU",5
11,"CR",1
11,"EN",5
11,"LC",1
11,"NT",3
11,"VU",5
12,"CR",2
12,"EN",6
12,"LC",14
12,"NT",7
12,"VU",9
13,"CR",2
13,"EN",2
13,"LC",2
13,"NT",2
13,"VU",3
14,"CR",2
14,"EN",3
14,"LC",1
14,"NT",3
14,"VU",2
15,"EN",3
15,"LC",1
15,"NT",3
15,"VU",3
16,"EN",2
16,"LC",3
16,"VU",2
17,"EN",2
17,"LC",3
17,"VU",2
18,"CR",1
18,"EN",1
18,"VU",4
19,"CR",2
19,"EN",3
19,"LC",1
19,"NT",2
19,"VU",4
20,"CR",1
20,"EN",3
20,"LC",1
20,"NT",2
21,"CR",1
21,"EN",5
21,"LC",1
21,"NT",5
22,"CR",1
22,"EN",3
22,"LC",1
22,"NT",3
22,"VU",1
23,"CR",1
23,"EN",1
23,"EX",1
23,"LC",1
23,"NT",3
23,"VU",2
24,"CR",1
24,"EN",2
24,"NT",1
24,"VU",1
25,"CR",1
25,"EN",3
25,"LC",1
25,"NT",3
25,"VU",3
26,"CR",2
26,"EN",4
26,"LC",1
26,"NT",3
26,"VU",4
27,"CR",2
27,"EN",5
27,"LC",2
27,"NT",4
27,"VU",5
28,"CR",1
28,"EN",6
28,"LC",1
28,"NT",4
28,"VU",6
29,"CR",1
29,"EN",4
29,"LC",1
29,"NT",4
29,"VU",5
30,"CR",1
30,"EN",3
30,"LC",1
30,"NT",4
30,"VU",4
31,"CR",2
31,"EN",4
31,"NT",4
31,"VU",3
32,"EN",2
32,"LC",1
32,"NT",4
32,"VU",2
33,"CR",1
33,"EN",3
33,"LC",1
33,"NT",3
33,"VU",4
34,"CR",1
34,"EN",3
34,"LC",1
34,"NT",1
34,"VU",3
35,"CR",1
35,"EN",1
35,"NT",3
35,"VU",4
36,"CR",1
36,"EN",2
36,"NT",3
36,"VU",2
37,"CR",1
37,"EN",1
37,"NT",1
38,"CR",2
38,"EN",2
38,"NT",1
38,"VU",1
39,"EN",3
39,"LC",3
39,"NT",2
39,"VU",4
40,"CR",1
40,"EN",1
40,"LC",1
40,"NT",1
40,"VU",1
41,"EN",2
41,"LC",2
41,"NT",1
41,"VU",4
42,"EN",1
42,"EX",1
42,"LC",1
42,"VU",1
43,"EN",3
43,"VU",5
44,"EN",2
44,"LC",2
44,"NT",1
44,"VU",4
45,"EN",4
45,"EX",1
45,"LC",2
45,"NT",2
45,"VU",8
46,"EN",3
46,"EX",1
46,"LC",2
46,"NT",2
46,"VU",6
47,"EN",3
47,"LC",2
47,"NT",2
47,"VU",7
48,"LC",2
48,"NT",2
48,"VU",3
49,"CR",1
49,"EN",3
49,"LC",2
49,"NT",2
49,"VU",5
50,"EN",2
50,"NT",1
50,"VU",3
51,"EN",1
51,"VU",2
52,"CR",0
52,"EN",1
52,"EX",1
52,"LC",1
52,"NT",1
52,"VU",2
53,"CR",0
53,"EN",1
53,"EX",1
53,"LC",1
53,"NT",1
53,"VU",2
54,"VU",1
55,"VU",1
56,"EN",3
56,"LC",4
56,"VU",3
57,"VU",1
58,"VU",1
59,"EN",3
59,"NT",1
59,"VU",4
60,"EN",1
60,"VU",3
61,"EN",1
61,"VU",2
62,"EN",3
62,"EX",2
62,"LC",1
62,"VU",4
63,"EN",3
63,"LC",1
63,"NT",1
63,"VU",4
64,"EN",3
64,"VU",4
65,"CR",1
65,"EN",1
65,"NT",1
65,"VU",4
66,"EN",2
66,"NT",1
66,"VU",4
67,"CR",1
67,"EN",4
67,"LC",1
68,"EN",8
68,"LC",3
68,"NT",2
69,"EN",1
69,"NT",2
69,"VU",4
70,"CR",1
70,"NT",2
70,"VU",5
71,"CR",1
71,"EN",2
71,"LC",1
71,"NT",2
71,"VU",2
72,"CR",1
72,"EN",1
72,"LC",1
72,"NT",2
72,"VU",3
73,"EN",2
73,"LC",1
73,"NT",2
73,"VU",3
74,"EN",4
74,"LC",1
74,"NT",1
74,"VU",6
75,"CR",1
75,"EN",4
75,"LC",2
75,"NT",4
75,"VU",7
76,"CR",1
76,"EN",2
76,"LC",1
76,"VU",2
77,"CR",1
77,"EN",2
77,"LC",1
77,"NT",2
77,"VU",3
78,"CR",1
78,"EN",1
78,"LC",1
78,"NT",2
78,"VU",5
79,"CR",0
79,"EN",4
79,"EX",0
79,"LC",2
79,"NT",7
79,"VU",4
80,"CR",2
80,"EN",4
80,"LC",2
80,"NT",2
80,"VU",4
81,"CR",2
81,"EN",3
81,"LC",2
81,"NT",2
81,"VU",5
82,"CR",1
82,"EN",3
82,"LC",1
82,"NT",2
82,"VU",2
83,"CR",2
83,"EN",3
83,"LC",2
83,"NT",3
83,"VU",2
84,"CR",3
84,"EN",3
84,"LC",4
84,"NT",4
84,"VU",7
85,"CR",3
85,"EN",13
85,"EX",1
85,"LC",9
85,"NT",12
85,"VU",13
86,"CR",2
86,"EN",1
86,"LC",1
86,"NT",3
86,"VU",2
87,"CR",2
87,"EN",1
87,"LC",2
87,"NT",3
87,"VU",3
88,"CR",1
88,"EN",2
88,"LC",1
88,"NT",3
88,"VU",2
89,"CR",1
89,"EN",1
89,"LC",2
89,"NT",3
89,"VU",2
90,"CR",2
90,"EN",1
90,"LC",1
90,"NT",3
90,"VU",3
91,"CR",2
91,"EN",3
91,"LC",1
91,"NT",3
91,"VU",2
92,"CR",2
92,"EN",1
92,"LC",1
92,"NT",2
92,"VU",2
93,"CR",1
93,"EN",1
