"dimension","region_id","region_label","score_o","score","score_dif"
"status",196,"Nigeria",8.88,34.5860938500785,25.7060938500785
"status",24,"Cambodia",58.77,82.8102836579168,24.0402836579168
"status",247,"Brunei",26.6,48.8534715983343,22.2534715983343
"status",29,"Mayotte",10.29,32.4954627144737,22.2054627144737
"status",30,"Glorioso Islands",10.29,32.4954627144737,22.2054627144737
"status",33,"Juan de Nova Island",10.29,32.4954627144737,22.2054627144737
"status",44,"Somalia",10.29,32.4954627144737,22.2054627144737
"status",45,"Eritrea",10.29,32.4954627144737,22.2054627144737
"status",46,"Djibouti",10.29,32.4954627144737,22.2054627144737
"status",119,"Saint Kitts and Nevis",66.82,45.0781756301192,-21.7418243698808
"status",43,"Kenya",12.09,32.4954627144737,20.4054627144737
"status",41,"Mozambique",13.23,32.4954627144737,19.2654627144737
"status",168,"Suriname",8.36,27.1599452973661,18.7999452973661
"status",66,"Senegal",16.49,34.5860938500785,18.0960938500785
"status",28,"Comoro Islands",16.43,32.4954627144737,16.0654627144737
"status",140,"Guadeloupe and Martinique",17.74,2.39622238720622,-15.3437776127938
"status",52,"Bahrain",68.14,53.2099458238771,-14.9300541761229
"status",64,"Mauritania",19.81,34.5860938500785,14.7760938500785
"status",97,"Liberia",19.81,34.5860938500785,14.7760938500785
"status",193,"Guinea Bissau",19.81,34.5860938500785,14.7760938500785
"status",32,"R_union",15.33,0.892734217994142,-14.4372657820059
"status",101,"Namibia",26.01,39.6291015218012,13.6191015218012
"status",62,"Morocco",67.01,79.0803721093468,12.0703721093468
"status",26,"Andaman and Nicobar",36.87,48.8534715983343,11.9834715983343
"status",231,"East Timor",36.87,48.8534715983343,11.9834715983343
"status",237,"Oecussi Ambeno",36.87,48.8534715983343,11.9834715983343
"status",166,"Jamaica",70.72,81.4257002007195,10.7057002007195
"status",232,"Bosnia and Herzegovina",18.61,27.6121222210362,9.00212222103624
"status",80,"Greece",78.77,87.4129903014506,8.64299030145058
"status",183,"Portugal",73.32,81.8823617507676,8.56236175076765
"status",208,"Singapore",49.26,57.6600960977819,8.40009609778189
"status",74,"Georgia",24.5,32.8383491304334,8.33834913043345
"status",187,"Croatia",80.57,88.7789773352343,8.20897733523427
"status",127,"Saint Vincent and the Grenadines",37.11,45.0781756301192,7.96817563011923
"status",190,"Qatar",9.62,17.5210079665691,7.90100796656911
"status",131,"Nicaragua",28.34,35.9611813968083,7.62118139680831
"status",133,"Honduras",36.31,43.73208792316,7.42208792315996
"status",173,"Uruguay",27.2,34.5558604845055,7.35586048450552
"status",184,"Italy",49.55,56.802047498458,7.25204749845802
"status",61,"Tunisia",56.36,49.2384610387396,-7.12153896126036
"status",203,"India",46.31,53.3763982760304,7.06639827603036
"status",81,"Cyprus",47.14,54.083160364071,6.94316036407101
"status",164,"Belize",93.03,99.6261000512525,6.59610005125253
"status",40,"Sri Lanka",24.4,30.9647917286468,6.5647917286468
"status",143,"Iceland",55.04,61.5841419361015,6.54414193610153
"status",115,"Dominican Republic",35.65,41.8851402138331,6.23514021383307
"status",182,"Spain",59.99,65.61235196814,5.62235196814003
"status",162,"New Zealand",71.17,76.438950180419,5.26895018041904
"status",84,"Algeria",17.81,23.053739897472,5.24373989747201
"status",77,"Syria",70.96,66.0573150584743,-4.90268494152566
"status",207,"Vietnam",28.79,33.6574419211964,4.86744192119637
"status",179,"France",51.41,56.240585092884,4.83058509288396
"status",169,"French Guiana",22.58,27.1599452973661,4.57994529736608
"status",163,"United States",44.8,49.3561468444495,4.55614684444952
"status",102,"South Africa",36.45,40.9993136207052,4.54931362070519
"status",51,"Kuwait",32.46,36.9205144602578,4.46051446025781
"status",139,"Venezuela",19.04,23.4945689552385,4.45456895523851
"status",134,"El Salvador",18.81,23.2607293517656,4.45072935176564
"status",136,"Guatemala",20.12,24.4023257168124,4.2823257168124
"status",135,"Mexico",64.56,68.8321313361281,4.27213133612806
"status",188,"Slovenia",32.85,37.1053404045808,4.25534040458083
"status",1,"Cocos Islands",61.12,65.3171419485518,4.19714194855178
"status",2,"Christmas Island",61.12,65.3171419485518,4.19714194855178
"status",3,"Norfolk Island",61.12,65.3171419485518,4.19714194855178
"status",202,"Tanzania",12.43,16.5627290537707,4.1327290537707
"status",177,"Netherlands",62.98,67.0434793342718,4.06347933427177
"status",171,"Brazil",26.4,30.4585394495617,4.05853944956166
"status",78,"Lebanon",85.16,89.1818573183049,4.02185731830491
"status",224,"Chile",24.14,28.1287689968657,3.98876899686573
"status",222,"Sweden",43.63,47.5508659749205,3.9208659749205
"status",129,"Panama",49.96,53.8384448134763,3.87844481347634
"status",104,"Equatorial Guinea",10.26,6.38945951436997,-3.87054048563003
"status",69,"Latvia",27.95,31.7274061772386,3.77740617723864
"status",70,"Estonia",37.5,40.9620448919394,3.46204489193939
"status",112,"Cuba",19.57,22.8663380980403,3.29633809804032
"status",25,"Thailand",46.2,49.4265493357936,3.22654933579363
"status",209,"China",33.68,36.8949642541399,3.21496425413991
"status",71,"Bulgaria",33.01,36.2130937504279,3.20309375042793
"status",55,"Azores",63.05,66.2071748691155,3.15717486911548
"status",57,"Madeira",63.05,66.2071748691155,3.15717486911548
"status",58,"Canary Islands",63.05,66.2071748691155,3.15717486911548
"status",60,"Gibraltar",63.05,66.2071748691155,3.15717486911548
"status",174,"Finland",24.59,27.732154812178,3.14215481217798
"status",15,"Philippines",15.94,19.0708311373197,3.13083113731972
"status",16,"Australia",51.07,54.1953337166845,3.12533371668452
"status",214,"Egypt",54.91,51.813823668911,-3.09617633108903
"status",85,"Ascension",35.03,38.0101415834436,2.98014158344363
"status",86,"Saint Helena",35.03,38.0101415834436,2.98014158344363
"status",88,"Tristan da Cunha",35.03,38.0101415834436,2.98014158344363
"status",95,"Falkland Islands",35.03,38.0101415834436,2.98014158344363
"status",141,"Faeroe Islands",35.03,38.0101415834436,2.98014158344363
"status",144,"Jan Mayen",35.03,38.0101415834436,2.98014158344363
"status",145,"Greenland",35.03,38.0101415834436,2.98014158344363
"status",227,"Jersey",35.03,38.0101415834436,2.98014158344363
"status",228,"Guernsey",35.03,38.0101415834436,2.98014158344363
"status",191,"Iran",11.89,14.8672840745143,2.97728407451431
"status",189,"Lithuania",15.77,18.6834656551114,2.91346565511135
"status",181,"Ireland",23.14,26.0266996469336,2.8866996469336
"status",53,"Pakistan",16.41,19.2445483574137,2.8345483574137
"status",6,"Vanuatu",97.17,100,2.83
"status",82,"Albania",31.86,34.6597189898561,2.79971898985611
"status",204,"Bangladesh",11.37,14.1074643875537,2.73746438755369
"status",185,"Monaco",40.75,43.4528853473843,2.7028853473843
"status",76,"Turkey",19.04,21.6714849902144,2.63148499021444
"status",75,"Ukraine",13.95,16.5578365340366,2.6078365340366
"status",67,"Libya",8.77,11.3690361500308,2.5990361500308
"status",20,"South Korea",24.84,27.4162452153005,2.57624521530052
"status",219,"Saint Pierre and Miquelon",33.11,35.5998411685945,2.48984116859453
"status",215,"Jordan",59.19,56.7323298281071,-2.45767017189288
"status",172,"Argentina",32.31,34.6797410925812,2.36974109258123
"status",42,"Madagascar",11.36,13.726819728234,2.36681972823401
"status",178,"Poland",17.16,19.3756042851081,2.21560428510814
"status",216,"Indonesia",22.57,24.7019279552899,2.13192795528995
"status",175,"Denmark",30.67,32.7539755198494,2.0839755198494
"status",50,"Saudi Arabia",20.05,21.9832768753603,1.9332768753603
"status",100,"Republique du Congo",3.46,5.38602096490774,1.92602096490774
"status",180,"United Kingdom",40.41,42.2206439291612,1.81064392916117
"status",63,"Western Sahara",35.75,37.5416908548212,1.79169085482122
"status",79,"Israel",24.96,26.704676723142,1.74467672314204
"status",48,"Oman",29.53,31.2699854186104,1.73998541861043
"status",137,"Ecuador",13.51,15.2270586671918,1.71705866719176
"status",210,"Japan",21.87,23.575770536001,1.70577053600101
"status",19,"Tuvalu",30.68,32.2676539120492,1.58765391204922
"status",146,"Pitcairn",30.68,32.2676539120492,1.58765391204922
"status",147,"French Polynesia",30.68,32.2676539120492,1.58765391204922
"status",151,"American Samoa",30.68,32.2676539120492,1.58765391204922
"status",152,"Samoa",30.68,32.2676539120492,1.58765391204922
"status",153,"Cook Islands",30.68,32.2676539120492,1.58765391204922
"status",154,"Niue",30.68,32.2676539120492,1.58765391204922
"status",155,"Tonga",30.68,32.2676539120492,1.58765391204922
"status",156,"Tokelau",30.68,32.2676539120492,1.58765391204922
"status",161,"Wallis and Futuna",30.68,32.2676539120492,1.58765391204922
"status",98,"Togo",5.8,7.28981313436165,1.48981313436165
"status",116,"Puerto Rico and Virgin Islands of the United States",20.86,22.3163189219319,1.45631892193188
"status",132,"Colombia",19.4,20.7660409559133,1.36604095591327
"status",167,"Guyana",35.79,37.1409705317109,1.35097053171089
"status",72,"Romania",18.28,19.6147433479311,1.3347433479311
"status",8,"Palau",31.02,32.2153334196876,1.19533341968764
"status",9,"Micronesia",31.02,32.2153334196876,1.19533341968764
"status",10,"Nauru",31.02,32.2153334196876,1.19533341968764
"status",11,"Marshall Islands",31.02,32.2153334196876,1.19533341968764
"status",12,"Wake Island",31.02,32.2153334196876,1.19533341968764
"status",13,"Northern Mariana Islands and Guam",31.02,32.2153334196876,1.19533341968764
"status",148,"Line Group",31.02,32.2153334196876,1.19533341968764
"status",157,"Phoenix Group",31.02,32.2153334196876,1.19533341968764
"status",212,"Kiribati",31.02,32.2153334196876,1.19533341968764
"status",59,"Belgium",25.06,26.2385588222146,1.17855882221456
"status",130,"Costa Rica",44.64,45.7283581713408,1.08835817134076
"status",49,"Sudan",9.62,10.6947122644271,1.07471226442708
"status",73,"Russia",12.06,13.1231038151692,1.0631038151692
"status",197,"Cameroon",8.2,9.20331822157829,1.00331822157829
"status",176,"Germany",23.54,24.2889181401669,0.748918140166904
"status",223,"Norway",51.55,50.8600172910028,-0.689982708997242
"status",199,"Democratic Republic of the Congo",2.89,3.42134571143251,0.531345711432513
"status",206,"Malaysia",74.14,74.647171083042,0.507171083042024
"status",218,"Canada",21.43,21.8435354927395,0.413535492739545
"status",138,"Peru",19.67,19.9879585427262,0.31795854272616
"status",125,"Grenada",45.35,45.0781756301192,-0.271824369880775
"status",192,"Iraq",13.63,13.4089348697406,-0.22106513025942
"status",47,"Yemen",16.43,16.6044242888585,0.1744242888585
"status",198,"Gabon",6.31,6.38945951436997,0.0794595143699661
"status",200,"Angola",7.5,7.54715315956133,0.0471531595613275
"status",54,"United Arab Emirates",37.19,37.2066416532164,0.0166416532164106
"status",89,"South Georgia and the South Sandwich Islands",,40.1037793360555,
"status",90,"Prince Edward Islands",,40.1037793360555,
"status",92,"Amsterdam Island and Saint Paul Island",,40.1037793360555,
"status",93,"Kerguelen Islands",,40.1037793360555,
"trend",39,"Maldives",-0.15,-0.72210390725685,-0.57210390725685
"trend",125,"Grenada",-0.01,0.169183680092986,0.179183680092986
"trend",123,"Dominica",0.01,0.151374144490438,0.141374144490438
"trend",17,"Papua New Guinea",0,-0.125711427386932,-0.125711427386932
"trend",38,"British Indian Ocean Territory",-0.03,-0.125025504548986,-0.0950255045489855
"trend",103,"Sao Tome and Principe",-0.01,-0.101855364122654,-0.0918553641226543
"trend",124,"Barbados",-0.04,-0.120010096656292,-0.0800100966562922
"trend",6,"Vanuatu",0.02,-0.053161401833235,-0.073161401833235
"trend",220,"Sint Maarten",0.07,0.00116736825095352,-0.0688326317490465
"trend",164,"Belize",-0.03,-0.093821607465216,-0.063821607465216
"trend",37,"Mauritius",-0.03,-0.0926495760004095,-0.0626495760004095
"trend",5,"New Caledonia",0.01,-0.0522065053853649,-0.062206505385365
"trend",7,"Solomon Islands",0.01,-0.0522065053853649,-0.062206505385365
"trend",118,"Anguilla",-0.06,3.46660412763781e-05,0.0600346660412764
"trend",52,"Bahrain",-0.02,-0.0796229698240835,-0.0596229698240835
"trend",71,"Bulgaria",0,-0.0579874181109519,-0.0579874181109519
"trend",143,"Iceland",0.02,0.0686874773671475,0.0486874773671475
"trend",130,"Costa Rica",-0.02,-0.0666870960452818,-0.0466870960452817
"trend",106,"Ghana",-0.01,0.036190330307261,0.046190330307261
"trend",190,"Qatar",-0.01,-0.0539980791407562,-0.0439980791407562
"trend",65,"Gambia",-0.01,-0.0528679511405546,-0.0428679511405546
"trend",81,"Cyprus",-0.02,-0.0600425738675751,-0.0400425738675751
"trend",77,"Syria",0.02,0.0587273545362984,0.0387273545362984
"trend",135,"Mexico",-0.02,-0.0580021084251861,-0.0380021084251861
"trend",61,"Tunisia",-0.02,-0.0567606184820863,-0.0367606184820863
"trend",122,"Saint Lucia",-0.01,-0.0464240323280391,-0.0364240323280391
"trend",177,"Netherlands",-0.02,-0.0554707528329139,-0.0354707528329139
"trend",223,"Norway",-0.02,-0.0548785117902487,-0.0348785117902487
"trend",119,"Saint Kitts and Nevis",-0.03,0.00287123877484013,0.0328712387748401
"trend",162,"New Zealand",0.01,0.0401884880592846,0.0301884880592846
"trend",168,"Suriname",-0.01,0.0199011855988125,0.0299011855988125
"trend",214,"Egypt",-0.02,-0.0459633319592448,-0.0259633319592448
"trend",62,"Morocco",-0.01,-0.035680818655409,-0.025680818655409
"trend",15,"Philippines",-0.01,-0.0344816597965242,-0.0244816597965242
"trend",115,"Dominican Republic",-0.01,-0.0328918248224884,-0.0228918248224884
"trend",108,"Bermuda",-0.02,0.00287123877484013,0.0228712387748401
"trend",28,"Comoro Islands",0,-0.0222990993261411,-0.0222990993261411
"trend",29,"Mayotte",0,-0.0222990993261411,-0.0222990993261411
"trend",30,"Glorioso Islands",0,-0.0222990993261411,-0.0222990993261411
"trend",33,"Juan de Nova Island",0,-0.0222990993261411,-0.0222990993261411
"trend",41,"Mozambique",0,-0.0222990993261411,-0.0222990993261411
"trend",43,"Kenya",0,-0.0222990993261411,-0.0222990993261411
"trend",44,"Somalia",0,-0.0222990993261411,-0.0222990993261411
"trend",45,"Eritrea",0,-0.0222990993261411,-0.0222990993261411
"trend",46,"Djibouti",0,-0.0222990993261411,-0.0222990993261411
"trend",207,"Vietnam",-0.01,-0.0322137964592799,-0.0222137964592799
"trend",104,"Equatorial Guinea",0,-0.0220066783589535,-0.0220066783589535
"trend",198,"Gabon",0,-0.0220066783589535,-0.0220066783589535
"trend",167,"Guyana",0,-0.0201834600248324,-0.0201834600248324
"trend",189,"Lithuania",0,-0.0199946463963849,-0.0199946463963849
"trend",172,"Argentina",-0.01,-0.0297875718511274,-0.0197875718511274
"trend",222,"Sweden",0.01,0.0296551613958436,0.0196551613958436
"trend",112,"Cuba",0,-0.0193714159488804,-0.0193714159488804
"trend",117,"British Virgin Islands",-0.02,-0.00126836221367976,0.0187316377863202
"trend",8,"Palau",0.01,0.0286724458861536,0.0186724458861536
"trend",9,"Micronesia",0.01,0.0286724458861536,0.0186724458861536
"trend",10,"Nauru",0.01,0.0286724458861536,0.0186724458861536
"trend",11,"Marshall Islands",0.01,0.0286724458861536,0.0186724458861536
"trend",12,"Wake Island",0.01,0.0286724458861536,0.0186724458861536
"trend",13,"Northern Mariana Islands and Guam",0.01,0.0286724458861536,0.0186724458861536
"trend",148,"Line Group",0.01,0.0286724458861536,0.0186724458861536
"trend",157,"Phoenix Group",0.01,0.0286724458861536,0.0186724458861536
"trend",212,"Kiribati",0.01,0.0286724458861536,0.0186724458861536
"trend",219,"Saint Pierre and Miquelon",0,-0.0183310107705592,-0.0183310107705592
"trend",186,"Montenegro",-0.02,-0.00176687718851211,0.0182331228114879
"trend",51,"Kuwait",0,0.0179490118373563,0.0179490118373563
"trend",215,"Jordan",-0.01,-0.0277363973037125,-0.0177363973037125
"trend",68,"Malta",0,0.0164455063486961,0.0164455063486961
"trend",110,"Bahamas",-0.01,-0.0260140756000516,-0.0160140756000516
"trend",66,"Senegal",0,0.015831172961194,0.015831172961194
"trend",80,"Greece",0,-0.0155556331529128,-0.0155556331529128
"trend",63,"Western Sahara",-0.01,-0.0254420285593369,-0.0154420285593369
"trend",166,"Jamaica",0,-0.0152540022707817,-0.0152540022707817
"trend",78,"Lebanon",0,-0.0152061891206393,-0.0152061891206393
"trend",138,"Peru",0,-0.0147109412324274,-0.0147109412324274
"trend",163,"United States",0,-0.0146247116436226,-0.0146247116436226
"trend",185,"Monaco",-0.01,-0.0245664685846885,-0.0145664685846885
"trend",187,"Croatia",-0.01,-0.0244856493466617,-0.0144856493466617
"trend",202,"Tanzania",0,-0.0144847338404364,-0.0144847338404364
"trend",192,"Iraq",-0.01,-0.024328317802744,-0.014328317802744
"trend",48,"Oman",-0.01,-0.0231779444207801,-0.0131779444207801
"trend",26,"Andaman and Nicobar",0,-0.0131249630716007,-0.0131249630716007
"trend",205,"Myanmar",0,-0.0131249630716007,-0.0131249630716007
"trend",231,"East Timor",0,-0.0131249630716007,-0.0131249630716007
"trend",237,"Oecussi Ambeno",0,-0.0131249630716007,-0.0131249630716007
"trend",247,"Brunei",0,-0.0131249630716007,-0.0131249630716007
"trend",111,"Turks and Caicos Islands",-0.01,0.00287123877484013,0.0128712387748401
"trend",114,"Haiti",-0.01,0.00287123877484013,0.0128712387748401
"trend",120,"Antigua and Barbuda",-0.01,0.00287123877484013,0.0128712387748401
"trend",121,"Montserrat",-0.01,0.00287123877484013,0.0128712387748401
"trend",126,"Trinidad and Tobago",-0.01,0.00287123877484013,0.0128712387748401
"trend",127,"Saint Vincent and the Grenadines",-0.01,0.00287123877484013,0.0128712387748401
"trend",221,"Northern Saint-Martin",-0.01,0.00287123877484013,0.0128712387748401
"trend",184,"Italy",0,-0.0126549936880236,-0.0126549936880236
"trend",216,"Indonesia",-0.01,-0.0223988946246706,-0.0123988946246706
"trend",56,"Cape Verde",-0.01,0.00237710506163128,0.0123771050616313
"trend",196,"Nigeria",-0.01,0.00237710506163128,0.0123771050616313
"trend",188,"Slovenia",0,0.0123510028177846,0.0123510028177846
"trend",18,"Fiji",0.01,0.0222533130640722,0.0122533130640722
"trend",183,"Portugal",0.01,0.0221929201628037,0.0121929201628037
"trend",218,"Canada",-0.01,-0.0220373098974958,-0.0120373098974958
"trend",131,"Nicaragua",0.01,0.0220238544377677,0.0120238544377677
"trend",134,"El Salvador",0,-0.011936477995851,-0.011936477995851
"trend",232,"Bosnia and Herzegovina",0,-0.0119093808633535,-0.0119093808633535
"trend",179,"France",-0.01,-0.0216088029877237,-0.0116088029877237
"trend",139,"Venezuela",0,-0.0114321503381068,-0.0114321503381068
"trend",245,"Bonaire",-0.01,0.00116736825095352,0.0111673682509535
"trend",248,"Saba",-0.01,0.00116736825095352,0.0111673682509535
"trend",249,"Sint Eustatius",-0.01,0.00116736825095352,0.0111673682509535
"trend",182,"Spain",0,-0.0111194250203357,-0.0111194250203357
"trend",16,"Australia",0,-0.0104779910060868,-0.0104779910060868
"trend",98,"Togo",0,0.0103548681186247,0.0103548681186247
"trend",204,"Bangladesh",0,-0.0103061816086821,-0.0103061816086821
"trend",174,"Finland",0,-0.0102260153968851,-0.0102260153968851
"trend",140,"Guadeloupe and Martinique",-0.01,0.000152152823790203,0.0101521528237902
"trend",47,"Yemen",0,0.0101492735405725,0.0101492735405725
"trend",178,"Poland",0,-0.0101470093450728,-0.0101470093450728
"trend",67,"Libya",0,-0.010109008887429,-0.010109008887429
"trend",89,"South Georgia and the South Sandwich Islands",,-0.0127109081041845,
"trend",90,"Prince Edward Islands",,-0.0127109081041845,
"trend",92,"Amsterdam Island and Saint Paul Island",,-0.0127109081041845,
"trend",93,"Kerguelen Islands",,-0.0127109081041845,
