"rgn_id","dimension","score","goal"
1,"trend",0.0148552485265989,"TR"
2,"trend",0.0148552485265989,"TR"
3,"trend",0.0148552485265989,"TR"
4,"trend",,"TR"
5,"trend",-0.0522065053853649,"TR"
6,"trend",-0.053161401833235,"TR"
7,"trend",-0.0522065053853649,"TR"
8,"trend",0.0286724458861536,"TR"
9,"trend",0.0286724458861536,"TR"
10,"trend",0.0286724458861536,"TR"
11,"trend",0.0286724458861536,"TR"
12,"trend",0.0286724458861536,"TR"
13,"trend",0.0286724458861536,"TR"
14,"trend",0.00118107095986029,"TR"
15,"trend",-0.0344816597965242,"TR"
16,"trend",-0.0104779910060868,"TR"
17,"trend",-0.125711427386932,"TR"
18,"trend",0.0222533130640722,"TR"
19,"trend",0.00814947063414553,"TR"
20,"trend",0.00600288459294247,"TR"
21,"trend",0,"TR"
24,"trend",0.00989487978030557,"TR"
25,"trend",-0.0182166816217644,"TR"
26,"trend",-0.0131249630716007,"TR"
28,"trend",-0.0222990993261411,"TR"
29,"trend",-0.0222990993261411,"TR"
30,"trend",-0.0222990993261411,"TR"
31,"trend",-0.000219507086229723,"TR"
32,"trend",-0.000543060269116739,"TR"
33,"trend",-0.0222990993261411,"TR"
34,"trend",,"TR"
35,"trend",,"TR"
36,"trend",,"TR"
37,"trend",-0.0926495760004095,"TR"
38,"trend",-0.125025504548986,"TR"
39,"trend",-0.72210390725685,"TR"
40,"trend",-0.0089268844104,"TR"
41,"trend",-0.0222990993261411,"TR"
42,"trend",-0.00359861943451293,"TR"
43,"trend",-0.0222990993261411,"TR"
44,"trend",-0.0222990993261411,"TR"
45,"trend",-0.0222990993261411,"TR"
46,"trend",-0.0222990993261411,"TR"
47,"trend",0.0101492735405725,"TR"
48,"trend",-0.0231779444207801,"TR"
49,"trend",-0.00864380968627058,"TR"
50,"trend",-0.00153239792227744,"TR"
51,"trend",0.0179490118373563,"TR"
52,"trend",-0.0796229698240835,"TR"
53,"trend",-0.00759782746360386,"TR"
54,"trend",0.00538176745646748,"TR"
55,"trend",-0.00350153798417686,"TR"
56,"trend",0.00237710506163128,"TR"
57,"trend",-0.00350153798417686,"TR"
58,"trend",-0.00350153798417686,"TR"
59,"trend",-0.0165902921066527,"TR"
60,"trend",-0.00350153798417686,"TR"
61,"trend",-0.0567606184820863,"TR"
62,"trend",-0.035680818655409,"TR"
63,"trend",-0.0254420285593369,"TR"
64,"trend",0.00237710506163128,"TR"
65,"trend",-0.0528679511405546,"TR"
