"rgn_id","n_notna_o","n_notna","dif_avg","Xtr_2011_o","Xtr_2011","dif_2011","dif_2011_abs"
110,6,6,0.941041170736502,0.169944375,1.06035158059103,0.89040720559103,0.89040720559103
245,6,1,-0.657910973306827,0.703901299,0.0188211763598398,-0.68508012264016,0.68508012264016
122,6,6,0.605918787475637,0.093848113,0.640048988840844,0.546200875840844,0.546200875840844
124,6,6,0.645825406960313,0.084624034,0.629226575510943,0.544602541510943,0.544602541510943
68,6,6,0.487065708449082,0.117802278,0.630748265536987,0.512945987536987,0.512945987536987
37,6,6,0.534459655265864,0.081709121,0.57092317217247,0.48921405117247,0.48921405117247
18,6,6,0.46181745274961,0.072868617,0.51942522622687,0.44655660922687,0.44655660922687
166,6,6,0.311652775379802,0.050518249,0.352129484177697,0.301611235177697,0.301611235177697
220,6,6,-0.255887843627242,0.298710477,0.0132495033104273,-0.285460973689573,0.285460973689573
78,6,6,0.294090940792347,0.05515247,0.321710381060627,0.266557911060627,0.266557911060627
162,6,6,0.233810697076942,0.050670648,0.29560097447243,0.24493032647243,0.24493032647243
80,6,6,0.231536650791815,0.056716559,0.287279632664291,0.230563073664291,0.230563073664291
143,6,6,0.186231995661639,0.040689168,0.252609849116186,0.211920681116186,0.211920681116186
183,6,6,0.184822600186303,0.053863335,0.250804059361619,0.196940724361619,0.196940724361619
31,6,6,-0.192285045826686,0.200353687,0.00791321132614119,-0.192440475673859,0.192440475673859
164,6,6,0.241461901691741,0.061459849,0.252482572418587,0.191022723418587,0.191022723418587
206,6,6,0.21680248438472,0.048296255,0.237363741879171,0.189067486879171,0.189067486879171
208,6,6,0.180492947608369,0.038327481,0.227127118400153,0.188799637400153,0.188799637400153
129,6,6,0.175700608166453,0.034501355,0.200734827149756,0.166233472149756,0.166233472149756
65,6,6,0.150162495913791,0.037223484,0.193236621559961,0.156013137559961,0.156013137559961
212,6,6,0.152069672095867,0.024713523,0.176083371498366,0.151369848498366,0.151369848498366
16,6,6,0.147454418232279,0.035925568,0.176039150174564,0.140113582174564,0.140113582174564
177,6,6,0.154843405254313,0.044380276,0.18391941174655,0.13953913574655,0.13953913574655
155,6,6,0.134331671816817,0.02342028,0.160039889335543,0.136619609335543,0.136619609335543
223,6,6,0.176896702687437,0.033355283,0.169607141399827,0.136251858399827,0.136251858399827
81,6,6,0.146806651187029,0.035265022,0.163490994805313,0.128225972805313,0.128225972805313
62,6,6,0.129283670194182,0.04886552,0.168710516260794,0.119844996260794,0.119844996260794
175,6,6,0.110346407059733,0.021513644,0.127004431425292,0.105490787425292,0.105490787425292
115,6,6,0.119842477607949,0.025551534,0.130568388826937,0.105016854826937,0.105016854826937
52,6,6,0.178987465060153,0.033560972,0.137725251713777,0.104164279713777,0.104164279713777
