"yr","r0","r1","r2","id","w","v","r2_v","r1_v","r0_v","r2_n","r1_n","r0_n","z_level","z_n","z"
1990,1,2,11,56,1,0.125545976549239,0.109492147314436,0.0535900303547235,0.177275367450225,3,11,62,"v",1,0.125545976549239
1990,1,2,11,64,,,0.109492147314436,0.0535900303547235,0.177275367450225,3,11,62,"r2",3,0.109492147314436
1990,1,2,11,65,1,0.186635724313291,0.109492147314436,0.0535900303547235,0.177275367450225,3,11,62,"v",1,0.186635724313291
1990,1,2,11,66,,,0.109492147314436,0.0535900303547235,0.177275367450225,3,11,62,"r2",3,0.109492147314436
1990,1,2,11,96,,,0.109492147314436,0.0535900303547235,0.177275367450225,3,11,62,"r2",3,0.109492147314436
1990,1,2,11,97,,,0.109492147314436,0.0535900303547235,0.177275367450225,3,11,62,"r2",3,0.109492147314436
1990,1,2,11,98,1,0.0162947410807779,0.109492147314436,0.0535900303547235,0.177275367450225,3,11,62,"v",1,0.0162947410807779
1990,1,2,11,99,,,0.109492147314436,0.0535900303547235,0.177275367450225,3,11,62,"r2",3,0.109492147314436
1990,1,2,11,106,,,0.109492147314436,0.0535900303547235,0.177275367450225,3,11,62,"r2",3,0.109492147314436
1990,1,2,11,193,,,0.109492147314436,0.0535900303547235,0.177275367450225,3,11,62,"r2",3,0.109492147314436
1990,1,2,11,194,,,0.109492147314436,0.0535900303547235,0.177275367450225,3,11,62,"r2",3,0.109492147314436
1990,1,2,11,195,,,0.109492147314436,0.0535900303547235,0.177275367450225,3,11,62,"r2",3,0.109492147314436
1990,1,2,11,196,,,0.109492147314436,0.0535900303547235,0.177275367450225,3,11,62,"r2",3,0.109492147314436
1990,1,2,14,28,,,,0.0535900303547235,0.177275367450225,,11,62,"r1",11,0.0535900303547235
1990,1,2,14,29,,,,0.0535900303547235,0.177275367450225,,11,62,"r1",11,0.0535900303547235
1990,1,2,14,30,,,,0.0535900303547235,0.177275367450225,,11,62,"r1",11,0.0535900303547235
1990,1,2,14,31,,,,0.0535900303547235,0.177275367450225,,11,62,"r1",11,0.0535900303547235
1990,1,2,14,32,,,,0.0535900303547235,0.177275367450225,,11,62,"r1",11,0.0535900303547235
1990,1,2,14,33,,,,0.0535900303547235,0.177275367450225,,11,62,"r1",11,0.0535900303547235
1990,1,2,14,34,,,,0.0535900303547235,0.177275367450225,,11,62,"r1",11,0.0535900303547235
1990,1,2,14,35,,,,0.0535900303547235,0.177275367450225,,11,62,"r1",11,0.0535900303547235
1990,1,2,14,36,,,,0.0535900303547235,0.177275367450225,,11,62,"r1",11,0.0535900303547235
1990,1,2,14,37,,,,0.0535900303547235,0.177275367450225,,11,62,"r1",11,0.0535900303547235
1990,1,2,14,41,,,,0.0535900303547235,0.177275367450225,,11,62,"r1",11,0.0535900303547235
1990,1,2,14,42,,,,0.0535900303547235,0.177275367450225,,11,62,"r1",11,0.0535900303547235
1990,1,2,14,43,,,,0.0535900303547235,0.177275367450225,,11,62,"r1",11,0.0535900303547235
1990,1,2,14,44,,,,0.0535900303547235,0.177275367450225,,11,62,"r1",11,0.0535900303547235
1990,1,2,14,45,,,,0.0535900303547235,0.177275367450225,,11,62,"r1",11,0.0535900303547235
1990,1,2,14,46,,,,0.0535900303547235,0.177275367450225,,11,62,"r1",11,0.0535900303547235
1990,1,2,14,202,,,,0.0535900303547235,0.177275367450225,,11,62,"r1",11,0.0535900303547235
1990,1,2,15,49,1,0.00220290489888069,0.0493869608355122,0.0535900303547235,0.177275367450225,5,11,62,"v",1,0.00220290489888069
1990,1,2,15,61,,,0.0493869608355122,0.0535900303547235,0.177275367450225,5,11,62,"r2",5,0.0493869608355122
1990,1,2,15,62,1,0.114298908336788,0.0493869608355122,0.0535900303547235,0.177275367450225,5,11,62,"v",1,0.114298908336788
1990,1,2,15,63,,,0.0493869608355122,0.0535900303547235,0.177275367450225,5,11,62,"r2",5,0.0493869608355122
1990,1,2,15,67,1,0.0512860259583362,0.0493869608355122,0.0535900303547235,0.177275367450225,5,11,62,"v",1,0.0512860259583362
1990,1,2,15,84,1,0.0359135013020454,0.0493869608355122,0.0535900303547235,0.177275367450225,5,11,62,"v",1,0.0359135013020454
1990,1,2,15,214,1,0.0432334636815107,0.0493869608355122,0.0535900303547235,0.177275367450225,5,11,62,"v",1,0.0432334636815107
1990,1,2,17,100,1,0.0061124188741836,0.00469302926036327,0.0535900303547235,0.177275367450225,3,11,62,"v",1,0.0061124188741836
1990,1,2,17,103,,,0.00469302926036327,0.0535900303547235,0.177275367450225,3,11,62,"r2",3,0.00469302926036327
1990,1,2,17,104,,,0.00469302926036327,0.0535900303547235,0.177275367450225,3,11,62,"r2",3,0.00469302926036327
