"rgn_id","rgn_label","year","Xtr_o","Xtr","Xtr_dif","E","Ed","L","U","V","P","S"
49,"Sudan",2006,0.008366626,0.00136173205071328,-0.00700489394928672,0.0157267402275858,136900,9811123.157,0.1127500009475,766450,32397535,3.66
49,"Sudan",2007,0.008116224,0.00128834019627116,-0.00682788380372884,0.0152560601498515,136000,10038840.39,0.111999998095,766450,33218250,3.66
49,"Sudan",2008,0.00803663,0.00124490694623092,-0.00679172305376908,0.0151064478908872,139000,10280859.12,0.105,766450,34040065,3.66
49,"Sudan",2009,0.009777172,0.00147919061538045,-0.00829798138461955,0.0183781424378966,173000,10517716.36,0.105,766450,34853178,3.66
49,"Sudan",2010,0.006862714,0.0010149981845636,-0.0058477158154364,0.0128998385167504,124900,10791074.68,0.1027500009525,766450,35652002,3.66
49,"Sudan",2011,0.006388014,0.000924589587887852,-0.00546342441211215,0.0120075459967639,121500,11095605.08,0.0880499987609996,766450,36430923,3.66
50,"Saudi Arabia",2006,0.013661201,0.0125073314649915,-0.00115386953500846,0.0215476362798756,170800,8459576.853,0.06300000191,3531690,25371936,4.17
50,"Saudi Arabia",2007,0.015411666,0.0138139313920369,-0.00159773460796312,0.0243086216648233,201000,8759185.59,0.05599999905,3531690,25915624,4.17
50,"Saudi Arabia",2008,0.014038441,0.0123679612771431,-0.00167047972285693,0.0221426518062525,189300,8999064.775,0.05,3531690,26366358,4.17
50,"Saudi Arabia",2009,0.014799923,0.0128295900999892,-0.00197033290001077,0.0233437270920485,204000,9237805.928,0.05400000095,3531690,26796375,4.17
50,"Saudi Arabia",2010,0.014299366,0.0121855740313253,-0.00211379196867473,0.0225542045582049,203200,9558815,0.057476619601313,3531690,27258387,4.17
50,"Saudi Arabia",2011,0.013734469,0.0114919770590595,-0.00224249194094054,0.0216632002652577,200300,9811882.659,0.0576635526637691,3531690,27761728,4.17
51,"Kuwait",2006,0.020124169,0.138674046995378,0.118549877995378,0.0385520479613308,45200,1194093.859,0.0181333334853326,2408780,2417445,3.61
51,"Kuwait",2007,0.020998825,0.136915156484587,0.115916331484587,0.0402276344126021,48300,1225907.239,0.0205888890702226,2408780,2554920,3.61
51,"Kuwait",2008,0.018869905,0.116327576272007,0.0974576712720072,0.0361492428796002,44500,1260863.242,0.0236785716257145,2408780,2702221,3.61
51,"Kuwait",2009,0.027962429,0.163436228888309,0.135473799888309,0.0535678723750926,68200,1309152.886,0.0275000001714278,2408780,2850102,3.61
51,"Kuwait",2010,0.023147852,0.128897329551414,0.105749477551414,0.0443445449344511,58300,1358032.828,0.0319047619333367,2408780,2991580,3.61
51,"Kuwait",2011,0.021938013,0.116955889949483,0.095017876949483,0.0420268443733507,56500,1397192.718,0.0378000000720033,2408780,3124705,3.61
52,"Bahrain",2006,0.056211667,0.313593185603496,0.257381518603496,0.085169193113057,29800,394614.7818,0.113333333333335,814280,950951,4.3
52,"Bahrain",2007,0.051206818,0.263146656756866,0.211939838756866,0.077586088478485,32000,471365.7988,0.125,814280,1032353,4.3
52,"Bahrain",2008,0.045112014,0.214442827898705,0.169330813898705,0.0683515369155958,33000,559225.7314,0.136666666666665,814280,1116038,4.3
52,"Bahrain",2009,0.050313059,0.224011723993771,0.173698664993771,0.0762319074279386,41800,643827.9782,0.14833333333333,814280,1191539,4.3
52,"Bahrain",2010,0.048598304,0.206007978394301,0.157409674394301,0.0736337946332919,44000,711371.085,0.159999999999995,814280,1251513,4.3
52,"Bahrain",2011,0.033560972,0.137725251713777,0.104164279713777,0.0508499582757401,31600,750224.6738,0.171666666666661,814280,1292764,4.3
53,"Pakistan",2006,0.012587863,0.00849974412081969,-0.00408811887918031,0.0279730298869258,1416500,53927647.68,0.06099999905,15043700,160905794,3.25
53,"Pakistan",2007,0.012345426,0.00818234125770736,-0.00416308474229264,0.0274342805331488,1431300,54975714.59,0.05099999905,15043700,163928329,3.25
53,"Pakistan",2008,0.011917556,0.00775309713478055,-0.00416445886521945,0.0264834579830247,1417300,56333079.23,0.05,15043700,167008083,3.25
53,"Pakistan",2009,0.012059094,0.00770284593066678,-0.00435624806933322,0.0267979873614969,1479200,58041388.56,0.0489859647108426,15043700,170093999,3.25
53,"Pakistan",2010,0.011703537,0.00734381799349202,-0.00435971900650798,0.0260078609745343,1481600,59687683.93,0.0455754383854742,15043700,173149306,3.25
53,"Pakistan",2011,0.010949723,0.00675313860540228,-0.00419658439459772,0.0243327168268695,1446100,61502262.73,0.0336896529713749,15043700,176166353,3.25
54,"United Arab Emirates",2006,0.02362123,0.0504431042920976,0.0268218742920976,0.0305974479987875,86200,2918759.552,0.0347857138828562,1653910,4875639,4.86
54,"United Arab Emirates",2007,0.023992673,0.0430903658111297,0.0190976928111297,0.0310785919581633,102200,3414277.79,0.0368571424985709,1653910,5797347,4.86
54,"United Arab Emirates",2008,0.024932627,0.0381836244158178,0.0132509974158178,0.0322961484710435,122800,3960740.606,0.04,1653910,6798635,4.86
54,"United Arab Emirates",2009,0.022108148,0.0298236288216195,0.00771548082161951,0.0286374977015874,123300,4489618.118,0.0409999997299997,1653910,7718319,4.86
54,"United Arab Emirates",2010,0.026527036,0.0327188502677387,0.00619181426773872,0.0343614451098307,162100,4929831.469,0.0430714283457144,1653910,8441537,4.86
54,"United Arab Emirates",2011,0.024286657,0.0283325515838203,0.00404589458382031,0.0314594004747583,155300,5190874.12,0.04900000095,1653910,8925096,4.86
55,"Azores",2006,,,,,,7021114.56846667,0.128031934393743,246493,,4.638
55,"Azores",2007,,,,,,7111436.05721111,0.114200001239,246493,,4.638
55,"Azores",2008,,,,,,7227114.95012222,0.105799998287,246493,,4.638
55,"Azores",2009,,,,,,7239503.00168889,0.123700001712,246493,,4.638
55,"Azores",2010,,,,,,7263715.96731111,0.135670969446871,246493,,4.638
55,"Azores",2011,,,,,,7281532.8567,0.145523226851904,246493,245746,4.638
56,"Cape Verde",2006,0.070929345,,,,24700,199886.2386,,571723,481940,3.87
56,"Cape Verde",2007,0.084094117,,,,27700,206184.83,,571723,483713,3.87
56,"Cape Verde",2008,0.085142249,,,,28700,212388.1561,,571723,484651,3.87
56,"Cape Verde",2009,0.073302603,,,,25300,218523.0735,,571723,485714,3.87
56,"Cape Verde",2010,0.072983598,,,,26000,224609.2932,,571723,487601,3.87
56,"Cape Verde",2011,0.082879982,,,,27800,230982.848,,571723,490556,3.87
57,"Madeira",2006,,,,,,7021114.56846667,0.128031934393743,227951,,3.66
57,"Madeira",2007,,,,,,7111436.05721111,0.114200001239,227951,,3.66
57,"Madeira",2008,,,,,,7227114.95012222,0.105799998287,227951,,3.66
57,"Madeira",2009,,,,,,7239503.00168889,0.123700001712,227951,,3.66
57,"Madeira",2010,,,,,,7263715.96731111,0.135670969446871,227951,,3.66
57,"Madeira",2011,,,,,,7281532.8567,0.145523226851904,227951,267785,3.66
58,"Canary Islands",2006,,,,,,7021114.56846667,0.128031934393743,1790370,,3.66
58,"Canary Islands",2007,,,,,,7111436.05721111,0.114200001239,1790370,,3.66
58,"Canary Islands",2008,,,,,,7227114.95012222,0.105799998287,1790370,,3.66
58,"Canary Islands",2009,,,,,,7239503.00168889,0.123700001712,1790370,,3.66
58,"Canary Islands",2010,,,,,,7263715.96731111,0.135670969446871,1790370,,3.66
58,"Canary Islands",2011,,,,,,7281532.8567,0.145523226851904,1790370,2117519,3.66
59,"Belgium",2006,0.02070006,0.0345868923143729,0.0138868323143729,0.0256188855638599,109700,4664485.117,0.08199999809,2825460,10547958,5.04
59,"Belgium",2007,0.020548054,0.034081718732813,0.013533664732813,0.0254307599427869,111800,4752703.621,0.075,2825460,10625700,5.04
59,"Belgium",2008,0.019422324,0.0319610586898044,0.0125387346898044,0.0240375296397319,107100,4790895.406,0.07,2825460,10709973,5.04
59,"Belgium",2009,0.019308531,0.0315191762723115,0.0122106452723115,0.0238966964383168,105700,4802611.88,0.07900000095,2825460,10796493,5.04
59,"Belgium",2010,0.017870362,0.0289062060432473,0.0110358440432473,0.0221167845430985,99200,4891255.511,0.08300000191,2825460,10895586,5.04
59,"Belgium",2011,0.017285703,0.0275753972945882,0.0102896942945882,0.0213931965179166,98300,4946091.232,0.07099999905,2825460,11047744,5.04
60,"Gibraltar",2006,,,,,,7021114.56846667,0.128031934393743,15243.2,,4.638
60,"Gibraltar",2007,,,,,,7111436.05721111,0.114200001239,15243.2,,4.638
60,"Gibraltar",2008,,,,,,7227114.95012222,0.105799998287,15243.2,,4.638
60,"Gibraltar",2009,,,,,,7239503.00168889,0.123700001712,15243.2,,4.638
60,"Gibraltar",2010,,,,,,7263715.96731111,0.135670969446871,15243.2,,4.638
60,"Gibraltar",2011,,,,,,7281532.8567,0.145523226851904,15243.2,29752,4.638
61,"Tunisia",2006,0.043061555,0.198090257895568,0.155028702895568,0.0809427721462336,249300,3519947.219,0.125,6772100,10127900,3.66
61,"Tunisia",2007,0.043063098,0.19621424022463,0.15315114222463,0.0809456731835554,254900,3594778.108,0.1239999962,6772100,10225100,3.66
61,"Tunisia",2008,0.042438154,0.19142348858003,0.14898533458003,0.0797709660729607,256900,3676335.556,0.1239999962,6772100,10328900,3.66
61,"Tunisia",2009,0.041060548,0.183245661093174,0.142185113093174,0.0771814815717422,250900,3749457.66,0.1330000019,6772100,10439600,3.66
61,"Tunisia",2010,0.040198039,0.17753430229433,0.13733626329433,0.0755602244088881,251600,3827349.701,0.13,6772100,10549100,3.66
61,"Tunisia",2011,0.029410422,0.12837339053749,0.0989629685374904,0.0552827482511242,189900,3899940.963,0.119199997593335,6772100,10673800,3.66
62,"Morocco",2006,0.053604273,0.195205127308294,0.141600854308294,0.0884558953126323,881900,11040908.45,0.09699999809,16644200,30395097,4.03
62,"Morocco",2007,0.055500941,0.200319479752538,0.144818538752538,0.0915857113311274,925100,11185958.58,0.09699999809,16644200,30667086,4.03
62,"Morocco",2008,0.050903795,0.182017264277386,0.131113469277386,0.0839996618217545,858300,11302984.87,0.09600000381,16644200,30955151,4.03
62,"Morocco",2009,0.04684162,0.165770869615549,0.118929249615549,0.0772964021933285,795700,11324686.72,0.09100000381,16644200,31276564,4.03
62,"Morocco",2010,0.047795173,0.167190085950533,0.119394912950533,0.0788699229302198,816300,11386087.02,0.09100000381,16644200,31642360,4.03
62,"Morocco",2011,0.04886552,0.168710516260794,0.119844996260794,0.080636171117928,849200,11560103.14,0.08899999619,16644200,32059424,4.03
63,"Western Sahara",2006,,,,,,10124129.6043333,0.1127500009475,127858,,3.66
63,"Western Sahara",2007,,,,,,10439241.3065,0.111999998095,127858,,3.66
63,"Western Sahara",2008,,,,,,10668382.612,0.105,127858,,3.66
63,"Western Sahara",2009,,,,,,10880583.2728333,0.105,127858,513000,3.66
63,"Western Sahara",2010,,,,,,11115195.9885,0.1027500009525,127858,,3.66
63,"Western Sahara",2011,,,,,,11358792.1566667,0.0880499987609996,127858,,3.66
64,"Mauritania",2006,,,,,,956214.0506,0.30750000475,1143300,3237713,2.91
64,"Mauritania",2007,,,,,,1001224.875,0.320750005225,1143300,3330037,2.91
64,"Mauritania",2008,,,,,,1039330.989,0.3120000076,1143300,3422901,2.91
64,"Mauritania",2009,,,,,,1079913.571,0.347250006175,1143300,3516077,2.91
64,"Mauritania",2010,,,,,,1116898.261,0.36050000665,1143300,3609420,2.91
64,"Mauritania",2011,,,,,,1149875.129,0.302250013300001,1143300,3702763,2.91
65,"Gambia",2006,0.039423841,0.239540621884099,0.200116780884099,0.0722048361475046,41700,661128.9023,0.126458333926665,1318400,1482324,3.73
65,"Gambia",2007,0.038748611,0.22819006291988,0.18944145191988,0.0709681512097777,41900,682221.3037,0.134583334161822,1318400,1529406,3.73
65,"Gambia",2008,0.031153243,0.177813219230029,0.146659976230029,0.0570572208195891,35100,704037.0394,0.126222223909211,1318400,1577984,3.73
65,"Gambia",2009,0.027679571,0.153101619360368,0.125422048360368,0.0506951854177593,32000,727658.633,0.132527779056601,1318400,1628332,3.73
65,"Gambia",2010,0.019114572,0.102436152528408,0.083321580528408,0.0350083730106977,22900,751344.9132,0.129388891582222,1318400,1680640,3.73
65,"Gambia",2011,0.037223484,0.193236621559961,0.156013137559961,0.068174879364987,44100,776044.9927,0.166458340461666,1318400,1734966,3.73
66,"Senegal",2006,0.011429638,0.0435010366372292,0.0320713986372292,0.0232825954845928,99800,4762737.426,0.1,6200990,11582925,3.49
66,"Senegal",2007,0.015602048,,,,141100,4911401.168,,6200990,11904974,3.49
66,"Senegal",2008,0.013375216,,,,123900,5063857.286,,6200990,12238791,3.49
66,"Senegal",2009,0.012382583,,,,117700,5221302.304,,6200990,12586827,3.49
66,"Senegal",2010,0.011763789,,,,115800,5384661.916,,6200990,12950564,3.49
66,"Senegal",2011,0.013467331,,,,125200,5554242.305,,6200990,13330737,3.49
67,"Libya",2006,0.00892727,0.0400546208775952,0.0311273508775952,0.0167805821142303,32600,2189598.92,0.1127500009475,3708580,5686475,3.66
67,"Libya",2007,0.007763133,0.0342553104216311,0.0264921774216311,0.014592354426511,29200,2253432.301,0.111999998095,3708580,5782108,3.66
67,"Libya",2008,0.007266771,0.0315483951092918,0.0242816241092918,0.013659343117723,28200,2306727.316,0.105,3708580,5876805,3.66
67,"Libya",2009,0.008539895,0.0365315680109723,0.0279916730109723,0.0160524333940081,33800,2352625.437,0.105,3708580,5964325,3.66
67,"Libya",2010,0.006255418,0.0264211981583001,0.0201657801583001,0.0117583047523945,25100,2379115.59,0.1027500009525,3708580,6040612,3.66
67,"Libya",2011,0.006790792,0.0283881825250616,0.0215973905250616,0.0127646467838543,27700,2379577.967,0.0880499987609996,3708580,6103233,3.66
68,"Malta",2006,0.108174714,0.593833054324465,0.485658340324465,0.137977951257644,21400,166592.0992,0.06900000095,355510,406408,4.92
68,"Malta",2007,0.113003886,0.616336436718783,0.503332550718783,0.144137609841523,23100,171404.8289,0.065,355510,409050,4.92
68,"Malta",2008,0.112752381,0.610635537498577,0.497883156498577,0.143816812393725,23600,174571.9611,0.06,355510,411950,4.92
68,"Malta",2009,0.102029131,0.549837236010249,0.447808105010249,0.130139197240012,21400,176626.5432,0.06900000095,355510,413991,4.92
68,"Malta",2010,0.108814911,0.583581021605434,0.474766110605434,0.138794528713675,23400,181089.7338,0.06900000095,355510,415995,4.92
68,"Malta",2011,0.117802278,0.630748265536987,0.512945987536987,0.150258008071131,25500,181312.0653,0.06400000095,355510,416676,4.92
69,"Latvia",2006,0.017423173,0.0601949251185411,0.0427717521185411,0.0253982119888093,27600,1165977.116,0.06800000191,1224050,2287948,4.43
69,"Latvia",2007,0.016831668,0.058454046303219,0.041622378303219,0.0245359587917873,27500,1192344.648,0.06,1224050,2276100,4.43
69,"Latvia",2008,0.01810027,0.0631372851348401,0.0450370151348401,0.0263852333855537,29800,1219675.606,0.07400000095,1224050,2266094,4.43
69,"Latvia",2009,0.019468344,0.0682485138209439,0.0487801698209439,0.0283795097580967,28000,1190141.54,0.1710000038,1224050,2254834,4.43
69,"Latvia",2010,0.019936514,0.0703837394482956,0.0504472254482956,0.0290619731899976,27300,1155438.961,0.1870000076,1224050,2239008,4.43
69,"Latvia",2011,0.020189297,0.0775382096097258,0.0573489126097259,0.0294304621564231,26700,1072367.922,0.1539999962,1224050,2058184,4.43
70,"Estonia",2006,0.028842332,0.10250837934397,0.0736660473439698,0.0377517436770464,24600,692481.9672,0.05900000095,756882,1343547,4.82
70,"Estonia",2007,0.023672062,0.0842503267808822,0.0605782647808822,0.030984374634991,20500,694253.7343,0.04699999809,756882,1341672,4.82
70,"Estonia",2008,0.025171501,0.0896535418158208,0.0644820408158208,0.0329469902224013,21900,703390.5986,0.055,756882,1340675,4.82
70,"Estonia",2009,0.026940641,0.0959836271353932,0.0690429861353932,0.0352626188469104,21300,700741.3987,0.1380000019,756882,1340271,4.82
70,"Estonia",2010,0.026742826,0.095286678236883,0.068543852236883,0.0350036995501942,20300,697880.5018,0.1689999962,756882,1340161,4.82
70,"Estonia",2011,0.026680514,0.0950811845121939,0.0684006705121939,0.0349221385235894,21400,700333.4816,0.125,756882,1339928,4.82
71,"Bulgaria",2006,0.038848892,0.0272524725820064,-0.0115964194179936,0.0574687757801201,182900,3493521.183,0.08899999619,833557,7699020,4.38
71,"Bulgaria",2007,0.025281645,0.017825948968076,-0.007455696031924,0.0373988832826052,124800,3584315.83,0.06900000095,833557,7659764,4.38
71,"Bulgaria",2008,0.023505763,0.0166528528874353,-0.00685291011256472,0.0347718385913466,120100,3658839.489,0.05599999905,833557,7623395,4.38
71,"Bulgaria",2009,0.023266175,0.0165662653417138,-0.00669990965828621,0.0344174179260311,115200,3591354.55,0.06800000191,833557,7585131,4.38
71,"Bulgaria",2010,0.023545273,0.0168781241949819,-0.00666714880501807,0.0348302859246513,109800,3510499.883,0.1019999981,833557,7534289,4.38
71,"Bulgaria",2011,0.02296701,0.0168802408307644,-0.00608676916923563,0.0339748664454211,103500,3430596.379,0.1119999981,833557,7348328,4.38
72,"Romania",2006,0.014170614,0.00271870927749898,-0.011451904722501,0.0233069309765101,221100,10233493.53,0.07300000191,623307,21587666,4.04
72,"Romania",2007,0.01388653,0.00266925023624702,-0.011217279763753,0.0228396882845101,218700,10230167.92,0.06400000095,623307,21546873,4.04
72,"Romania",2008,0.013882347,0.00267257042313785,-0.0112097765768621,0.0228328078670861,219000,10182018.71,0.05800000191,623307,21513622,4.04
72,"Romania",2009,0.0133221,0.00256868047741118,-0.0107534195225888,0.0219113481909355,207000,10147324.87,0.06900000095,623307,21480401,4.04
72,"Romania",2010,0.013038419,0.00251895522872206,-0.0105194637712779,0.0214447686833893,202400,10181444.75,0.07300000191,623307,21438001,4.04
72,"Romania",2011,0.012130287,0.00234933544533716,-0.00978095155466284,0.0199511302791974,189000,10230180.9,0.07400000095,623307,21384832,4.04
73,"Russia",2006,0.008673174,0.00338707495774432,-0.00528609904225568,0.0137233766024949,944600,74171828,0.07199999809,8454450,142500000,4.16
73,"Russia",2007,0.008618232,0.00337509292044783,-0.00524313907955217,0.0136364436206,962200,75144749.08,0.06099999905,8454450,142100000,4.16
73,"Russia",2008,0.008541733,0.00334866884638307,-0.00519306415361693,0.0135154001381634,959500,75766370.1,0.06300000191,8454450,141950000,4.16
73,"Russia",2009,0.009274993,0.00363715837604847,-0.00563783462395153,0.0146756221559993,1018400,75757632.39,0.08399999619,8454450,141910000,4.16
73,"Russia",2010,0.008602371,0.00336204348455788,-0.00524032751544212,0.0136113460538394,955000,75850869.44,0.075,8454450,142389000,4.16
73,"Russia",2011,0.008192691,0.00318914029393005,-0.00500355070606995,0.0129631179784997,923900,76307744.49,0.06599999905,8454450,142960000,4.16
74,"Georgia",2006,0.0202937,0.0316502718654625,0.0113565718654625,0.0327317749600732,65000,2298423.532,0.1360000038,1037240,4398000,4.1
74,"Georgia",2007,0.015837286,0.0247540339929619,0.00891674799296187,0.0255440100357125,51000,2302830.662,0.1330000019,1037240,4388400,4.1
74,"Georgia",2008,0.013732631,0.0214869341231182,0.00775430312311821,0.0221494053658644,42800,2314169.802,0.165,1037240,4383800,4.1
74,"Georgia",2009,0.016461506,0.0255984567862695,0.0091369507862695,0.0265508166227625,51700,2343212.277,0.1689999962,1037240,4410900,4.1
74,"Georgia",2010,0.017477352,0.0269224064903952,0.00944505449039522,0.0281892780231101,56100,2377680.228,0.1629999924,1037240,4452800,4.1
74,"Georgia",2011,0.020405883,0.0312190242187017,0.0108131412187017,0.032912714225211,67300,2408483.509,0.1510000038,1037240,4483400,4.1
75,"Ukraine",2006,0.011212307,0.00937877602617681,-0.00183353097382319,0.0188125958757914,406700,23195809.57,0.06800000191,5860660,46787750,3.98
75,"Ukraine",2007,0.010927509,0.00919526464003227,-0.00173224435996773,0.0183347462472106,398600,23226648.22,0.06400000095,5860660,46509350,3.98
75,"Ukraine",2008,0.010494975,0.00887924488982845,-0.00161573011017155,0.0176090190968194,382400,23201008.91,0.06400000095,5860660,46258200,3.98
75,"Ukraine",2009,0.010970336,0.0093227172601255,-0.0016476187398745,0.018406604023886,389700,23214637.09,0.08800000191,5860660,46053300,3.98
75,"Ukraine",2010,0.0099509,0.00849005171310302,-0.00146084828689698,0.0166961410162165,356300,23221175.92,0.08100000381,5860660,45870700,3.98
75,"Ukraine",2011,0.010189034,0.00872453304603815,-0.00146450095396185,0.0170956948944456,365600,23219870.8,0.07900000095,5860660,45706100,3.98
76,"Turkey",2006,0.016203187,0.0495174339792554,0.0333142469792554,0.0235511445545089,494600,23386528.31,0.1019999981,32497800,68626337,4.44
76,"Turkey",2007,0.014184682,0.0428060432615473,0.0286213612615473,0.020617270488585,440800,23835154.7,0.1030000019,32497800,69496513,4.44
76,"Turkey",2008,0.014474007,0.0431409573945384,0.0286669503945384,0.0210378012988511,460500,24594572.55,0.11,32497800,70363511,4.44
76,"Turkey",2009,0.014116972,0.0415584689221011,0.0274414969221011,0.0205188540355034,451300,25574890.34,0.14,32497800,71241080,4.44
76,"Turkey",2010,0.013579027,0.0394780566118148,0.0258990296118148,0.0197369571408368,461100,26517893,0.1189999962,32497800,72137546,4.44
76,"Turkey",2011,0.013799406,0.0396129605222529,0.0258135545222529,0.0200572755535078,488200,26984805.83,0.09800000191,32497800,73058638,4.44
77,"Syria",2006,0.033661282,0.0397143279795557,0.00605304597955573,0.0525704790729921,252800,5238325.157,0.08199999809,3381180,18804914,4.201538462
77,"Syria",2007,0.036650297,0.041568444034088,0.00491814703408799,0.0572385702296424,278800,5317512.47,0.08399999619,3381180,19561477,4.201538462
77,"Syria",2008,0.032241689,0.0351581058801438,0.0029164168801438,0.0503534312590902,241900,5391741.871,0.1089999962,3381180,20346056,4.201538462
77,"Syria",2009,0.036687727,0.0387023671910215,0.00201464019102147,0.0572970275549066,279600,5309939.406,0.08100000381,3381180,21031546,4.201538462
77,"Syria",2010,0.050610257,0.0521469654991653,0.00153670849916529,0.0790405269801628,395100,5457097.674,0.08399999619,3381180,21532647,4.201538462
77,"Syria",2011,0.041368287,0.0417916933477159,0.000423406347715941,0.0646068867191605,336000,5642964.612,0.0783773555467928,3381180,21961676,4.201538462
78,"Lebanon",2006,0.060720143,0.380489112470245,0.319768969470245,0.0998686562429155,123200,1349002.705,0.0855316459664557,3847450,4079823,4.04
78,"Lebanon",2007,0.059602886,0.368075856893475,0.308472970893475,0.0980310616787426,122900,1377675.022,0.09,3847450,4139813,4.04
78,"Lebanon",2008,0.055203055,0.337136312129909,0.281933257129909,0.0907944988748024,115600,1404786.565,0.09366666635,3847450,4186088,4.04
78,"Lebanon",2009,0.057945134,0.348813475352037,0.290868341352037,0.0953044970377045,122900,1428601.44,0.0973333327000012,3847450,4246924,4.04
78,"Lebanon",2010,0.060735482,0.357679676847791,0.296944194847791,0.0998938852084318,130500,1453154.914,0.100999999050001,3847450,4341092,4.04
78,"Lebanon",2011,0.05515247,0.321710381060627,0.266557911060627,0.0907112992679544,120100,1478757.178,0.104666665400001,3847450,4382790,4.04
79,"Israel",2006,0.018005337,0.132295565614092,0.114290228614092,0.0269540968318213,70100,2839211.584,0.08399999619,7977150,7053700,4.34
79,"Israel",2007,0.017742709,0.128070902201705,0.110328193201705,0.0265609420206715,72200,2932337.744,0.07300000191,7977150,7180100,4.34
79,"Israel",2008,0.017979876,0.12749749148078,0.10951761548078,0.0269159820494986,76000,3007030.06,0.06099999905,7977150,7308800,4.34
79,"Israel",2009,0.016602975,0.114953002952648,0.0983500279526479,0.0248547528770277,71300,3101261.214,0.075,7977150,7485600,4.34
79,"Israel",2010,0.017799953,0.121009584174514,0.103209631174514,0.0266466355447339,79100,3178243.92,0.06599999905,7977150,7623600,4.34
79,"Israel",2011,0.016890414,0.112722218924425,0.0958318049244254,0.0252850510707035,77300,3238498.23,0.05599999905,7977150,7765900,4.34
80,"Greece",2006,0.059452321,0.305229442595934,0.245777121595934,0.0792697617689032,371000,5137454.373,0.08899999619,9037330,11148460,4.75
80,"Greece",2007,0.057956989,0.296374611026734,0.238417622026734,0.077275985867028,365400,5156495.628,0.08300000191,9037330,11192763,4.75
80,"Greece",2008,0.056778251,0.289201459220574,0.232423208220574,0.0757043340105925,361500,5173516.714,0.07699999809,9037330,11237094,4.75
80,"Greece",2009,0.052507114,0.266363851148964,0.213856737148964,0.0700094853397136,331900,5238437.759,0.095,9037330,11282760,4.75
80,"Greece",2010,0.056177457,0.284359599094394,0.228182142094394,0.074903276578581,345300,5268508.795,0.125,9037330,11307502,4.75
80,"Greece",2011,0.056716559,0.287279632664291,0.230563073664291,0.0756220780484432,329000,5286247.094,0.1770000076,9037330,11299976,4.75
81,"Cyprus",2006,0.045241698,0.22338858236009,0.17814688436009,0.0589084610486395,30200,536816.547,0.045,821352,1048314,4.84
81,"Cyprus",2007,0.044817258,0.218216036485271,0.173398778485271,0.058355804172209,30900,550999.2833,0.03900000095,821352,1063095,4.84
81,"Cyprus",2008,0.04008514,0.192639470736092,0.152554330736092,0.0521941929045156,28200,560466.7948,0.03599999905,821352,1077089,4.84
81,"Cyprus",2009,0.033218643,0.15766981828826,0.12445117528826,0.0432534410065691,23400,571274.9961,0.05300000191,821352,1090553,4.84
81,"Cyprus",2010,0.033621791,0.157684556447145,0.124062765447145,0.0437783733159815,24000,584451.9098,0.06199999809,821352,1103685,4.84
81,"Cyprus",2011,0.035265022,0.163490994805313,0.128225972805313,0.0459179974806768,25200,594587.67,0.07699999809,821352,1116513,4.84
82,"Albania",2006,0.022896997,0.10876317170437,0.0858661747043698,0.0385471323521344,46100,1424786.859,0.160619357437422,2259790,3179573,3.97
82,"Albania",2007,0.024849612,0.118536032248739,0.0936864202487389,0.0418343628549273,52200,1442517.985,0.135,2259790,3166222,3.97
82,"Albania",2008,0.024888618,0.119083685847621,0.0941950678476211,0.0419000298110765,53200,1459412.453,0.13,2259790,3156608,3.97
82,"Albania",2009,0.027132649,0.130044037824632,0.102911388824632,0.0456778608329048,58200,1478120.917,0.1380000019,2259790,3151185,3.97
82,"Albania",2010,0.022720631,0.108933702678758,0.086213071678758,0.0382502207002261,50900,1496374.402,0.11070967643871,2259790,3150143,3.97
82,"Albania",2011,0.021310185,0.102050181454851,0.0807399964548508,0.0358757319314193,48900,1511518.24,0.0982322561890351,2259790,3153883,3.97
84,"Algeria",2006,0.012904897,0.0430122021511201,0.0301073051511201,0.0311712488488746,279200,10213194.89,0.1230000019,15509900,34507214,3.07
84,"Algeria",2007,0.011199812,0.0367017904456063,0.0255019784456063,0.027052686878935,244000,10463383.8,0.1380000019,15509900,35097043,3.07
84,"Algeria",2008,0.010928538,0.0351829526267061,0.0242544146267061,0.0263974351017583,250100,10681404.01,0.1130000019,15509900,35725377,3.07
84,"Algeria",2009,0.012840147,0.0405896127468979,0.0277494657468979,0.0310148472077808,303900,10911506.52,0.1019999981,15509900,36383302,3.07
84,"Algeria",2010,0.01269895,0.0394072743878703,0.0267083243878703,0.0306737931854988,309300,11203918.1,0.1,15509900,37062820,3.07
84,"Algeria",2011,0.012775255,0.0389090453052807,0.0261337903052807,0.0308581050526999,335400,11482258.13,0.0534000021533302,15509900,37762962,3.07
85,"Ascension",2006,,,,,,4967140.69855,0.0558181819045455,798.242,,3.251
85,"Ascension",2007,,,,,,5010078.05609,0.0503030301600606,798.242,,3.251
85,"Ascension",2008,,,,,,5070052.39791,0.0545282830920303,798.242,,3.251
85,"Ascension",2009,,,,,,5075960.93148,0.0962997835421538,798.242,,3.251
85,"Ascension",2010,,,,,,5087733.49405,0.107564934045844,798.242,880,3.251
85,"Ascension",2011,,,,,,5108753.5384,0.097558439794935,798.242,,3.251
86,"Saint Helena",2006,,,,,,4967140.69855,0.0558181819045455,6606.6,,3.251
86,"Saint Helena",2007,,,,,,5010078.05609,0.0503030301600606,6606.6,,3.251
86,"Saint Helena",2008,,,,,,5070052.39791,0.0545282830920303,6606.6,4255,3.251
