"country_id","year","value"
"ABW",2010,0.484
"AGO",2010,0.47
"AIA",2010,0.632
"ALB",2010,0.632
"ARE",2010,0.484
"ARG",2010,0.632
"ASM",2010,0.71
"ATG",2010,0.558
"AUS",2010,0.706
"BEL",2010,0.558
"BEN",2010,0.41
"BGD",2010,0.558
"BGR",2010,0.558
"BHR",2010,0.491921243882296
"BHS",2010,0.632
"BIH",2010,0.552232838602334
"BLZ",2010,0.632
"BMU",2010,0.706
"BRA",2010,0.53
"BRB",2010,0.484
"BRN",2010,0.558
"CAN",2010,0.632
"CHL",2010,0.632
"CHN",2010,0.706
"CIV",2010,0.41
"CMR",2010,0.41
"COD",2010,0.484
"COG",2010,0.476034005437632
"COK",2010,0.65
"COL",2010,0.521
"COM",2010,0.41
"CPV",2010,0.41
"CRI",2010,0.484
"CUB",2010,0.706
"CUW",2010,0.484
"CYM",2010,0.632
"CYP",2010,0.632
"DEU",2010,0.558
"DJI",2010,0.49528064302477
"DMA",2010,0.632
"DNK",2010,0.632
"DOM",2010,0.558
"DZA",2010,0.632
"ECU",2010,0.558
"EGY",2010,0.632
"ERI",2010,0.558
"ESH",2010,0.41
"ESP",2010,0.558
"EST",2010,0.632
"FIN",2010,0.558
"FJI",2010,0.41
"FLK",2010,0.706
"FRA",2010,0.632
"FRO",2010,0.706
"FSM",2010,0.41
"GAB",2010,0.558
"GBR",2010,0.632
"GEO",2010,0.632
"GHA",2010,0.41
"GIB",2010,0.552232838602334
"GIN",2010,0.41
"GMB",2010,0.558
"GNB",2010,0.484
"GNQ",2010,0.41
"GRC",2010,0.558
"GRD",2010,0.484
"GRL",2010,0.706
"GTM",2010,0.484
"GUY",2010,0.484
"HKG",2010,0.706
"HND",2010,0.484
"HRV",2010,0.41
"HTI",2010,0.484
"IDN",2010,0.41
"IMN",2010,0.632
"IND",2010,0.41
"IRL",2010,0.558
"IRN",2010,0.632
"IRQ",2010,0.491921243882296
"ISL",2010,0.558
"ISR",2010,0.632
"ITA",2010,0.558
"JAM",2010,0.484
"JOR",2010,0.491921243882296
"JPN",2010,0.41
"KEN",2010,0.558
"KHM",2010,0.632
"KIR",2010,0.484
"KNA",2010,0.632
"KOR",2010,0.706
"KWT",2010,0.632
"LBN",2010,0.558
"LBR",2010,0.41
"LBY",2010,0.41
"LCA",2010,0.632
"LKA",2010,0.41
"LTU",2010,0.632
"LVA",2010,0.558
"MAF",2010,0.706
"MAR",2010,0.558
"MCO",2010,0.599830326543704
"MDG",2010,0.41
"MDV",2010,0.41
"MEX",2010,0.484
"MHL",2010,0.484
"MLT",2010,0.558
"MMR",2010,0.41
"MNE",2010,0.706
"MNP",2010,0.78
"MOZ",2010,0.41
"MRT",2010,0.484
"MSR",2010,0.558
"MUS",2010,0.41
"MYS",2010,0.558
"MYT",2010,0.41
"NAM",2010,0.78
"NCL",2010,0.558
"NGA",2010,0.484
"NIC",2010,0.484
"NIU",2010,0.558
"NLD",2010,0.558
"NOR",2010,0.632
"NRU",2010,0.41
"NZL",2010,0.706
"OMN",2010,0.41
"PAK",2010,0.558
"PAN",2010,0.484
"PER",2010,0.632
"PHL",2010,0.558
"PLW",2010,0.41
"PNG",2010,0.484
"POL",2010,0.632
"PRI",2010,0.632
"PRK",2010,0.41
"PRT",2010,0.558
"PYF",2010,0.558
"QAT",2010,0.632
"ROU",2010,0.558
"RUS",2010,0.632
"SAU",2010,0.41
"SCG",2010,0.552232838602334
"SDN",2010,0.484
"SEN",2010,0.484
"SGP",2010,0.474246966365504
"SLB",2010,0.41
"SLE",2010,0.558
"SLV",2010,0.632
"SOM",2010,0.41
"SPM",2010,0.558
"STP",2010,0.41
"SUR",2010,0.558
"SVN",2010,0.552232838602334
"SWE",2010,0.484
"SYC",2010,0.41
"SYR",2010,0.632
"TCA",2010,0.558
"TGO",2010,0.41
"THA",2010,0.632
"TKL",2010,0.484
"TLS",2010,0.474246966365504
"TON",2010,0.632
"TTO",2010,0.558
"TUN",2010,0.632
"TUR",2010,0.632
"TUV",2010,0.41
"TWN",2010,0.558
"TZA",2010,0.632
"UKR",2010,0.558
"URY",2010,0.632
"USA",2010,0.632
"VCT",2010,0.484
"VEN",2010,0.632
"VGB",2010,0.558
"VIR",2010,0.706
"VNM",2010,0.474246966365504
"VUT",2010,0.41
"WSM",2010,0.65
"YEM",2010,0.558
"ZAF",2010,0.632
