"country_id","category","year","value"
"AGO","fish_oil",1997,90
"AGO","fish_oil",1998,965
"AGO","fish_oil",1999,690
"AGO","fish_oil",2000,400
"AGO","fish_oil",2003,922
"AGO","fish_oil",2004,811
"AGO","fish_oil",2005,851
"AGO","fish_oil",2006,500
"AGO","fish_oil",2008,40
"ALB","corals",1996,315
"ALB","corals",1997,87
"ALB","corals",1998,221
"ALB","corals",1999,100
"ALB","corals",2000,27
"ALB","corals",2001,45
"ALB","corals",2002,78
"ALB","corals",2003,44
"ALB","corals",2004,77
"ALB","corals",2005,19
"ALB","corals",2006,14
"ALB","corals",2007,0
"ALB","corals",2008,0
"ALB","ornamentals",2004,2
"ALB","ornamentals",2005,1
"ALB","ornamentals",2006,1
"ALB","ornamentals",2007,0
"ALB","ornamentals",2008,0
"ANT","corals",2001,1
"ANT","corals",2002,2
"ANT","corals",2003,1
"ANT","corals",2007,0
"ANT","corals",2008,0
"ANT","fish_oil",2001,0
"ANT","fish_oil",2002,14
"ANT","fish_oil",2003,104
"ANT","fish_oil",2004,337
"ANT","fish_oil",2008,0
"ANT","ornamentals",1997,3
"ANT","ornamentals",1999,2
"ANT","ornamentals",2000,2
"ANT","ornamentals",2001,1
"ANT","ornamentals",2002,2
"ANT","ornamentals",2003,2
"ANT","ornamentals",2004,1
"ANT","ornamentals",2005,1
"ANT","ornamentals",2006,2
"ANT","ornamentals",2007,1
"ANT","ornamentals",2008,1
"ARE","corals",2004,7
"ARE","corals",2005,45
"ARE","corals",2006,6
"ARE","corals",2007,192
"ARE","corals",2008,192
"ARE","fish_oil",1999,74
"ARE","fish_oil",2000,50
"ARE","fish_oil",2001,30
"ARE","fish_oil",2002,70
"ARE","fish_oil",2003,22
"ARE","fish_oil",2004,74
"ARE","fish_oil",2005,4
"ARE","fish_oil",2006,83
"ARE","fish_oil",2007,25
"ARE","fish_oil",2008,4
"ARE","ornamentals",2004,1
"ARE","ornamentals",2006,3
"ARE","ornamentals",2007,5
"ARE","ornamentals",2008,5
"ARE","seaweeds",2004,4
"ARE","seaweeds",2006,84
"ARE","seaweeds",2008,0
"ARE","shells",2004,5
"ARE","shells",2005,45
"ARE","shells",2006,26
"ARE","shells",2007,192
"ARE","shells",2008,192
"ARE","sponges",1999,1
"ARE","sponges",2000,5
"ARE","sponges",2001,2
"ARE","sponges",2002,69
"ARE","sponges",2003,158
"ARE","sponges",2004,9
"ARE","sponges",2005,11
"ARE","sponges",2006,9
"ARE","sponges",2007,16
"ARE","sponges",2008,0
"ARG","corals",2003,26
"ARG","corals",2007,0
"ARG","corals",2008,0
"ARG","fish_oil",1987,1
"ARG","fish_oil",1988,80
"ARG","fish_oil",1989,184
"ARG","fish_oil",1990,354
"ARG","fish_oil",1991,375
"ARG","fish_oil",1992,369
"ARG","fish_oil",1993,47
"ARG","fish_oil",1994,2204
"ARG","fish_oil",1995,542
"ARG","fish_oil",1996,531
"ARG","fish_oil",1997,575
"ARG","fish_oil",1998,443
"ARG","fish_oil",1999,113
