"country_id","category","value"
"ALB","Gilthead seabream",0.286111111111
"ALB","Kuruma prawn",0.444444444444
"ALB","Mediterranean mussel",0.82
"ANT","Stromboid conchs nei",0.811764705882
"ARE","European seabass",0.452222222222
"ARE","Gilthead seabream",0.286111111111
"ARE","Goldlined seabream",0.444010416667
"ARE","Greasy grouper",0.444010416667
"ARE","Green tiger prawn",0.366666666667
"ARE","Indian white prawn",0.4
"ARE","Mullets nei",0.561111111111
"ARE","Sobaity seabream",0.444010416667
"ARE","White-spotted spinefoot",0.444010416667
"ARG","Blue mussel",0.833333333333
"ARG","Pacific cupped oyster",0.9
"ARG","River Plata mussel",0.833333333333
"AUS","Aquatic invertebrates nei",0.542156862745
"AUS","Atlantic salmon",0.233333333333
"AUS","Australian mussel",0.811764705882
"AUS","Barramundi",0.3
"AUS","Blacklip abalone",0.811764705882
"AUS","Brine shrimp",0.366666666667
"AUS","Brown tiger prawn",0.366666666667
"AUS","Chinook(=Spring=King)salmon",0.370833333333
"AUS","Cupped oysters nei",0.9
"AUS","Eastern king prawn",0.366666666667
"AUS","Eastern school shrimp",0.366666666667
"AUS","Flat oysters nei",0.866666666667
"AUS","Freshwater fishes nei",0.466666666667
"AUS","Giant tiger prawn",0.233333333333
"AUS","Giant tiger prawn (br)",0.233333333333
"AUS","Indo-Pacific swamp crab",0.416666666667
"AUS","Kuruma prawn",0.333333333333
"AUS","Marine crustaceans nei",0.3
"AUS","Marine fishes nei",0.477777777778
"AUS","Pacific cupped oyster",1
"AUS","Pacific cupped oyster (br)",1
"AUS","Penaeus shrimps nei",0.266666666667
"AUS","Rainbow trout",0.566666666667
"AUS","Short-finned eel",0.444010416667
"AUS","Southern Australia scallop",0.811764705882
"AUS","Southern bluefin tuna",0.1
"AUS","Sydney cupped oyster",0.811764705882
"BEN","Black catfishes nei",0.444010416667
"BEN","Blackchin tilapia",0.566666666667
"BEN","Tilapias nei",0.366666666667
"BGD","Marine fishes nei",0.477777777778
"BGD","Penaeus shrimps nei",0.233333333333
"BGR","Mediterranean mussel",0.82
"BHR","Gilthead seabream",0.286111111111
"BHR","Mangrove red snapper",0.433333333333
"BHR","Orange-spotted grouper",0.333333333333
"BHR","Sobaity seabream",0.444010416667
"BHR","White-spotted spinefoot",0.444010416667
"BHS","Brine shrimp",0.366666666667
"BHS","Florida pompano",0.444010416667
"BHS","Red drum",0.366666666667
"BHS","Whiteleg shrimp",0.374509803922
"BLZ","Cobia",0.444010416667
"BLZ","Palinurid spiny lobsters nei",0.416666666667
"BLZ","Whiteleg shrimp",0.366666666667
"BRA","Cupped oysters nei",0.9
"BRA","Groupers nei",0.333333333333
"BRA","Marine fishes nei",0.477777777778
"BRA","Marine molluscs nei",0.533333333333
"BRA","Mullets nei",0.561111111111
"BRA","Pacific lion's paw",0.811764705882
"BRA","Scallops nei",0.833333333333
"BRA","Snooks(=Robalos) nei",0.444010416667
"BRA","South American rock mussel",0.811764705882
"BRA","Whiteleg shrimp",0.3
"BRN","Barramundi",0.190909090909
"BRN","Blue shrimp",0.372222222222
"BRN","Giant tiger prawn",0.366666666667
"BRN","Indo-Pacific swamp crab",0.416666666667
"BRN","Jacks, crevalles nei",0.444010416667
"BRN","Marine fishes nei",0.477777777778
"BRN","Nile tilapia",0.5
"BRN","Orange-spotted grouper",0.333333333333
"BRN","Snappers nei",0.433333333333
"CAN","American cupped oyster",0.887878787879
"CAN","Atlantic bluefin tuna",0.4
"CAN","Atlantic cod",0.233333333333
"CAN","Atlantic salmon (Atl)",0.166666666667
"CAN","Atlantic salmon (Pac)",0.266666666667
"CAN","Blue mussel",0.933333333333
"CAN","Butter clam",0.811764705882
"CAN","Chinook(=Spring=King)salmon",0.370833333333
"CAN","Coho(=Silver)salmon",0.333333333333
"CAN","Marine molluscs nei",0.533333333333
"CAN","Pacific cupped oyster",0.833333333333
"CAN","Rainbow trout",0.566666666667
"CAN","Salmonids nei",0.444010416667
"CAN","Scallops nei",0.833333333333
"CHL","Abalones nei",0.666666666667
"CHL","Atlantic salmon",0.133333333333
"CHL","Chilean flat oyster",0.811764705882
"CHL","Chilean mussel",0.811764705882
"CHL","Chinook(=Spring=King)salmon",0.370833333333
"CHL","Cholga mussel",0.811764705882
"CHL","Choro mussel",0.811764705882
"CHL","Coho(=Silver)salmon",0.266666666667
"CHL","Gracilaria seaweeds",0.9
"CHL","Japanese abalone",0.811764705882
"CHL","Masu(=Cherry) salmon",0.444010416667
"CHL","Pacific cupped oyster",0.533333333333
"CHL","Peruvian calico scallop",0.833333333333
"CHL","Rainbow trout",0.566666666667
"CHL","Red abalone",0.811764705882
"CHL","Turbot",0.5
"CHN","Abalones nei",0.55
"CHN","Amberjacks nei",0.444010416667
"CHN","Aquatic invertebrates nei",0.542156862745
"CHN","Aquatic plants nei",0.866666666667
"CHN","Blood cockle",0.666666666667
"CHN","Bright green nori",0.873333333333
"CHN","Cobia",0.444010416667
"CHN","Constricted tagelus",0.811764705882
"CHN","Cupped oysters nei",0.888095238095
"CHN","Eucheuma seaweeds nei",0.933333333333
"CHN","Fleshy prawn",0.366666666667
"CHN","Fusiform sargassum",0.873333333333
"CHN","Giant tiger prawn",0.366666666667
"CHN","Groupers nei",0.333333333333
"CHN","Indo-Pacific swamp crab",0.416666666667
"CHN","Japanese carpet shell",0.841666666667
"CHN","Japanese isinglass",0.873333333333
"CHN","Japanese kelp",0.933333333333
"CHN","Japanese seabass",0.444010416667
"CHN","Japanese sea cucumber",0.571405228758
"CHN","Jellyfishes nei",0.571405228758
"CHN","Kuruma prawn",0.444444444444
"CHN","Large yellow croaker",0.444010416667
"CHN","Laver (Nori)",0.666666666667
"CHN","Lefteye flounders nei",0.444010416667
"CHN","Marine crabs nei",0.416666666667
"CHN","Marine fishes nei",0.477777777778
"CHN","Marine molluscs nei",0.533333333333
"CHN","Nori nei",0.733333333333
"CHN","Pacific cupped oyster",0.533333333333
"CHN","Pearl oyster shells nei",0.811764705882
"CHN","Penaeus shrimps nei",0.266666666667
"CHN","Pen shells nei",0.811764705882
"CHN","Porgies, seabreams nei",0.444010416667
"CHN","Puffers nei",0.444010416667
"CHN","Red drum",0.366666666667
"CHN","Righteye flounders nei",0.444010416667
"CHN","Scallops nei",0.833333333333
"CHN","Sea mussels nei",0.791666666667
"CHN","Sea snails",0.811764705882
"CHN","Sea urchins nei",0.5
"CHN","Swimming crabs, etc. nei",0.416666666667
"CHN","Turbot",0.5
"CHN","Wakame",0.933333333333
"CHN","Warty gracilaria",0.933333333333
"CHN","Whiteleg shrimp",0.366666666667
"CIV","Natantian decapods nei",0.533333333333
"CIV","Nile tilapia",0.5
"CIV","Pacific cupped oyster",0.757142857143
"CIV","Spotted rose snapper",0.444010416667
"CIV","Torpedo-shaped catfishes nei",0.444010416667
"CIV","Whiteleg shrimp (Pac) (br)",0.366666666667
"COK","Blacklip pearl oyster",0.811764705882
"COK","Giant tiger prawn",0.366666666667
"COK","Milkfish",0.414285714286
"COL","Cobia",0.444010416667
"COL","Cupped oysters nei",0.9
"COL","Marine fishes nei",0.477777777778
"COL","Whiteleg shrimp (Atl)",0.366666666667
"COL","Whiteleg shrimp (Pac)",0.366666666667
"CRI","Bagrid catfish",0.5
"CRI","Black catfishes nei",0.444010416667
"CRI","Blue tilapia",0.366666666667
"CRI","Freshwater siluroids nei",0.444010416667
"CRI","Whiteleg shrimp (Pac) (br)",0.433333333333
"CUB","Largemouth black bass",0.444010416667
"CUB","Mangrove cupped oyster",0.811764705882
"CUB","Southern white shrimp",0.366666666667
"CUB","Tropical spiny lobsters nei",0.416666666667
"CUB","Whiteleg shrimp",0.374509803922
"CYP","Atlantic bluefin tuna",0.316666666667
"CYP","European seabass",0.452222222222
"CYP","Gilthead seabream",0.286111111111
"CYP","Indian white prawn",0.4
"CYP","Marbled spinefoot",0.444010416667
"CYP","Pargo breams nei",0.444010416667
"CYP","Red porgy",0.444010416667
"CYP","Sharpsnout seabream",0.444010416667
"CYP","Shi drum",0.444010416667
"CYP","Tilapias nei",0.366666666667
"DEU","Bastard halibut",0.444010416667
"DEU","Blue mussel",0.933333333333
"DEU","Clams, etc. nei",0.811764705882
"DEU","Common edible cockle",0.733333333333
"DEU","European seabass",0.566666666667
"DEU","Pacific cupped oyster",0.533333333333
"DEU","Rainbow trout",0.566666666667
"DEU","Turbot",0.5
"DNK","Atlantic cod",0.283333333333
"DNK","Atlantic salmon",0.5
"DNK","Blue mussel",0.933333333333
"DNK","European eel",0.433333333333
"DNK","European flounder",0.444010416667
"DNK","European whitefish",0.444010416667
"DNK","Rainbow trout",0.566666666667
"DNK","Sea belt",0.873333333333
"DNK","Sea trout",0.466666666667
"DNK","Turbot",0.5
