"region_id","value"
1,0.706
2,0.706
3,0.558
4,0.41
5,0.41
6,0.41
7,0.41
8,0.41
9,0.484
10,0.558
11,0.558
12,0.706
13,0.484
14,0.41
15,0.41
16,0.706
17,0.41
18,0.632
19,0.632
20,0.41
21,0.41
22,0.41
23,0.41
24,0.41
25,0.41
26,0.41
27,0.41
28,0.41
29,0.558
30,0.41
31,0.558
32,0.49528064302477
33,0.558
34,0.41
35,0.484
36,0.41
37,0.632
38,0.491921243882296
39,0.558
40,0.484
41,0.41
42,0.558
43,0.552232838602334
44,0.632
45,0.558
46,0.41
47,0.484
48,0.558
49,0.484
50,0.41
51,0.558
52,0.558
53,0.632
54,0.558
55,0.558
56,0.632
57,0.632
58,0.558
59,0.632
60,0.632
61,0.558
62,0.632
63,0.558
64,0.632
65,0.632
66,0.632
67,0.706
68,0.706
69,0.558
70,0.41
71,0.41
72,0.41
73,0.476034005437632
74,0.78
75,0.632020315255228
76,0.41
77,0.41
78,0.41
79,0.754190182130853
80,0.632
81,0.706
82,0.484
83,0.558
84,0.633419329343412
85,0.594653877535531
86,0.632
87,0.558
88,0.632
89,0.632
90,0.484
91,0.484
92,0.558
93,0.484
94,0.494622084309628
95,0.484
96,0.484
97,0.484
98,0.521
99,0.484
100,0.632
101,0.484
102,0.484
103,0.555771907253878
104,0.632
105,0.632
106,0.634392772230147
107,0.558
108,0.621142670855314
109,0.558
110,0.854
111,0.766195596301105
112,0.65
113,0.632
114,0.854
115,0.705884936257682
116,0.632
117,0.632
118,0.484
119,0.484
120,0.558
121,0.484
122,0.53
123,0.632
124,0.632
125,0.558
126,0.704591794613314
127,0.558
128,0.558
129,0.632
130,0.632
131,0.632
132,0.558
133,0.55687483917468
134,0.557413820234056
135,0.558
136,0.599830326543704
137,0.552232838602334
138,0.41
139,0.552232838602334
140,0.632
141,0.632
142,0.632
143,0.491921243882296
144,0.484
145,0.41
146,0.41
147,0.484
148,0.41
149,0.558
150,0.484
151,0.47
152,0.632
153,0.410156564229088
154,0.558
155,0.41
156,0.558
157,0.474246966365504
158,0.474246966365504
159,0.706
160,0.41
161,0.501003586133617
162,0
163,0.632
164,0.491921243882296
165,0.41
166,0.632
167,0.558
168,0.484
169,0.619839140529518
170,0.632050379497039
171,0.474246966365504
172,0.552232838602334
