"region_id","category","year","value"
3,"actuals",2005,56
3,"actuals",2006,56
3,"actuals",2007,56
3,"actuals",2008,54
3,"actuals",2009,51
4,"actuals",2005,48
4,"actuals",2006,53
4,"actuals",2007,63
4,"actuals",2008,70.71862042
4,"actuals",2009,78.48989739
5,"actuals",2005,4.903039357
5,"actuals",2006,6.06289813
5,"actuals",2007,7.222756903
5,"actuals",2008,8.593499089
5,"actuals",2009,9.647916155
6,"actuals",2005,45.33993384
6,"actuals",2006,45.86714237
6,"actuals",2007,48.50318504
6,"actuals",2008,43.75830824
6,"actuals",2009,44.28551678
7,"actuals",2005,10.01696213
7,"actuals",2006,10.12240383
7,"actuals",2007,11.1768209
7,"actuals",2008,13.49653845
9,"actuals",2005,2.7
9,"actuals",2006,1.3
9,"actuals",2007,2.2
9,"actuals",2008,1.4
9,"actuals",2009,1.4
10,"actuals",2005,1382
10,"actuals",2006,1510
10,"actuals",2007,1648
10,"actuals",2008,1775
10,"actuals",2009,2298
11,"actuals",2005,1174
11,"actuals",2006,1319
11,"actuals",2007,1439
11,"actuals",2008,1439
11,"actuals",2009,1327
12,"actuals",2005,2898.592515
12,"actuals",2006,2916.517605
12,"actuals",2007,2975.56496
12,"actuals",2008,2944.459657
12,"actuals",2009,2943.932449
13,"actuals",2005,36.37738878
13,"actuals",2006,40.59505704
13,"actuals",2007,55.35689597
13,"actuals",2008,60.10177277
14,"actuals",2005,408
14,"actuals",2006,400
14,"actuals",2007,399
14,"actuals",2008,440
14,"actuals",2009,402
15,"actuals",2005,0.527208533
15,"actuals",2006,0.579929386
15,"actuals",2007,0.579929386
15,"actuals",2008,0.896254506
15,"actuals",2009,0.843533653
16,"actuals",2005,4347
16,"actuals",2006,4365
16,"actuals",2007,4388
16,"actuals",2008,4849.963843
16,"actuals",2009,5501.69313
18,"actuals",2005,1197
18,"actuals",2006,1446
18,"actuals",2007,1690
18,"actuals",2008,1808
18,"actuals",2009,1876
19,"actuals",2005,9458
19,"actuals",2006,11387
19,"actuals",2007,12016
19,"actuals",2008,12017.83159
19,"actuals",2009,11659.37323
20,"actuals",2005,4.7
20,"actuals",2006,5.1
20,"actuals",2007,2.9
21,"actuals",2005,215.62829
21,"actuals",2006,147.0911807
21,"actuals",2007,200.8664511
21,"actuals",2008,208.7745791
21,"actuals",2009,222.4820009
22,"actuals",2005,116
22,"actuals",2006,128
22,"actuals",2007,147
22,"actuals",2008,142
22,"actuals",2009,142
23,"actuals",2005,692
23,"actuals",2006,713
23,"actuals",2007,819
23,"actuals",2008,821
23,"actuals",2009,820
25,"actuals",2005,207.720162
25,"actuals",2006,317.3795369
25,"actuals",2007,355.8657598
25,"actuals",2008,360.0834281
25,"actuals",2009,345.8487977
26,"actuals",2005,382
26,"actuals",2006,377
26,"actuals",2007,343
26,"actuals",2008,321
26,"actuals",2009,358
27,"actuals",2005,175
27,"actuals",2006,214
27,"actuals",2007,261
27,"actuals",2008,1252
27,"actuals",2009,1095
28,"actuals",2005,172
28,"actuals",2006,194
28,"actuals",2007,213
28,"actuals",2008,232
28,"actuals",2009,106
29,"actuals",2005,1063
29,"actuals",2006,1088
29,"actuals",2007,1279
31,"actuals",2005,6
31,"actuals",2006,6
31,"actuals",2007,6
31,"actuals",2008,5.177157598
31,"actuals",2009,5.852439024
32,"actuals",2005,30
32,"actuals",2006,30
32,"actuals",2007,30
32,"actuals",2008,30
32,"actuals",2009,30
33,"actuals",2005,177.1420671
33,"actuals",2006,201.3936596
33,"actuals",2007,199.812034
33,"actuals",2008,212.9922473
33,"actuals",2009,228.8085033
34,"actuals",2005,580.9838034
34,"actuals",2006,730.1838183
34,"actuals",2007,717.0036049
34,"actuals",2008,851.4417809
34,"actuals",2009,836.6799419
35,"actuals",2005,129.6932991
35,"actuals",2006,173.4516074
35,"actuals",2007,229.8629204
35,"actuals",2008,231.444546
35,"actuals",2009,221.9547924
36,"actuals",2005,397
36,"actuals",2006,566
36,"actuals",2007,591
36,"actuals",2008,1154
36,"actuals",2009,1570
37,"actuals",2005,9
37,"actuals",2006,20
37,"actuals",2007,17.29928397
37,"actuals",2008,18.27965392
37,"actuals",2009,19.63827685
38,"actuals",2005,4187
38,"actuals",2006,5087
38,"actuals",2007,5274
39,"actuals",2005,122
39,"actuals",2006,138
39,"actuals",2007,128
39,"actuals",2008,126
39,"actuals",2009,131
40,"actuals",2005,3756.888006
41,"actuals",2005,103.860081
41,"actuals",2006,127.584465
41,"actuals",2007,140.9228409
41,"actuals",2008,150.3598736
41,"actuals",2009,151.4142907
42,"actuals",2005,4381
42,"actuals",2006,4503
42,"actuals",2007,4605
42,"actuals",2008,4588
42,"actuals",2009,4532
44,"actuals",2005,3362.536024
44,"actuals",2006,3452.688683
44,"actuals",2007,3564.9841
44,"actuals",2008,3716.820158
44,"actuals",2009,3638.266087
45,"actuals",2005,2594.452943
45,"actuals",2006,2911.43436
45,"actuals",2007,3288.79319
45,"actuals",2008,3497.894377
45,"actuals",2009,3703
47,"actuals",2005,30
47,"actuals",2006,30
47,"actuals",2007,30
47,"actuals",2008,30
47,"actuals",2009,30
48,"actuals",2005,56.93852157
48,"actuals",2006,65.3738581
48,"actuals",2007,75.39082023
48,"actuals",2008,77.49965436
48,"actuals",2009,74.33640316
49,"actuals",2005,405.4233619
49,"actuals",2006,456.5625896
49,"actuals",2007,461.3074664
50,"actuals",2006,65.90106663
50,"actuals",2007,55.8841045
51,"actuals",2005,955
51,"actuals",2006,883
51,"actuals",2007,993
51,"actuals",2008,1014
51,"actuals",2009,921
52,"actuals",2005,1227
52,"actuals",2006,1738
52,"actuals",2007,1737
52,"actuals",2008,2236
52,"actuals",2009,1513
53,"actuals",2005,766.0339985
53,"actuals",2006,752.8537852
53,"actuals",2007,727.5477756
53,"actuals",2008,755.4898278
53,"actuals",2009,727.5477756
54,"actuals",2005,4090
54,"actuals",2006,4365
54,"actuals",2007,4219
54,"actuals",2008,4806.396201
54,"actuals",2009,4434.073702
55,"actuals",2005,3078.370624
55,"actuals",2006,3182.757914
55,"actuals",2007,4070.577084
55,"actuals",2008,4672.649228
55,"actuals",2009,3993.604638
56,"actuals",2005,2385
56,"actuals",2006,2433
56,"actuals",2007,2386.655089
56,"actuals",2008,2295
57,"actuals",2005,295.2367785
57,"actuals",2006,518.245988
57,"actuals",2007,554.6233768
57,"actuals",2008,679.5717991
57,"actuals",2009,790.8127996
58,"actuals",2005,2134
58,"actuals",2006,2291.953037
58,"actuals",2007,2798.613125
58,"actuals",2008,3080.265782
58,"actuals",2009,2517.323578
59,"actuals",2005,15769
59,"actuals",2006,13698
59,"actuals",2007,17219
59,"actuals",2008,20167
59,"actuals",2009,21045
60,"actuals",2005,2449
60,"actuals",2006,2375
60,"actuals",2007,2272
60,"actuals",2008,2905
60,"actuals",2009,2296
61,"actuals",2005,601.0177277
61,"actuals",2006,559.3682536
61,"actuals",2007,536.6982866
61,"actuals",2008,702.7689745
61,"actuals",2009,972.1725349
62,"actuals",2005,478
62,"actuals",2006,347
62,"actuals",2007,537
62,"actuals",2008,720
62,"actuals",2009,696
63,"actuals",2005,7784.761199
63,"actuals",2006,8455.897661
63,"actuals",2007,8522.325937
63,"actuals",2008,8403.176808
63,"actuals",2009,7863.31527
64,"actuals",2005,2194
64,"actuals",2006,2091
64,"actuals",2007,1973
64,"actuals",2008,1961
64,"actuals",2009,1690
65,"actuals",2005,263
65,"actuals",2006,227
65,"actuals",2007,187
65,"actuals",2008,227
65,"actuals",2009,521
66,"actuals",2005,760.7619132
66,"actuals",2006,863.5675771
66,"actuals",2007,918.9244731
66,"actuals",2008,934.2135206
66,"actuals",2009,1008.022715
69,"actuals",2005,21.08834132
69,"actuals",2006,17.92509012
69,"actuals",2007,16.87067306
69,"actuals",2008,18.97950719
69,"actuals",2009,19.50671572
71,"actuals",2005,42.70389118
71,"actuals",2006,49.55760211
71,"actuals",2007,45.33993384
71,"actuals",2008,38.48622291
71,"actuals",2009,78.55407142
72,"actuals",2005,40.41995674
72,"actuals",2006,41.33859212
72,"actuals",2007,38
72,"actuals",2008,48
72,"actuals",2009,43.65814645
73,"actuals",2005,18.45229866
73,"actuals",2006,22.66996692
73,"actuals",2007,28.46926078
73,"actuals",2008,33.21413758
73,"actuals",2009,44.81272531
74,"actuals",2005,322
74,"actuals",2006,406
74,"actuals",2007,474
74,"actuals",2008,437.8549944
75,"actuals",2005,3884.99968
75,"actuals",2006,4426.442843
75,"actuals",2007,4792.852774
75,"actuals",2008,5056.984249
75,"actuals",2009,5237.289567
76,"actuals",2005,8.329894822
76,"actuals",2006,6.484664956
76,"actuals",2007,6.22106069
76,"actuals",2008,7.644523729
78,"actuals",2005,83
80,"actuals",2005,1337
80,"actuals",2006,1322
80,"actuals",2007,1248
80,"actuals",2008,1185
80,"actuals",2009,1079
81,"actuals",2005,1982
81,"actuals",2006,1931
81,"actuals",2007,1989
81,"actuals",2008,2190
81,"actuals",2009,2289
82,"actuals",2005,39
82,"actuals",2006,38
82,"actuals",2007,135
82,"actuals",2008,119
83,"actuals",2005,3475
83,"actuals",2006,3674
83,"actuals",2007,3681
83,"actuals",2008,3698
83,"actuals",2009,3688
84,"actuals-aggregate-sum-of-2",2005,2268.5783179
84,"actuals-aggregate-sum-of-2",2006,2331.8433417
84,"actuals-aggregate-sum-of-2",2007,2301.7924549
84,"actuals-aggregate-sum-of-2",2008,2349.2412235
84,"actuals-aggregate-sum-of-2",2009,2287.0306165
85,"actuals-aggregate-sum-of-5",2007,755.057118158
85,"actuals-aggregate-sum-of-5",2008,721.645528645
85,"actuals-aggregate-sum-of-5",2009,681.722134758
85,"actuals-aggregate-sum-of-6",2005,751.000866671
85,"actuals-aggregate-sum-of-6",2006,880.730062764
86,"actuals",2005,74.33640316
86,"actuals",2006,73.28198609
86,"actuals",2007,64.84664956
86,"actuals",2008,67.48269223
86,"actuals",2009,49.03039357
87,"actuals",2005,190
87,"actuals",2006,198
87,"actuals",2007,204
87,"actuals",2008,221
87,"actuals",2009,182
88,"actuals",2005,250.3098386
88,"actuals",2006,237.7156329
88,"actuals",2007,225.908565
88,"actuals",2008,236
88,"actuals",2009,216
89,"actuals",2005,66
89,"actuals",2006,70
89,"actuals",2007,71
89,"actuals",2008,65
89,"actuals",2009,60
90,"actuals",2005,432
90,"actuals",2006,443.8464351
90,"actuals",2007,453.3235832
90,"actuals",2008,447.7952468
90,"actuals",2009,409.0968921
91,"actuals",2005,49
91,"actuals",2006,59
91,"actuals",2007,68
91,"actuals",2008,73
91,"actuals",2009,73
92,"actuals",2005,313
92,"actuals",2006,293
92,"actuals",2007,303
92,"actuals",2008,301
92,"actuals",2009,283
93,"actuals",2005,67.2489418
93,"actuals",2006,68.66470899
93,"actuals",2007,74
93,"actuals",2008,69
93,"actuals",2009,36
95,"actuals",2005,299
95,"actuals",2006,373
95,"actuals",2007,510
95,"actuals",2008,564
95,"actuals",2009,540
96,"actuals",2005,1357
96,"actuals",2006,1311
96,"actuals",2007,1597
96,"actuals",2008,1574
96,"actuals",2009,1652
97,"actuals",2005,504
97,"actuals",2006,551
97,"actuals",2007,607
97,"actuals",2008,644
97,"actuals",2009,755
98,"actuals",2005,491.8855613
98,"actuals",2006,555.6777938
98,"actuals",2007,630.014197
98,"actuals",2008,644.7760359
98,"actuals",2009,713.8403537
99,"actuals",2005,354.2314134
99,"actuals",2006,389.1853391
99,"actuals",2007,438.110291
99,"actuals",2008,474.5404006
99,"actuals",2009,458.3550986
100,"actuals",2005,331
100,"actuals",2006,357
100,"actuals",2007,379
100,"actuals",2008,317
100,"actuals",2009,409
101,"actuals",2005,7697
101,"actuals",2006,7743
101,"actuals",2007,8302
101,"actuals",2008,8063
101,"actuals",2009,7231
102,"actuals",2005,693.279221
102,"actuals",2006,791.3400081
102,"actuals",2007,857.7682833
102,"actuals",2008,904.1626342
102,"actuals",2009,936.3223547
103,"actuals",2005,453.3993384
103,"actuals",2006,443.3823763
103,"actuals",2007,493.9943955
103,"actuals",2008,529.8445757
103,"actuals",2009,510.8650685
104,"actuals",2005,1478
104,"actuals",2006,1619
104,"actuals",2007,1804
104,"actuals",2008,1937
104,"actuals",2009,2014
105,"actuals",2005,173
105,"actuals",2006,169
105,"actuals",2007,246
105,"actuals",2008,220
105,"actuals",2009,190
106,"actuals",2006,265.1858921
106,"actuals",2007,264.1314751
106,"actuals",2008,253.5873044
106,"actuals-aggregate-sum-of-2",2005,451.2905043
106,"actuals-aggregate-sum-of-2",2009,415.440324
107,"actuals",2005,459.7258408
107,"actuals",2006,512.4466941
107,"actuals",2007,557.2594194
107,"actuals",2008,583.0926375
107,"actuals",2009,650.5753298
109,"actuals",2005,190
109,"actuals",2006,203
109,"actuals",2007,200
109,"actuals",2008,160
109,"actuals",2009,128
111,"actuals-aggregate-sum-of-2",2007,1122.6113279
111,"actuals-aggregate-sum-of-2",2008,1023.3017876
111,"actuals-aggregate-sum-of-2",2009,971.1507719
111,"actuals-aggregate-sum-of-3",2005,1194.53099961
111,"actuals-aggregate-sum-of-3",2006,1180.20129629
112,"actuals",2005,53.77527037
112,"actuals",2006,60.6289813
112,"actuals",2007,63.7922325
112,"actuals",2008,64.31944103
112,"actuals",2009,68.00990076
113,"actuals",2005,21.61554985
113,"actuals",2006,20.56113279
113,"actuals",2007,24.25159252
113,"actuals",2008,25.83321812
113,"actuals",2009,26.88763519
115,"actuals-aggregate-sum-of-3",2005,1320.797155893
115,"actuals-aggregate-sum-of-3",2006,1347.626981599
115,"actuals-aggregate-sum-of-3",2007,1375.089458012
115,"actuals-aggregate-sum-of-3",2008,1371.084369105
115,"actuals-aggregate-sum-of-3",2009,1372.557160105
116,"actuals",2005,25941.29587
116,"actuals",2006,26875.50939
116,"actuals",2007,29512.60647
116,"actuals",2008,30544.88078
116,"actuals",2009,28935.31313
117,"actuals",2005,223.72
117,"actuals",2006,234.192
117,"actuals",2007,238
117,"actuals",2008,234.192
118,"actuals",2005,1166
118,"actuals",2006,1347
118,"actuals",2007,1296
118,"actuals",2008,1333
118,"actuals",2009,1404
119,"actuals",2005,61.68339837
119,"actuals",2006,59.57456423
119,"actuals",2007,70.64594343
119,"actuals",2008,68.00990076
119,"actuals",2009,74.33640316
120,"actuals",2005,84.61696955
120,"actuals",2006,80.92650982
120,"actuals",2007,87.88566246
120,"actuals",2008,79.45032593
120,"actuals",2009,79.7139302
121,"actuals",2005,21
121,"actuals",2007,24.09473684
122,"actuals",2005,2824.78332
122,"actuals",2006,2645.00521
122,"actuals",2007,2649.750087
122,"actuals",2008,2662.403092
122,"actuals",2009,2531.655376
123,"actuals",2005,2015.518222
123,"actuals",2006,2200.041208
123,"actuals",2007,2405.125328
123,"actuals",2008,2477.880105
123,"actuals",2009,2282.28574
124,"actuals",2005,1249
124,"actuals",2006,1180
124,"actuals",2007,1193
124,"actuals",2008,1400
124,"actuals",2009,1304
125,"actuals",2005,2107
125,"actuals",2006,2189
125,"actuals",2007,2308
125,"actuals",2008,2591
125,"actuals",2009,2821
126,"actuals",2005,9586
126,"actuals",2006,9630
126,"actuals",2007,9833
126,"actuals",2008,9564
126,"actuals",2009,9265
127,"actuals",2005,11334.98346
127,"actuals",2006,12425.77792
127,"actuals",2007,12874.95959
127,"actuals",2008,13119.05714
127,"actuals",2009,12768.46346
128,"actuals",2005,5278.411833
128,"actuals",2006,5661.692436
128,"actuals",2007,5803.511532
128,"actuals",2008,5327.442226
128,"actuals",2009,5230.435856
129,"actuals",2005,3680
129,"actuals",2006,3210
129,"actuals",2007,2660
129,"actuals",2008,4000
129,"actuals",2009,3840
130,"actuals",2005,50845
130,"actuals",2006,53473
130,"actuals",2007,56394
130,"actuals",2008,56536
130,"actuals",2009,53306.18005
131,"actuals",2005,9713
131,"actuals",2006,10566
131,"actuals",2007,10758
131,"actuals",2008,10923
131,"actuals",2009,11424
132,"actuals",2005,3832
132,"actuals",2006,4177
132,"actuals",2007,4420
132,"actuals",2008,4045
132,"actuals",2009,3396
133,"actuals",2005,43898
133,"actuals",2006,46990
133,"actuals",2007,47752
133,"actuals",2008,46733
133,"actuals",2009,42497
134,"actuals",2005,15328
134,"actuals",2006,16393
134,"actuals",2007,16835
135,"actuals",2005,25991
135,"actuals",2006,29146
135,"actuals",2007,31677
135,"actuals",2008,28596
135,"actuals",2009,27998
136,"actuals",2005,150.7816405
136,"actuals",2006,165.5434794
136,"actuals",2007,172.3971903
136,"actuals",2008,170.8155647
136,"actuals",2009,139.7102613
137,"actuals",2005,143.400721
137,"actuals",2006,199.2848255
137,"actuals",2007,518.7731965
137,"actuals",2008,543.5519976
137,"actuals",2009,549.8785
138,"actuals",2005,4463.874649
138,"actuals",2006,4565.098688
138,"actuals",2007,4906.202608
138,"actuals",2008,4963.14113
138,"actuals",2009,4920.964447
139,"actuals",2005,1012
139,"actuals",2006,940
139,"actuals",2007,1018
139,"actuals",2008,1139
139,"actuals",2009,1295
140,"actuals",2005,555
140,"actuals",2006,750
140,"actuals",2007,448
140,"actuals",2008,498
140,"actuals",2009,404
141,"actuals",2005,231.1298838
141,"actuals",2006,240
141,"actuals",2007,244.0549102
141,"actuals",2008,356.0718057
142,"actuals",2005,1659
142,"actuals",2006,1659
142,"actuals",2007,1659
142,"actuals",2008,1659
142,"actuals",2009,1659
143,"actuals",2008,454.980964
143,"actuals",2009,665.3371687
144,"actuals",2005,2.636042665
144,"actuals",2006,6.168339837
144,"actuals",2007,15.9216977
145,"actuals",2005,5
145,"actuals",2006,8
145,"actuals",2007,4
146,"actuals",2005,180
146,"actuals",2006,180
146,"actuals",2007,180
146,"actuals",2008,180
146,"actuals",2009,180
147,"actuals",2005,1465.112513
147,"actuals",2006,1611.149277
147,"actuals",2007,2762.045505
147,"actuals",2008,3068.353662
147,"actuals",2009,3191.193251
148,"actuals",2005,92.78870182
148,"actuals",2006,97.53357861
149,"actuals",2005,222
149,"actuals",2006,222
149,"actuals",2007,222
149,"actuals",2008,222
149,"actuals",2009,222
150,"actuals",2005,8
150,"actuals",2006,10
150,"actuals",2007,8
150,"actuals",2008,8
150,"actuals",2009,8
151,"actuals",2005,110.1865834
151,"actuals",2006,63.7922325
151,"actuals",2007,102.2784554
151,"actuals",2008,154.9993087
151,"actuals",2009,191.903906
152,"actuals",2005,323.7060393
152,"actuals",2006,338.9950867
152,"actuals",2007,379.0629353
152,"actuals",2008,405.9505704
152,"actuals",2009,376.4268926
153,"actuals",2005,2065.603032
153,"actuals",2006,2343.969138
153,"actuals",2007,2678.746556
153,"actuals",2008,2784.715472
153,"actuals",2009,2724.08649
154,"actuals",2005,68
154,"actuals",2006,85
154,"actuals",2007,142
155,"actuals",2005,151
155,"actuals",2006,180
155,"actuals",2007,168
155,"actuals",2008,111
155,"actuals",2009,157.2192825
156,"actuals",2005,5026
156,"actuals",2006,5337
156,"actuals",2007,6884
156,"actuals",2008,7211
156,"actuals",2009,7479.770291
157,"actuals",2005,1833.104069
157,"actuals",2006,1888.988174
157,"actuals",2007,2229.564886
157,"actuals",2008,2233.255346
157,"actuals",2009,1975.450373
158,"actuals",2005,2674
158,"actuals",2006,3579
158,"actuals",2007,4124
158,"actuals",2008,3925
158,"actuals",2009,3486
159,"actuals",2005,9345
159,"actuals",2006,11332
159,"actuals",2007,13141
159,"actuals",2008,12040
159,"actuals",2009,10133
160,"actuals",2005,3547.05901
160,"actuals",2006,3866.547381
160,"actuals",2007,4400.609625
160,"actuals",2008,4403.245668
160,"actuals",2009,3579.218731
161,"actuals",2005,2.161554985
161,"actuals",2006,2.319717545
161,"actuals",2007,2.477880105
161,"actuals",2008,2.056113279
161,"actuals",2009,2.056113279
163,"actuals",2005,7993
163,"actuals",2006,8436
163,"actuals",2007,10366
163,"actuals",2008,12013
163,"actuals",2009,11640
164,"actuals",2005,734
164,"actuals",2006,920
164,"actuals",2007,937
164,"actuals",2008,1036
164,"actuals",2009,1058
165,"actuals",2005,2637.097082
165,"actuals",2006,2568.032764
165,"actuals",2007,2902.810183
165,"actuals",2008,3287.145204
165,"actuals",2009,3333.539554
166,"actuals",2005,9895.704165
166,"actuals",2006,9628.936647
166,"actuals",2007,9456.012249
166,"actuals",2008,9037.935882
166,"actuals",2009,8297.207893
168,"actuals",2005,2574.359267
168,"actuals",2006,2493.169153
168,"actuals",2007,2754.137377
168,"actuals",2008,2401.434868
168,"actuals",2009,2466.281518
