"goal","component","alien_species","cites","fishing_v1","fishing_v1_eez","fishing_v2_eez","fishing_v3","fishing_v3_eez","habitat","habitat_combo","habitat_combo_eez","li_gci","li_sector_evenness","mariculture","msi_gov","species_diversity","species_diversity_3nm","tourism","water","cwi_all"
"AN","","","","fishing_v1","","","","","","habitat_combo","","","","","","","species_diversity_3nm","","","cwi_all"
"HAB","coral only","alien_species","","","","","","fishing_v3_eez","","","habitat_combo_eez","","","mariculture","","species_diversity","","tourism","water","cwi_all"
"HAB","seagrass only","alien_species","","","","","","","","","habitat_combo_eez","","","mariculture","","species_diversity","","tourism","water","cwi_all"
"HAB","soft_bottom, with coral","alien_species","","","","fishing_v2_eez","","","","","habitat_combo_eez","","","mariculture","","species_diversity","","tourism","water","cwi_all"
"HAB","soft_bottom, without coral","alien_species","","","fishing_v1_eez","","","","","","habitat_combo_eez","","","mariculture","","species_diversity","","tourism","water","cwi_all"
"SPP","","alien_species","cites","","","fishing_v2_eez","","","","","habitat_combo_eez","","","mariculture","","","","tourism","water","cwi_all"
"CS","","","","","","","","","","habitat_combo","","","","","","","","","water","cwi_all"
"CS","mangrove only","","","","","","","","","habitat_combo","","","","","","","","","","cwi_all"
"CW","","","","","","","","","","","","","","","","","","","water","cwi_all"
"FIS","","","","","","fishing_v2_eez","","","","","habitat_combo_eez","","","","","species_diversity","","","","cwi_all"
"MAR","","","","","","","","","","","","","","mariculture","msi_gov","","","","water","cwi_all"
"ECO","","","","","","","","","","","","li_gci","","","","","","","","cwi_all"
"LIV","","","","","","","","","","","","li_gci","li_sector_evenness","","","","","","","cwi_all"
"NP","corals","","cites","","","","","","","habitat_combo","","","","","","","species_diversity_3nm","","water","cwi_all"
"NP","fish_oil","","cites","fishing_v1","","","","","","habitat_combo","","","","","","","species_diversity_3nm","","water","cwi_all"
"NP","ornamentals","","cites","","","","fishing_v3","","","habitat_combo","","","","","","","species_diversity_3nm","","water","cwi_all"
"NP","seaweeds","","cites","","","","","","","","","","","","","","species_diversity_3nm","","water","cwi_all"
"NP","shells","","cites","","","","","","","habitat_combo","","","","","","","species_diversity_3nm","","","cwi_all"
"NP","sponges","","cites","","","","","","","habitat_combo","","","","","","","species_diversity_3nm","","","cwi_all"
"CP","","","","","","","","","","habitat_combo","","","","","","","","","water","cwi_all"
"CP","mangrove only","","","","","","","","","habitat_combo","","","","","","","","","","cwi_all"
"CP","seaice_shoreline only","","","","","","","","","","","","","","","","","","","cwi_all"
"ICO","","","cites","","","fishing_v2_eez","","","","","habitat_combo_eez","","","","","species_diversity","","","water","cwi_all"
"LSP","","","","","","","","","habitat","","","","","","","","","","water","cwi_all"
"TR","","","","","","","","","","","","","","","","","","","water","cwi_all"
