"","importance","BWrank","lmc","lmc1","lmc10","equal"
"FoodProvision",1.04666844029901,1.05923000987167,1.45751811024996,1.30870198694828,1.0786018368731,1
"AboriginalNeeds",0.747296882782713,0.236650812169075,0,0.325268268004481,0.828199507053041,1
"NaturalProducts",0.843568114119709,0.357354392892399,0.222926013278054,0.475683523050439,0.866498306024911,1
"CarbonStorage",1.0171742245442,0.788836040563582,0.952273361764386,0.96779732272096,0.99180054002442,1
"CoastalProtection",1.06687780625013,1.0181279727183,1.33733761944651,1.22761239623639,1.05795476931046,1
"CoastalLivelihoods",1.01154831282989,0.963744054563403,1.19099613375446,1.12887115213259,1.03281322992998,1
"TourismRecreation",0.946898656600848,0.466840168715786,0.407462161128523,0.600195917705366,0.898201707192155,1
"IconicPlacesSPecies",1.07835167680827,0.869514493403931,1.05014855750694,1.03383682306373,1.00861554690027,1
"CleanWaters",1.15416669280392,1.47168626043256,2.14712355756967,1.77400066481185,1.19707639266154,1
"Biodiversity",1.08744919296131,0.949833976487481,1.23421448530149,1.15803194532592,1.04023816403012,1
