"","importance","BWrank","lmc","lmc1","lmc10","equal"
"FoodProvision",1.04372995160078,1.09045624363184,1.519491848969,1.34678871317754,1.08687055946725,1
"AboriginalNeeds",0.754200625108954,0.244990376995358,0,0.332446285989293,0.832777820018434,1
"NaturalProducts",0.84155325187389,0.358881467225178,0.198068047536229,0.464667346748952,0.865899190712135,1
"CarbonStorage",1.01891506157204,0.780029435073022,0.942450651300375,0.961582718536668,0.990376472453929,1
"CoastalProtection",1.06588041746667,1.0243405411525,1.3503787148504,1.23389661240868,1.05859109251642,1
"CoastalLivelihoods",1.0197253817638,0.992414808105966,1.24658947759824,1.16461172160666,1.04123523000449,1
"TourismRecreation",0.956814989262171,0.453979395448885,0.364593063200904,0.575831739431597,0.893745866853046,1
"IconicPlacesSPecies",1.07332592897326,0.859051284954149,1.03475265980355,1.02319926712361,1.00581141553251,1
"CleanWaters",1.14442789035633,1.46722517830862,2.16067708642371,1.77481429980927,1.19409095264642,1
"Biodiversity",1.08142650202211,0.910449450922676,1.1829984503176,1.12216129516772,1.03060139979536,1
