"","importance","BWrank","lmc","lmc1","lmc10","equal"
"FoodProvision",1.04796819587559,1.07947150463419,1.47968307558165,1.32720533767521,1.08474963686437,1
"AboriginalNeeds",0.712045376085153,0.227568526917768,0,0.317871831774659,0.823321602994629,1
"NaturalProducts",0.849373955875161,0.382961940445672,0.280139553653715,0.508962912355932,0.872816210271967,1
"CarbonStorage",1.00816797872651,0.77065667521199,0.921675000088756,0.946572311284293,0.986161664570236,1
"CoastalProtection",1.07127095589795,1.03174916190101,1.35913209782818,1.24497412004246,1.06345088335746,1
"CoastalLivelihoods",1.03695599210507,0.947742062709525,1.16718124855622,1.11403903883928,1.02953731500427,1
"TourismRecreation",0.967082763292516,0.464602642476829,0.432742917030835,0.613057965081393,0.899777927891065,1
"IconicPlacesSPecies",1.0854422068858,0.862946164464602,1.03215474005664,1.0219336539346,1.00568104792933,1
"CleanWaters",1.15128900391966,1.470715835141,2.09674426674309,1.74812015768511,1.193771018973,1
"Biodiversity",1.07040357133659,0.943403667915599,1.23054710046092,1.15726267132707,1.04073269214367,1
