"","importance","BWrank","lmc","lmc1","lmc10","equal"
"FoodProvision",1.04577818836099,1.08471488431408,1.50192689010362,1.33297691934957,1.08263634169281,1
"AboriginalNeeds",0.708031750698134,0.25614866095828,0,0.336602748498235,0.835361796066052,1
"NaturalProducts",0.830950350386551,0.338130807068683,0.150443150167546,0.436406320826653,0.860130486103802,1
"CarbonStorage",1.02133837481451,0.7648023319366,0.90298133684105,0.935638085515977,0.984027021549438,1
"CoastalProtection",1.06184371698989,1.01840043723811,1.34827983147745,1.23104788295564,1.05734016592087,1
"CoastalLivelihoods",0.998562049554562,0.980870832574239,1.24482604105464,1.16241692273171,1.0403077196755,1
"TourismRecreation",0.954807529976241,0.490799781380944,0.413995371282257,0.611246139941337,0.903521250430931,1
"IconicPlacesSPecies",1.09985675926328,0.861723446893788,1.0594472002067,1.0394371092266,1.00978728027093,1
"CleanWaters",1.17178199692627,1.45891783567134,2.18012256077428,1.78289006325288,1.19429325882781,1
"Biodiversity",1.10704928302958,0.92730916378211,1.19797761809245,1.13133780770139,1.03259467946186,1
