"","importance","BWrank","lmc","lmc1","lmc10","equal"
"FoodProvision",1.05845473043768,1.0632781852294,1.42930806135177,1.29741687808626,1.07899597556857,1
"AboriginalNeeds",0.732202721936414,0.203308886235715,0,0.307218044893508,0.815992331194911,1
"NaturalProducts",0.852449890784023,0.367729831144466,0.290196079091967,0.508260651931079,0.869390635205001,1
"CarbonStorage",1.0094434765527,0.790721473648303,0.959510499762122,0.971949604863918,0.992549621450145,1
"CoastalProtection",1.07009334713706,1.02439024390244,1.33207299110372,1.23005417601489,1.06110397696613,1
"CoastalLivelihoods",1.0006413676745,0.923759167661606,1.10573367435487,1.07325038164016,1.01945580693224,1
"TourismRecreation",0.951257641930121,0.480300187617261,0.46531261764268,0.629578229879723,0.901613421232934,1
"IconicPlacesSPecies",1.07772910111782,0.866450622548184,1.05148702982514,1.03566928518489,1.00947400833182,1
"CleanWaters",1.15851208833332,1.48217636022514,2.09917327937384,1.76148741348542,1.20225631275042,1
"Biodiversity",1.08921563409637,0.979703223605663,1.26720576749389,1.18511533402015,1.04916791036783,1
