"","importance","BWrank","lmc","lmc1","lmc10","equal"
"FoodProvision",1.0588177668558,1.05479667137698,1.49108109475402,1.32884783005745,1.08276576887366,1
"AboriginalNeeds",0.722391179773164,0.252786936724761,0,0.330359418087204,0.83146211540658,1
"NaturalProducts",0.819059281452227,0.323127649552521,0.126371752349054,0.414983071867564,0.852760543219853,1
"CarbonStorage",1.03607706306421,0.807662113361595,0.982285618013477,0.988137730938319,0.997014455533112,1
"CoastalProtection",1.07629757969742,1.0098916627414,1.34790005175649,1.2329679931057,1.05863433877298,1
"CoastalLivelihoods",1.00257662892633,0.953681896687078,1.1662276052605,1.11131275031661,1.02801564895164,1
"TourismRecreation",0.949992119242571,0.443397707646412,0.332555444218613,0.553052039272024,0.88751030648521,1
"IconicPlacesSPecies",1.0793230780422,0.863557858376512,1.04294649372246,1.02875871504742,1.00723811120269,1
"CleanWaters",1.15848904557508,1.47307269587062,2.19198983597711,1.79820476739785,1.20089544541244,1
"Biodiversity",1.09697625737099,0.999842989480295,1.31864210394828,1.21337568390984,1.05370326614184,1
