"","importance","BWrank","lmc","lmc1","lmc10","equal"
"FoodProvision",1.03100803955455,1.02272727272727,1.46581786192758,1.29309914166847,1.06757993286088,1
"AboriginalNeeds",0.794415442483899,0.308636363636364,0,0.370785953858415,0.854921980489898,1
"NaturalProducts",0.836733196122375,0.376363636363636,0.0886435848506386,0.42656174254678,0.867782216222305,1
"CarbonStorage",0.995919743805718,0.752727272727273,0.854968893896206,0.908744390912042,0.978959174359102,1
"CoastalProtection",1.05392855782261,0.997272727272727,1.35077047512393,1.22070970991973,1.0508890858336,1
"CoastalLivelihoods",1.02425739167652,0.951818181818182,1.22582463772905,1.14209203402395,1.03276219119832,1
"TourismRecreation",0.953176407161696,0.471363636363636,0.29511817824506,0.556478456881922,0.897737141311121,1
"IconicPlacesSPecies",1.06759537917311,0.875454545454545,1.07780472115772,1.04895582340857,1.0112877548541,1
"CleanWaters",1.1585063296312,1.485,2.42307971812926,1.89542174742614,1.20645758711119,1
"Biodiversity",1.08445951256834,0.940454545454546,1.21797192894056,1.13715099935398,1.03162293575949,1
