"","importance","BWrank","lmc","lmc1","lmc10","equal"
"FoodProvision",1.04666844029901,1.06731093381279,1.48200616285514,1.32433367327744,1.08223356812143,1
"AboriginalNeeds",0.747296882782713,0.243323219837435,0,0.327117165149379,0.829393118888099,1
"NaturalProducts",0.843568114119709,0.348129003258793,0.187987212637563,0.453610533704609,0.861465030925114,1
"CarbonStorage",1.0171742245442,0.790201146196202,0.953785249381618,0.968902887591989,0.992115445535634,1
"CoastalProtection",1.06687780625013,1.02820541633891,1.35504184033004,1.23890156001186,1.06057258104294,1
"CoastalLivelihoods",1.01154831282989,0.962430235606997,1.19363615786948,1.1302944468368,1.0330356609646,1
"TourismRecreation",0.946898656600848,0.462149305165374,0.395184824047607,0.593030249844476,0.896814369181617,1
"IconicPlacesSPecies",1.07835167680827,0.867138629808593,1.04690264516219,1.03155998483873,1.00800191400702,1
"CleanWaters",1.15416669280392,1.47072704798292,2.15103823132896,1.77451386811807,1.19637504268759,1
"Biodiversity",1.08744919296131,0.942203243810166,1.2344176763874,1.15773563062665,1.03999326864595,1
