"","importance","BWrank","lmc","lmc1","lmc10","equal"
"FoodProvision",1.04971688939734,1.03649965994106,1.40545197567417,1.27594742550487,1.0712182893482,1
"AboriginalNeeds",0.802345892164429,0.224438902743142,0,0.319407865639232,0.824348397292229,1
"NaturalProducts",0.882143564486447,0.345499886647019,0.254187533063276,0.492405901294666,0.868996844863128,1
"CarbonStorage",1.02453351171139,0.793017456359102,0.971545565810116,0.980634135902679,0.995001933030404,1
"CoastalProtection",1.07104204645485,1.0546361369304,1.37733149395725,1.2568088468339,1.06627888166571,1
"CoastalLivelihoods",0.994465553219918,0.950804806166402,1.18739300730707,1.1275382068074,1.03291588206972,1
"TourismRecreation",0.908258013002711,0.481070052142371,0.441565796942719,0.619934073841191,0.901910137226152,1
"IconicPlacesSPecies",1.05874038419376,0.898209022897302,1.09915624222981,1.06748495853438,1.01741695286615,1
"CleanWaters",1.13030431530769,1.47494899115847,2.11155896442932,1.7565182880688,1.1952471136062,1
"Biodiversity",1.07844983006146,0.922693266832918,1.15180942058627,1.10332029757288,1.02666556803212,1
