"rgn_id","level","georgn_id"
1,"r2",53
2,"r2",53
3,"r2",53
4,"r2",53
5,"r2",54
6,"r2",54
7,"r2",54
8,"r2",57
9,"r2",57
10,"r2",57
11,"r2",57
12,"r2",57
13,"r2",57
14,"r2",30
15,"r2",35
16,"r2",53
17,"r2",54
18,"r2",54
19,"r2",61
20,"r2",30
21,"r2",30
24,"r2",35
25,"r2",35
26,"r2",35
28,"r2",14
29,"r2",14
30,"r2",14
31,"r2",14
32,"r2",14
33,"r2",14
34,"r2",14
35,"r2",14
36,"r2",14
37,"r2",14
38,"r2",34
39,"r2",34
40,"r2",34
41,"r2",14
42,"r2",14
43,"r2",14
44,"r2",14
45,"r2",14
46,"r2",14
47,"r2",145
48,"r2",145
49,"r2",15
50,"r2",145
51,"r2",145
52,"r2",145
53,"r2",34
54,"r2",145
55,"r2",39
56,"r2",11
57,"r2",39
58,"r2",39
59,"r2",155
60,"r2",39
61,"r2",15
62,"r2",15
63,"r2",15
64,"r2",11
65,"r2",11
66,"r2",11
67,"r2",15
68,"r2",39
69,"r2",154
70,"r2",154
71,"r2",151
72,"r2",151
73,"r2",151
74,"r2",145
75,"r2",151
76,"r2",145
77,"r2",145
78,"r2",145
79,"r2",145
80,"r2",39
81,"r2",145
82,"r2",39
84,"r2",15
85,"r2",154
86,"r2",154
88,"r2",154
89,"r2",999
90,"r2",999
91,"r2",999
92,"r2",999
93,"r2",999
94,"r2",999
95,"r2",154
96,"r2",11
97,"r2",11
98,"r2",11
99,"r2",11
100,"r2",17
101,"r2",18
102,"r2",18
103,"r2",17
104,"r2",17
105,"r2",999
106,"r2",11
107,"r2",13
108,"r2",29
110,"r2",29
111,"r2",29
112,"r2",29
113,"r2",29
114,"r2",29
115,"r2",29
116,"r2",29
117,"r2",29
118,"r2",29
119,"r2",29
120,"r2",29
121,"r2",29
122,"r2",29
123,"r2",29
124,"r2",29
125,"r2",29
126,"r2",29
127,"r2",29
129,"r2",13
130,"r2",13
131,"r2",13
132,"r2",5
133,"r2",13
134,"r2",13
135,"r2",13
136,"r2",13
137,"r2",5
138,"r2",5
139,"r2",5
140,"r2",29
141,"r2",154
143,"r2",154
144,"r2",154
145,"r2",154
146,"r2",61
147,"r2",61
148,"r2",57
149,"r2",57
150,"r2",57
