"cntry_key","sector","value"
"ABW","cf",89.3104095835
"ABW","mar",89.3104095835
"ABW","tour",90.1398624799
"AGO","cf",90.2603387255
"AGO","tour",90.1703962479
"AIA","cf",89.3104095835
"AIA","tour",90.1398624799
"ALB","cf",86.8025818923
"ALB","mar",86.8025818923
"ALB","tour",86.7941184118
"ANT","mmw",83.77991755
"ANT","tour",81.83977302
"ARE","cf",89.4523825251
"ARE","mar",89.2250683928
"ARE","tour",96.87526435
"ARG","cf",83.91838711
"ARG","mmw",87.20000034
"ARG","tour",89.41115247
"ASM","cf",89.0625380711
"ASM","mar",89.0625380711
"ASM","mmw",91.1645778233
"ATA","mmw",NA
"ATG","cf",89.3104095835
"ATG","mar",89.3104095835
"ATG","mmw",87.2348134505
"ATG","tour",90.1398624799
"AUS","cf",93.63694235
"AUS","mar",93.06917607
"AUS","tour",94.95393686
"Azores","mmw",NA
"BEL","cf",91.82571662
"BEL","tour",91.55978733
"BEN","cf",92.0239238558
"BEN","mmw",94.9249328825
"BEN","tour",91.709922222
"BGD","cf",95.67835942
"BGD","mmw",93.457641968
"BGD","tour",95.74614343
"BGR","tour",89.92762364
"BHR","cf",89.6796966575
"BHR","mar",89.6796966575
"BHR","mmw",90.5889531869
"BHR","tour",88.9977542604
"BHS","mmw",92.44264076
"BHS","tour",89.7957454
"BIH","tour",86.7941184118
"BLZ","cf",93.4266555158
"BLZ","mmw",85.68841638
"BLZ","tour",88.96639074
"BMU","cf",89.3104095835
"BMU","mmw",87.2348134505
"BMU","tour",90.1398624799
"BRA","mmw",91.09811797
"BRA","tour",90.69981544
"BRB","cf",85.2897474
"BRB","tour",90.9
"BRN","cf",94.658881671
"BRN","mar",95.808469903
"BRN","tour",94.6388776012
"CAN","cf",92.4200534
"CAN","tour",93.23684576
"CAN","wte",93.23684576
"Canary Islands","mmw",NA
"CHL","cf",91.50339399
"CHL","mmw",93.66300285
"CHL","tour",91.99584894
"CHN","cf",95.69999973
"CHN","mar",95.69999973
"CHN","mmw",96.89999919
"CHN","tour",95.7999999
"CIV","cf",94.0344473942
"CIV","tour",91.709922222
"CMR","cf",90.2153674867
"CMR","tour",90.1703962479
"COD","cf",90.2063732389
"COD","mar",90.2333559822
"COD","tour",90.1703962479
"COG","cf",90.2603387255
"COG","tour",90.1703962479
"COK","cf",91.844061199
"COK","mmw",95.19536818
"COL","mmw",84.99512488
"COL","tour",88.99277779
"COM","cf",90.7757487992
"COM","tour",89.9498982319
"CPV","cf",92.251086422
"CPV","tour",91.709922222
"CRI","mmw",94.42663558
"CRI","tour",93.38390223
"CUB","cf",98.14563675
"CUB","mar",98.14563675
"CUB","tour",98.0999999
"CYM","tour",96.5
"CYP","cf",95.89442815
"CYP","mar",95.89442815
"CYP","mmw",90.5889531869
"CYP","tour",94.56521739
"DEU","cf",90.73281863
"DEU","mmw",90.78822649
"DEU","tour",88.85288241
"DMA","cf",88.8955234154
"DMA","mmw",87.2348134505
"DMA","tour",90.1398624799
"DNK","cf",94.59345398
"DNK","mar",94.59345398
"DNK","mmw",94.96109664
"DNK","tour",95.17011347
"DOM","cf",81.63782676
"DOM","mmw",85.60000237
"DOM","tour",81.99957868
"DZA","tour",84.72970174
"ECU","cf",90.8325566
"ECU","mar",91.44755921
"ECU","mmw",89.6575642839
"ECU","tour",92.26325165
"EGY","cf",81.1715341797
"EGY","mar",91.04760877
"EGY","mmw",91.78974952
"EGY","tour",88.75667688
"ESP","cf",89.53113922
"ESP","mar",89.53113922
"ESP","mmw",81.41934003
"ESP","tour",90.84293878
"EST","cf",89.24242424
"EST","mar",89.24242424
"EST","tour",92.12121212
"FIN","cf",91.03395651
"FIN","mar",91.03395651
"FIN","tour",91.62878788
"FJI","cf",89.0994544851
"FJI","mmw",95.3999997
"FJI","tour",95.3999997
"FLK","cf",93.4967228068
"FLK","mar",93.4967228068
"FLK","mmw",90.8122557627
"FRA","cf",91.29653696
"FRA","mar",91.38909259
"FRA","mmw",87.92680999
"FRA","tour",91.150281
"FRA","wte",91.41031357
"FSM","mmw",91.1645778233
"GAB","cf",90.1973789912
"GAB","mmw",90.2333559822
"GAB","tour",90.1703962479
"GBR","cf",95.25993884
"GBR","mar",95.39518203
"GBR","mmw",93.89837715
"GBR","tour",95.39518203
"GEO","mmw",85.5
"GHA","cf",95.8310199886
"GHA","mar",95.8310199886
"GHA","tour",91.709922222
"GIB","mmw",87.7198943246
"GIN","tour",91.709922222
"GLP","cf",89.3104095835
"GLP","tour",90.1398624799
"GMB","cf",94.9249328825
"GMB","mmw",94.9249328825
"GMB","tour",91.709922222
"GNQ","cf",90.2153674867
"GNQ","mar",90.2153674867
"GRC","cf",90.28732362
"GRC","mar",90.28732362
"GRC","mmw",89.23947424
"GRC","tour",90.15029128
"GRD","cf",89.3104095835
"GRD","mmw",84.75621696
"GRD","tour",90.1398624799
"GRL","mmw",88.40000047
"GTM","cf",97.23036741
"GTM","mar",97.23036741
"GTM","mmw",91.8643393285
"GTM","tour",93.8427312565
"GUF","cf",89.3920075503
"GUM","cf",91.7488167624
"GUM","mar",91.7488167624
"GUM","mmw",91.1645778233
"GUY","cf",89.3920075503
"GUY","mar",89.3920075503
"GUY","tour",90.5289188506
"HKG","cf",92.14202062
"HKG","mar",92.14202062
"HKG","mmw",93.25842697
"HKG","tour",94.41508154
"HND","cf",96.05924427
"HND","mar",95.98572388
"HND","mmw",95.98572388
"HND","tour",95.83346612
"HRV","cf",86.06603246
"HRV","mmw",88.97096162
