"cntry_key","sector","value"
"DNK","mar",512.6884014132
"DNK","mmw",0
"DNK","tour",373813.04663
"DOM","cf",26311.763093
"DOM","mmw",40.339475
"DOM","tour",421149.479794
"DZA","tour",11483.2505449
"ECU","cf",27204.60988
"ECU","mar",136883.517634329
"ECU","mmw",29.3378
"ECU","tour",42681.329861
"EGY","cf",309437.5461772
"EGY","mar",112051.013985254
"EGY","mmw",33.005025
"EGY","tour",353053.056277
"ESP","cf",111384.1070286
"ESP","mar",48689.22174381
"ESP","mmw",106.349525
"ESP","tour",580181.981197
"EST","cf",14950.7726312
"EST","mar",0
"EST","tour",48271.431645
"FIN","cf",3848.0632862
"FIN","mar",4941.247962222
"FIN","tour",36668.87183
"FJI","cf",2495.215828
"FJI","mmw",0
"FJI","tour",104500
"FLK","cf",2228.1751772
"FLK","mar",15.6735
"FLK","mmw",0
"FRA","cf",33064.6129898
"FRA","mar",67470.44868549
"FRA","mmw",3.667225
"FRA","tour",542884.235473
"FRA","wte",204.9952
"FSM","mmw",0
"GAB","cf",15494.7396926
"GAB","mmw",0
"GAB","tour",1525.08385095
"GBR","cf",31451.6073718
"GBR","mar",11149.03217655
"GBR","mmw",513.4115
"GBR","tour",1789993.83154
"GEO","mmw",0
"GHA","cf",411975.900364
"GHA","mar",0
"GHA","tour",26879.0033979
"GIB","mmw",22
"GIN","tour",6953.01473497
"GLP","cf",2191.5102706
"GLP","tour",18300
"GMB","cf",12795.17645
"GMB","mmw",3.667225
"GMB","tour",22613.5899061
"GNQ","cf",5037.983412
"GNQ","mar",0
"GRC","cf",35552.6960544
"GRC","mar",26610.23228625
"GRC","mmw",14.6689
"GRC","tour",650995.292713
"GRD","cf",5288.255812
"GRD","mmw",3.667225
"GRD","tour",7900
"GRL","mmw",11.001675
"GTM","cf",6599.683188
"GTM","mar",4151.23654552983
"GTM","mmw",0
"GTM","tour",36723.1974782
"GUF","cf",472.8896998
"GUM","cf",2802.5503352
"GUM","mar",12.79800000324
"GUM","mmw",568.419875
"GUY","cf",16377.825856
"GUY","mar",130.990143960081
"GUY","tour",4418.05483649
"HKG","cf",24019.89359
"HKG","mar",7549.28479323
"HKG","mmw",458.403125
"HKG","tour",342200
"HND","cf",119560.130928
"HND","mar",78731.1044264748
"HND","mmw",0
"HND","tour",71518.1148857
"HRV","cf",30353.036672
"HRV","mmw",0
"HRV","tour",155777.417731
"HTI","tour",90852.4440768
"IDN","cf",6227953.8425524
"IDN","mar",3357232.64899098
"IDN","mmw",139.35455
"IDN","tour",4186761.00003
"IND","cf",12890185.3590328
"IND","mar",1617201.79029396
"IND","mmw",7.33445
"IND","tour",3067748.63152
"IRL","mmw",748.1139
"IRL","tour",94733.8460658
"IRN","cf",353437.186004
"IRN","mar",8282.66447241567
"IRN","tour",51338.9061848
"IRQ","cf",5666.167136
"ISL","cf",6381.9462
"ISL","mmw",128.352875
"ISL","tour",17223.5961979
"ISR","tour",78796.6519793
"ITA","mmw",22.00335
"ITA","tour",1150962.46319
"JAM","cf",35290.285443
"JAM","mmw",0
"JAM","tour",255000
"JOR","cf",1089.0603486
"JOR","mar",33.2147201072808
"JOR","tour",7476.41284607
"JPN","cf",304481.40184
"JPN","mmw",348.386375
"JPN","tour",3259817.80205
"KEN","cf",141794.5812164
"KEN","mar",0
"KEN","mmw",0
"KEN","tour",26334.1890603
"KHM","mar",2961.56224234811
"KHM","tour",124499.751921
"KIR","cf",9169.980736
"KIR","tour",3100
"KNA","cf",334.113654
"KNA","mmw",0
"KNA","tour",8700
"KOR","cf",4329.71252
"KOR","mar",142651.9754109
"KOR","tour",830877.725851
"KWT","tour",58404.0694641
"LBN","cf",14152.90422
"LBN","mar",0
"LBN","tour",301088.413155
"LBR","cf",10353.769188
"LBR","mar",0
"LBY","tour",3618.5117382
"LCA","cf",3547.8615424
"LCA","mar",14.889688425
"LCA","mmw",0
"LCA","tour",42800
"LKA","cf",213357.221
"LKA","mar",10658.8897344307
"LKA","mmw",0
"LKA","tour",354125.00584
"LTU","cf",4075.1854892
"LTU","mar",0
"LTU","tour",7234.59401794
"LVA","cf",10200.9778878
"LVA","mar",0
"LVA","tour",20256.3349575
"MAR","cf",288113.58688
"MAR","mmw",0
"MAR","tour",266768.651409
"MDG","cf",287825.77362
"MDG","mar",27878.6062381526
"MDG","mmw",14.6689
"MDG","tour",91713.6585788
"MDV","cf",37268.063084
"MDV","mmw",0
"MDV","tour",55800
"MEX","cf",39110.067948
"MEX","mar",850909.331117888
"MEX","mmw",528.0804
"MEX","tour",1397783.01082
"MLT","cf",2004.056243
"MLT","mar",546.75
"MLT","tour",39200
"MMR","cf",3481914.765
"MMR","mar",11017.3282735235
"MMR","mmw",0
"MMR","tour",116044.054818
"MNE","tour",7244.7021504
"MOZ","mmw",0
"MOZ","tour",55662.24793
"MRT","mmw",0
"MTQ","cf",2267.2176716
"MTQ","tour",14700
"MUS","cf",44025.9184288
"MUS","mar",2.01663125974406
"MUS","mmw",0
"MUS","tour",143600
"MYS","cf",245134.307628
"MYS","mar",60178.4180772833
"MYS","mmw",0
"MYS","tour",537112.997842
"MYT","cf",6027.810754
"MYT","mar",97.318225
"MYT","mmw",0
"NAM","mmw",25.670575
"NAM","tour",3906.47583727
"NCL","cf",643.200068
"NCL","mmw",33.005025
"NGA","cf",1030744.8772208
"NGA","tour",86148.3230496
"NIC","cf",34520.072132
"NIC","mar",44766.3835
"NIC","mmw",0
"NIC","tour",40658.538443
"NIU","mmw",0
"NLD","cf",9367.695932
"NLD","tour",536821.023443
"NOR","cf",34499.8000676
"NOR","mar",27555.1065
"NOR","mmw",95.34785
"NOR","tour",100681.539844
"NZL","cf",4543.695422
"NZL","mmw",1554.9034
"NZL","tour",288494.453209
"OMN","cf",41405.065856
"OMN","mmw",14.6689
"OMN","tour",18995.9793952
"PAK","cf",500653.7936302
"PAK","tour",117800.009602
"PAN","cf",51223.877789
"PAN","mmw",0
"PAN","tour",98931.2492478
"PER","cf",192802.348788
"PER","mar",17156.5281578242
"PER","mmw",0
"PER","tour",80109.984351
"PHL","cf",916487.517904
"PHL","mmw",40.339475
"PHL","tour",4419840.55834
"PLW","cf",646.954154
"PLW","mmw",0
"PNG","mmw",3.667225
"PNG","tour",30880.6326705
"POL","cf",12432.28147
"POL","mar",0
"POL","tour",47664.6565975
"PRI","cf",3344.6403536
"PRI","mmw",165.025125
"PRI","tour",75013.3201494
"PRT","mmw",7.33445
"PRT","tour",317180.549891
"PYF","cf",7914.86465
"PYF","mar",136.223449143518
"PYF","mmw",40.339475
"QAT","cf",10508.938076
"QAT","tour",49800
"REU","cf",1050.6435352
"REU","mmw",0
"REU","tour",20400
"ROU","cf",9147.45622
"ROU","mar",0
"ROU","tour",19008.5831237
"RUS","cf",209090.07658
"RUS","mar",2.64480637272374
"RUS","mmw",0
"RUS","tour",360979.470794
"SAU","cf",30256.681798
"SAU","mar",5706.62658307845
"SAU","tour",30695.7369442
"SDN","cf",46175.2578
"SDN","mar",0
"SDN","tour",1793.37556977
"SEN","cf",142822.950508
"SEN","mmw",0
"SEN","tour",24197.5885008
"SGP","cf",430.468528
"SGP","mar",888.923987172
"SGP","tour",158800
"SHN","cf",69.7008634
"SLB","mmw",3.667225
"SLB","tour",3700
"SLE","tour",19087.8697909
"SLV","cf",39818.4639762
"SLV","mar",784.050369108475
"SLV","tour",93729.6243995
"SPM","mmw",1
"STP","cf",4975.415312
"STP","mmw",0
"STP","tour",3600
"SUR","cf",4915.349936
"SUR","mar",40.8736545
"SUR","mmw",0
"SUR","tour",1400.37540577
"SVN","cf",382.6664996
"SVN","mar",58.37762560563
"SVN","mmw",0
"SVN","tour",18282.8618978
"SWE","cf",3603.92256
"SWE","tour",57132.1113922
"SYC","cf",3115.89138
"SYC","mar",731.833052
"SYC","mmw",0
"SYC","tour",18100
"SYR","cf",20044.316516
"SYR","mar",0
"SYR","tour",21305.6665136
"TCA","cf",483.025732
"TCA","mmw",3.667225
"TGO","cf",25590.3529
"TGO","mar",0
"TGO","tour",1730.15721837
"THA","cf",228669.1367044
"THA","mar",460651.211382001
"THA","mmw",0
"THA","tour",733149.576953
"TLS","cf",7568.863057
"TON","cf",12030.8445404
"TON","mar",416.9112759
"TON","mmw",66.01005
"TON","tour",3500
"TTO","cf",14492.1484582
"TUN","cf",120474.7514138
"TUN","mar",291.232914968197
"TUN","tour",114377.17223
"TUR","mmw",0
"TUR","tour",339959.288195
"TUV","cf",101.1100496
"TWN","cf",458024.770602
"TWN","mar",190850.864044796
"TWN","mmw",102.6823
"TWN","tour",383200
"TZA","cf",301147.773472
"TZA","mar",11330.2361929881
"TZA","mmw",51.34115
"TZA","tour",41547.4253778
"UKR","mmw",0
"UKR","tour",160799.251687
"URY","cf",8357.9719342
"URY","mar",0
"URY","mmw",0
"URY","tour",20634.3078457
"USA","tour",1591706.48193
"VCT","cf",4579.98492
"VCT","mmw",0
"VCT","tour",12300
"VEN","cf",101615.599848
"VEN","mar",6900.32001917771
"VEN","mmw",0
"VEN","tour",94788.6668826
"VGB","mmw",0
"VGB","tour",9400
"VIR","mar",0
"VIR","mmw",0
"VIR","tour",16600
"VNM","tour",1179169.12959
"VUT","cf",2131.5700308
"VUT","tour",24300
"WSM","cf",13902.63182
"WSM","mmw",3.667225
"YEM","cf",122918.786536
"YEM","tour",31274.6144738
"ZAF","cf",25778.0572
"ZAF","mmw",1763.935225
"ZAF","tour",109749.195755
