"cntry_key","year","jobs"
"AFG",1980,4925586.736
"AFG",1981,5026940.689
"AFG",1982,5121564.84
"AFG",1983,5226478.277
"AFG",1984,5324498.277
"AFG",1985,5433662.13
"AFG",1986,5532262.711
"AFG",1987,5623822.633
"AFG",1988,5726189.495
"AFG",1989,5828813.17
"AFG",1990,5921369.934
"AFG",1991,6030374.381
"AFG",1992,6152374.481
"AFG",1993,6267656.525
"AFG",1994,6397483.94
"AFG",1995,6520155.978
"AFG",1996,6680198.227
"AFG",1997,6844859.651
"AFG",1998,7014669.794
"AFG",1999,7190672.739
"AFG",2000,7374023.303
"AFG",2001,7560196.103
"AFG",2002,7767488.962
"AFG",2003,7971081.075
"AFG",2004,8198982.502
"AFG",2005,8453224.94
"AFG",2006,8718619.98
"AFG",2007,9012313.576
"AFG",2008,9303902.377
"AFG",2009,9607046.905
"AGO",1980,3438329.076
"AGO",1981,3561864.166
"AGO",1982,3686971.868
"AGO",1983,3816519.046
"AGO",1984,3938119.316
"AGO",1985,4056183.3
"AGO",1986,4163275.205
"AGO",1987,4256786.42
"AGO",1988,4348559.122
"AGO",1989,4453874.642
"AGO",1990,4580035.551
"AGO",1991,4719154.557
"AGO",1992,4891987.86
"AGO",1993,5094784.583
"AGO",1994,5263870.896
"AGO",1995,5422653.059
"AGO",1996,5575222.897
"AGO",1997,5724565.667
"AGO",1998,5883174
"AGO",1999,6052036.214
"AGO",2000,6236659.275
"AGO",2001,6446592.655
"AGO",2002,6648390.44
"AGO",2003,6878600.879
"AGO",2004,7108696.684
"AGO",2005,7325655.32
"AGO",2006,7545629.058
"AGO",2007,7769389.57
"AGO",2008,8006411.465
"AGO",2009,8277848.115
"ALB",1980,1055522.16
"ALB",1981,1085863.853
"ALB",1982,1115156.137
"ALB",1983,1141986.927
"ALB",1984,1169334.26
"ALB",1985,1202815.521
"ALB",1986,1244052.289
"ALB",1987,1287457.383
"ALB",1988,1327814.592
"ALB",1989,1364547.288
"ALB",1990,1379861.184
"ALB",1991,1345068.101
"ALB",1992,1324917.388
"ALB",1993,1327991.168
"ALB",1994,1324955.93
"ALB",1995,1320757.464
"ALB",1996,1314624.936
"ALB",1997,1299529.158
"ALB",1998,1301348.226
"ALB",1999,1305243.83
"ALB",2000,1308953.612
"ALB",2001,1317248.543
"ALB",2002,1330110.633
"ALB",2003,1343821.533
"ALB",2004,1360709.485
"ALB",2005,1377037.676
"ALB",2006,1389874.076
"ALB",2007,1404014.75
"ALB",2008,1414998.413
"ALB",2009,1435294.385
"ANT",1980,66999.396
"ANT",1981,68380.93771
"ANT",1982,69732.66348
"ANT",1983,71216.46834
"ANT",1984,72766.83235
"ANT",1985,74413.251
"ANT",1986,76184.934
"ANT",1987,78179.23077
"ANT",1988,80014.21276
"ANT",1989,81662.616
"ANT",1990,82726.308
"ANT",1991,83314.05
"ANT",1992,83463.067
"ANT",1993,83213.172
"ANT",1994,82624.51776
"ANT",1995,81903.08
"ANT",1996,83278.39212
"ANT",1997,83967.52443
"ANT",1998,82202.24676
"ANT",1999,82163.12234
"ANT",2000,82328.4
"ANT",2001,82878.10654
"ANT",2002,83929.7286
"ANT",2003,85333.278
"ANT",2004,86907.45261
"ANT",2005,88165.951
"ANT",2006,88506.39604
"ANT",2007,92467.49061
"ANT",2008,94755.775
"ANT",2009,97401.88425
"ARE",1980,548024.4
"ARE",1981,588089.25
"ARE",1982,621872.6412
"ARE",1983,652442.8436
"ARE",1984,683094.7167
"ARE",1985,717740.898
"ARE",1986,757492.076
"ARE",1987,800542.5539
"ARE",1988,848464.7947
"ARE",1989,899227.0122
"ARE",1990,953079.4
"ARE",1991,1011391.349
"ARE",1992,1073666.877
"ARE",1993,1143332.167
"ARE",1994,1221434.396
"ARE",1995,1309670.886
"ARE",1996,1404473.021
"ARE",1997,1508284.698
"ARE",1998,1620447.952
"ARE",1999,1739893.259
"ARE",2000,1865288.628
"ARE",2001,1999536.685
"ARE",2002,2136190.329
"ARE",2003,2272719.265
"ARE",2004,2405786.158
"ARE",2005,2524582.656
"ARE",2006,2633382.287
"ARE",2007,2730122.163
"ARE",2008,2813829.874
"ARE",2009,2884888.937
"ARG",1980,11461105.47
"ARG",1981,11683222.43
"ARG",1982,11891208.87
"ARG",1983,12024551.16
"ARG",1984,12184852.46
"ARG",1985,12457965.56
"ARG",1986,12550607.93
"ARG",1987,12714025.42
"ARG",1988,12952871.94
"ARG",1989,13272479.19
"ARG",1990,13541564.69
"ARG",1991,13619673.19
"ARG",1992,13704846.2
"ARG",1993,13886831.68
"ARG",1994,14065989.76
"ARG",1995,14385462.97
"ARG",1996,14750230.19
"ARG",1997,15112372.35
"ARG",1998,15498497.73
"ARG",1999,15885185.98
"ARG",2000,16273939.77
"ARG",2001,16664099.32
