"rgn_id","trend"
6,0
7,0
13,0
14,0.05
16,0.03
17,0
18,0
24,0.05
25,0
29,-0.01
32,0
41,0
43,0
48,0
50,0.07
51,0
52,0
61,0.01
62,0
65,0
66,0
70,0
75,0
79,0
80,0
81,0.03
82,0
84,0
101,0.1
102,0
115,0
116,0
119,0
129,-0.01
132,-0.02
134,0
135,0.02
136,0.12
137,0.29
138,0.1
139,-0.02
141,0
147,-0.07
153,0
155,0
163,-0.01
164,-0.54
171,0
175,0.03
176,0
177,-0.03
179,-0.04
180,0
181,-0.25
182,-0.02
183,0.01
184,-0.02
187,-0.03
188,0.01
196,0
203,0.01
206,0.1
207,0.03
208,-0.03
209,0
210,-0.02
216,0.05
218,0.01
223,0
224,0
5,-0.12
8,0.02
9,0
10,0
15,0.01
19,0
20,-0.05
21,0
31,-0.19
37,0
40,0
42,-0.01
53,0
54,-0.01
67,0
68,0.05
71,0.04
73,0.02
76,0.01
95,-0.13
110,0
111,-0.01
112,0
130,-0.05
131,0.05
133,-0.08
140,0
143,-0.33
152,0
162,0
166,0
167,0
168,-0.01
172,0
173,0
174,-0.01
186,0.03
190,0
191,0.01
202,0
204,0.04
205,0.06
212,0
214,-0.12
222,0.01
231,0
232,0
245,0
247,0
