"cntry_key","sector","value"
"ABW","cf",91.3835505392
"ABW","mar",91.3835505392
"ABW","tour",92.2125811084
"AGO","cf",90.1973789912
"AGO","tour",90.1254250091
"AIA","cf",91.3835505392
"AIA","tour",92.2125811084
"ALB","cf",87.25179073
"ALB","mar",87.25179073
"ALB","tour",87.1261132301
"ANT","mmw",89.68839428
"ANT","tour",92.2125811084
"ARE","cf",95.99072178
"ARE","mar",96.87526435
"ARE","tour",87.8611835987
"ARG","cf",92.16259288
"ARG","mmw",89.92250516
"ARG","tour",92.8595335013
"ASM","cf",90.585864992
"ASM","mar",90.585864992
"ASM","mmw",92.9172946406
"ATA","mmw",NA
"ATG","cf",91.3835505392
"ATG","mar",91.3835505392
"ATG","mmw",91.3835505392
"ATG","tour",92.2125811084
"AUS","cf",95.76134204
"AUS","mar",94.60377799
"AUS","tour",95.4683241064
"Azores","mmw",NA
"BEL","cf",93.02440428
"BEL","tour",94.6196355223
"BEN","cf",91.0888686979
"BEN","mmw",91.0888686979
"BEN","tour",90.646944137
"BGD","cf",92.9170023532
"BGD","mmw",92.9170023532
"BGD","tour",92.7719708467
"BGR","tour",93.5299509699
"BHR","cf",88.3158118634
"BHR","mar",88.3158118634
"BHR","mmw",88.3158118634
"BHR","tour",87.8611835987
"BHS","mmw",91.29674619
"BHS","tour",92.2125811084
"BIH","tour",87.1261132301
"BLZ","cf",91.81380423
"BLZ","mmw",90.6028368
"BLZ","tour",95.0517220356
"BMU","cf",91.3835505392
"BMU","mmw",91.3835505392
"BMU","tour",92.2125811084
"BRA","mmw",91.60758205
"BRA","tour",92.8595335013
"BRB","cf",90.15151515
"BRB","tour",92.2125811084
"BRN","cf",95.0205533997
"BRN","mar",94.658881671
"BRN","tour",95.3601282008
"CAN","cf",92.81012644
"CAN","tour",92.8739866742
"CAN","wte",92.8739866742
"Canary Islands","mmw",NA
"CHL","cf",92.20354576
"CHL","mmw",92.31133411
"CHL","tour",92.8595335013
"CHN","cf",96.1294196435
"CHN","mar",96.1294196435
"CHN","mmw",96.1294196435
"CHN","tour",96.1869625203
"CIV","cf",91.8685389757
"CIV","tour",90.646944137
"CMR","cf",90.1883847434
"CMR","tour",90.1254250091
