"cntry_key","sector","value"
"ABW","cf",2914586.99524608
"ABW","og",0
"ABW","tour",1625615763.55
"AGO","cf",2019702248.18862
"AGO","og",41510470856.1527
"AGO","tour",71972355.452
"AIA","tour",129064039.409
"Alaska","aqf",10276.1363627344
"Alaska","tour",9592004035.81705
"ALB","aqf",11356.2309468778
"ALB","cf",16620751.221803
"ALB","mar",2208364.29811287
"ALB","og",0
"ALB","tour",922040892.786
"ANT","aqf",210090.272517263
"ANT","cf",80354060.8259379
"ANT","mmw",0
"ANT","og",0
"ANT","tour",1569458128.08
"ARE","aqf",3697770.496
"ARE","cf",648450964.069171
"ARE","mar",38985890.1
"ARE","og",47031758612.776
"ARE","tour",9835781619.81
"ARG","aqf",110696.341232315
"ARG","cf",9236746809.07059
"ARG","mar",781182.9
"ARG","mmw",60349593.5
"ARG","og",170839786.120028
"ARG","tour",2304493529.54
"ASM","mmw",0
"ASM","og",0
"ATA","mmw",16869918.7
"ATA","og",0
"ATG","aqf",5960.30060605465
"ATG","cf",50726866.7905843
"ATG","mmw",0
"ATG","og",0
"ATG","tour",752709359.606
"AUS","aqf",3029584.07582531
"AUS","cf",4093860723.0976
"AUS","mmw",182518228.7
"AUS","og",10241973712.9111
"AUS","tour",16012013104
"Azores","mmw",3424796.75
"BEL","aqf",702047.848342013
"BEL","cf",822803972.046336
"BEL","og",0
"BEL","tour",5037893421.19
"BEN","cf",182292271.306486
"BEN","mmw",0
"BEN","og",0
"BEN","tour",12496846.1374
"BGD","aqf",12111.4482758517
"BGD","cf",3454059168.26522
"BGD","mar",801643496.39262
"BGD","mmw",0
"BGD","og",0
"BGD","tour",861231403.191
"BGR","aqf",2458.624
"BGR","cf",98970046.5156301
"BGR","mar",432305.1
"BGR","og",0
"BGR","tour",956316008.785
"BHR","cf",64775831.7565542
"BHR","mmw",0
"BHR","og",0
"BHR","tour",3027586206.9
"BHS","cf",365813449.726771
"BHS","mar",766090.9090143
"BHS","mmw",3018292.68
"BHS","og",0
"BHS","tour",3474876847.29
"BIH","cf",44255.232
"BIH","mar",4313444.22
"BIH","og",0
"BIH","tour",152365296.273
"BLZ","aqf",128174.710900472
"BLZ","cf",75361742.848
"BLZ","mar",30426507.888129
"BLZ","mmw",491869.92
"BLZ","og",0
"BLZ","tour",302503557.063
"BMU","cf",3079961.04272998
"BMU","mmw",20325.2
"BMU","og",0
"BMU","tour",880788177.34
"BRA","aqf",6930173.57346729
"BRA","cf",4276888084.28134
"BRA","mar",49442903.568576
"BRA","mmw",10348170.73
"BRA","og",49990398989.0167
"BRA","tour",6397530459.22
"BRB","aqf",276984.222784561
"BRB","cf",33194106.1375078
"BRB","og",0
"BRB","tour",1942857142.86
"BRN","aqf",9654.28272251155
"BRN","cf",29238850.6620314
"BRN","mar",9457364.02356634
"BRN","og",5696789459.27347
"BRN","tour",544840899.568
"CAN","aqf",11652.2464454952
"CAN","cf",15122623108.139
"CAN","mar",1645963184.13535
"CAN","mmw",198694105.7
"CAN","og",1513765813.05298
"CAN","tour",21839880838.3
"CAN","wte",4471401.63613147
"Canary Islands","mmw",63206300.81
"CHL","aqf",6224.3645569614
"CHL","cf",47771217349.675
"CHL","mar",3220959261.8754
"CHL","mmw",690040.65
"CHL","og",0
"CHL","tour",7034669086.73
"CHN","aqf",8812011.3744105
"CHN","cf",76583593804.3474
"CHN","mar",43600412705.7285
"CHN","mmw",0
"CHN","og",62542839421.39
"CHN","tour",13819093521.7
"CIV","aqf",272815.229946721
"CIV","cf",323837734.656307
"CIV","mar",1410927.11416341
"CIV","og",611089311.130995
"CIV","tour",69091248.7774
"CMR","cf",700744644.863693
"CMR","og",1459627749.81355
"CMR","tour",45814404.7352
"COD","aqf",844787.867299569
"COD","cf",100729080.243169
"COD","og",463861343.703318
"COD","tour",300105.51233
"COG","aqf",442552.32
"COG","og",4008278391.15883
"COG","tour",5122274.22809
"COK","aqf",400755.712
"COK","mar",2979492.255
"COK","mmw",481976.63
"COK","og",0
"COL","aqf",13397170.3507074
"COL","cf",1182144386.25526
"COL","mar",201791155.846788
"COL","mmw",0
"COL","og",0
"COL","tour",1071076527.11
"COM","og",0
"COM","tour",29556650.2463
"CPV","cf",79131036.9535078
"CPV","og",0
"CPV","tour",458128078.818
"CRI","aqf",1007919.31753537
"CRI","cf",417958927.616922
"CRI","mar",86683492.8
"CRI","mmw",221544.72
"CRI","og",0
"CRI","tour",3018634435.5
"CUB","aqf",291306.161136765
"CUB","cf",189420260.5568
"CUB","mar",23526498.6
"CUB","og",0
"CUB","tour",6194119727.83
"CYM","cf",1966732.17387029
"CYM","og",0
"CYM","tour",641379310.345
"CYP","cf",32695228.9790157
"CYP","mar",56150152.9077207
"CYP","mmw",0
"CYP","og",0
"CYP","tour",4335790223.23
"DEU","aqf",733116.974545902
"DEU","cf",2818610599.84896
"DEU","mar",69707845.02331
"DEU","mmw",0
"DEU","og",2369273215.56793
"DEU","tour",17431697907.4
"DJI","aqf",5849066.496
"DJI","cf",4776946.08791859
"DJI","og",0
"DMA","cf",46412860.8253542
"DMA","mmw",985772.36
"DMA","og",0
"DMA","tour",107389162.562
"DNK","aqf",55348.1706160345
"DNK","cf",18568156424.8248
"DNK","mar",148251401.101718
"DNK","mmw",0
"DNK","og",17223499250.7798
"DNK","tour",19688390472.2
"DOM","aqf",137682.944
"DOM","cf",201485399.065324
"DOM","mar",1992252.71749023
"DOM","mmw",5284552.85
"DOM","og",0
