rgn_id,product,score
5,corals,0
6,corals,0.498875173
7,corals,0.498180139
8,corals,0.498891142
9,corals,0.499727735
11,corals,0.499706588
14,corals,0.469281468
15,corals,0.4965869
16,corals,0.49285092
17,corals,0.49992274
18,corals,0.287339301
19,corals,0
20,corals,0
21,corals,0.383
24,corals,0.483159597
25,corals,0.496461634
28,corals,0
29,corals,0
31,corals,0
37,corals,0.014319423
39,corals,0.4982287
40,corals,0.366399605
41,corals,0
42,corals,0.499758101
43,corals,0.498704586
44,corals,0.498486805
45,corals,0.495090078
46,corals,0
47,corals,0
48,corals,0.497797793
49,corals,0.498561652
50,corals,0
51,corals,0
52,corals,0
53,corals,0.383
54,corals,0.495880773
59,corals,0
61,corals,0.383
62,corals,0.383
64,corals,0
65,corals,0
66,corals,0.383
67,corals,0
69,corals,0
70,corals,0
71,corals,0.383
72,corals,0.383
73,corals,0.383
74,corals,0
75,corals,0.383
76,corals,0.383
77,corals,0.383
78,corals,0
79,corals,0
80,corals,0
81,corals,0.383
82,corals,0.383
84,corals,0
86,corals,0
96,corals,0.383
97,corals,0
98,corals,0
99,corals,0
101,corals,0
102,corals,0
103,corals,0
104,corals,0
106,corals,0
108,corals,0
110,corals,0
111,corals,0
112,corals,0.499597488
113,corals,0.494523222
114,corals,0
115,corals,0.497879355
120,corals,0
122,corals,0
123,corals,0
124,corals,0
125,corals,0
126,corals,0
127,corals,0.385485518
129,corals,0
130,corals,0
131,corals,0
132,corals,0.499395901
133,corals,0
134,corals,0.383
135,corals,0
136,corals,0
137,corals,0
138,corals,0.383
139,corals,0
140,corals,0
141,corals,0
143,corals,0.383
145,corals,0.383
147,corals,0.499802969
152,corals,0.492797828
153,corals,0
155,corals,0
162,corals,0.383
163,corals,0.49743843
164,corals,0
166,corals,0.255152686
167,corals,0
168,corals,0.383
169,corals,0
171,corals,0.495485626
172,corals,0
173,corals,0
174,corals,0
175,corals,0
176,corals,0
177,corals,0
178,corals,0
179,corals,0.383
180,corals,0
181,corals,0
182,corals,0.383
183,corals,0
184,corals,0
186,corals,0.383
187,corals,0.383
188,corals,0
189,corals,0
190,corals,0
191,corals,0.490376935
193,corals,0
194,corals,0
195,corals,0.383
196,corals,0.383
197,corals,0.383
198,corals,0
199,corals,0
200,corals,0
202,corals,0.497739849
203,corals,0.45479341
204,corals,0
205,corals,0
206,corals,0.467578952
207,corals,0.424938532
208,corals,0.35685657
209,corals,0
210,corals,0.498816998
212,corals,0
214,corals,0.499661638
215,corals,0
216,corals,0.499968134
218,corals,0.5
219,corals,0
220,corals,0.213713141
222,corals,0
223,corals,0.5
224,corals,0.5
231,corals,0
232,corals,0.383
244,corals,0.471371314
245,corals,0.459101877
247,corals,0
248,corals,0.496905002
249,corals,0.452285523
250,corals,0.489196734
5,ornamentals,0.995556404
6,ornamentals,0.989680928
7,ornamentals,0.9879635
8,ornamentals,0.997227118
9,ornamentals,0.999126243
11,ornamentals,0.997318395
14,ornamentals,0.960945644
15,ornamentals,0.931601932
16,ornamentals,0.989569511
17,ornamentals,0.982674231
18,ornamentals,0.990658737
19,ornamentals,0.99956
20,ornamentals,0.942
21,ornamentals,0.942
24,ornamentals,0.454569756
25,ornamentals,0.903133181
28,ornamentals,0.99389292
29,ornamentals,0.992374601
31,ornamentals,0
37,ornamentals,0.998360906
39,ornamentals,0.992303291
40,ornamentals,0.750909982
41,ornamentals,0.976714947
42,ornamentals,0.978178538
43,ornamentals,0.92592275
44,ornamentals,0.991382368
45,ornamentals,0.911174597
46,ornamentals,0.898340872
47,ornamentals,0.987344806
48,ornamentals,0.991025395
49,ornamentals,0.967105916
50,ornamentals,0.956833206
51,ornamentals,0.90342096
52,ornamentals,0.925716837
53,ornamentals,0.942
54,ornamentals,0.896418931
59,ornamentals,0.942
61,ornamentals,0.955201698
62,ornamentals,0.485982158
64,ornamentals,0
65,ornamentals,0.942
66,ornamentals,0.942
67,ornamentals,0.990091976
69,ornamentals,0.942
70,ornamentals,0.942
71,ornamentals,0.969817551
72,ornamentals,0.942
73,ornamentals,0
74,ornamentals,0.942
75,ornamentals,0.942
76,ornamentals,0.943854141
77,ornamentals,0.916532872
78,ornamentals,0.474499192
79,ornamentals,0.978089939
80,ornamentals,0.945027358
81,ornamentals,0.942
82,ornamentals,0.871552653
84,ornamentals,0.98127483
86,ornamentals,0.942
96,ornamentals,0.942
97,ornamentals,0.942
98,ornamentals,0.992550645
99,ornamentals,0.988695286
101,ornamentals,0.942
102,ornamentals,0
103,ornamentals,0.985637754
104,ornamentals,0.995325578
106,ornamentals,0.970374514
108,ornamentals,0.998962555
110,ornamentals,0
111,ornamentals,0.994279797
112,ornamentals,0.947317488
113,ornamentals,0
114,ornamentals,0.971637911
115,ornamentals,0.961510027
120,ornamentals,0.994774018
122,ornamentals,0.959857625
123,ornamentals,0
124,ornamentals,0.98973179
125,ornamentals,0
126,ornamentals,0.848689396
127,ornamentals,0.985582496
129,ornamentals,0.975075655
130,ornamentals,0.984646537
131,ornamentals,0.974678629
132,ornamentals,0.979623713
133,ornamentals,0.986410313
134,ornamentals,0.982602713
135,ornamentals,0
136,ornamentals,0.989560224
137,ornamentals,0.986308084
138,ornamentals,0.942
139,ornamentals,0.977514571
140,ornamentals,0.983400304
141,ornamentals,0
143,ornamentals,0
145,ornamentals,0.980920815
147,ornamentals,0.998835811
152,ornamentals,0.993092443
153,ornamentals,0
155,ornamentals,0.997955546
162,ornamentals,0.942
163,ornamentals,0
164,ornamentals,0.910353736
166,ornamentals,0.993026887
167,ornamentals,0.942
168,ornamentals,0.989399005
169,ornamentals,0.990622192
171,ornamentals,0.985869624
172,ornamentals,0.942
173,ornamentals,0.942
174,ornamentals,0.942
175,ornamentals,0.886974645
176,ornamentals,0.942
177,ornamentals,0.942
178,ornamentals,0.942
179,ornamentals,0.950611974
180,ornamentals,0.95121824
181,ornamentals,0.977225566
182,ornamentals,0.473347282
183,ornamentals,0.973160113
184,ornamentals,0.957376968
186,ornamentals,0
187,ornamentals,0.801474366
188,ornamentals,0.942
189,ornamentals,0.942
190,ornamentals,0.964023818
191,ornamentals,0.929324442
193,ornamentals,0.942
194,ornamentals,0.942
195,ornamentals,0.942
196,ornamentals,0
197,ornamentals,0
198,ornamentals,0.986238527
199,ornamentals,0
200,ornamentals,0.994570459
202,ornamentals,0.970306687
203,ornamentals,0.97656098
204,ornamentals,0.920690888
205,ornamentals,0
206,ornamentals,0.960266998
207,ornamentals,0.957313632
208,ornamentals,0
209,ornamentals,0
210,ornamentals,0.986026314
212,ornamentals,0.996941712
214,ornamentals,0.97217706
215,ornamentals,0.650575438
216,ornamentals,0.964968951
218,ornamentals,0.969076798
219,ornamentals,0.942
220,ornamentals,0.889264722
222,ornamentals,0.825129321
223,ornamentals,0.971042896
224,ornamentals,0.983438989
231,ornamentals,0.923743569
232,ornamentals,0
244,ornamentals,0.98969297
245,ornamentals,0.991712361
247,ornamentals,0.971118616
