"rgn_id","pressures.score"
1,0.090014506
2,0.180921136
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0.104335524
14,0.046660044
15,0.26294024
16,0
17,0
18,0
19,0
20,0
21,0.273281759
24,0.012519149
25,0.04140729
26,0.0093071
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0.049716795
48,0.040931373
49,0
50,0.018488343
51,0.017788372
52,0.088040079
53,0.092759618
54,0
55,0.099297655
56,0.004728121
57,0.125983433
58,0.154982722
59,0.050488407
60,0
61,0.049036291
62,0.129049953
63,0.006507283
64,0.052374887
65,0.107158256
66,0.176452282
67,0
68,0.046820831
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0.130312461
77,0.042899377
78,0.104031027
79,0.02603712
80,0.074641867
81,0.05129839
82,0
84,0.109366805
85,0
86,0
88,0
89,0
90,0
91,0
92,0.037970454
93,0
94,0
95,0.011305535
96,0.058630328
97,0
98,0.014325766
99,0
100,0.096510916
101,0.045328952
102,0.0213276
103,0.001789556
104,0
105,0
106,0.061698985
107,0
108,0
110,0
111,0.00719084
112,0
113,0
114,0.01147557
115,0.003131672
116,0.01021354
117,0
118,0
119,0
120,0
121,0
122,0
123,0.051611387
124,0
125,0
126,0
127,0
129,0.051681976
130,0.008498772
131,0
132,0
133,0
134,0
135,0.02242425
136,0
137,0.040082792
138,0.055833514
139,0.06733458
140,0.074959839
141,0.234173276
143,0.147884372
144,0.575581629
145,0.03616616
146,0
147,0
148,0
149,0.135421998
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
161,0
162,0.074048623
163,0.034732429
164,0.020334754
166,0
167,0.021480575
168,0.003793352
169,0
171,0.011688385
172,0.059593499
173,0.069444529
174,0
175,0.176336051
176,0.046201894
177,0.079777668
178,0
179,0.097697448
180,0.058479248
181,0.057173185
182,0.099503517
183,0.093001862
184,0.011214133
185,0
186,0.02086046
187,0.021115891
188,0.019030303
189,0
190,0
191,0.005853321
192,0
193,0
194,0.013670302
195,0
196,0.992856206
197,0.124471185
198,0.355999424
199,0
200,0.098290377
202,0
203,0.143528296
204,0.002069416
205,0.032519213
206,0.097317091
207,0.031580017
208,0.390457572
209,0.177578625
210,0.190427381
212,0.204398932
213,0
214,0
215,0
216,0.03119285
218,0
219,0
220,0.111116278
221,0
222,0
223,0.06528264
224,0.150714953
227,0
228,0
231,0
232,0.34096894
237,0
244,0
245,0
247,0
248,0
249,0
250,0
