"rgn_id","year","status"
1,"2010","0.04"
2,"2010","0.02"
3,"2010","0.11"
4,"2010","0.13"
5,"2010","0.75"
6,"2010","0.77"
7,"2010","0.86"
8,"2010","0.8"
9,"2010","0.02"
10,"2010","0.7"
11,"2010","0.78"
12,"2010","0.05"
13,"2010","0.084900965"
14,"2010","0.07"
15,"2010","0.18"
16,"2010","0.157639774"
17,"2010","0.76"
18,"2010","0.37"
19,"2010","0.8"
20,"2010","0.01"
21,"2010","0.17"
24,"2010","0.06"
25,"2010","0.08"
26,"2010","0.01"
28,"2010","0.32"
29,"2010","0.31"
30,"NA","NA"
31,"2010","0.32"
32,"2010","0.31"
33,"NA","NA"
34,"NA","NA"
35,"NA","NA"
36,"2010","0.32"
37,"2010","0.23"
38,"2010","0.31"
39,"2010","0.34"
40,"2010","0.06"
41,"2010","0.291431479"
42,"2010","0.21"
43,"2010","0.15"
44,"2010","0.28"
45,"2010","0.17"
46,"2010","0.2"
47,"2010","0.23"
48,"2010","0.33"
49,"2010","0.18"
50,"2010","0.203924513"
51,"2010","0.17"
52,"2010","0.27"
53,"2010","0.27"
54,"2010","0.22"
55,"2010","0.23"
56,"2010","0.3"
57,"2010","0.29"
58,"2010","0.36"
59,"2010","0.22"
60,"2010","0.2"
61,"2010","0.24"
62,"2010","0.46"
63,"2010","0.31"
64,"2010","0.24"
65,"2010","0.26"
66,"2010","0.24"
67,"2010","0.22"
68,"2010","0.22"
69,"2010","0.31"
70,"2010","0.3"
71,"2010","0.25"
72,"2010","0.43"
73,"2010","0.152381252"
74,"2010","0.27"
75,"2010","0.35"
76,"2010","0.230196374"
77,"2010","0.17"
78,"2010","0.14"
79,"2010","0.15"
80,"2010","0.25"
81,"2010","0.19"
82,"2010","0.23"
84,"2010","0.23"
85,"2010","0.21"
86,"2010","0.16"
88,"2010","0.16"
89,"2010","0.22"
90,"2010","0.31"
91,"2010","0.36"
92,"2010","0.02"
93,"2010","0.62"
94,"2010","0.76"
95,"2010","0.31"
96,"2010","0.35"
97,"2010","0.24"
98,"2010","0.43"
99,"2010","0.28"
100,"2010","0.21"
101,"2010","0.21"
102,"2010","0.26"
103,"2010","0.09"
104,"2010","0.16"
105,"2010","0.17"
106,"2010","0.38"
107,"2010","0.15"
108,"2010","0.04"
110,"2010","0.13"
111,"2010","0.09"
112,"2010","0.06"
113,"2010","0"
114,"2010","0.000930545"
115,"2010","0.05"
116,"2010","0.072020016"
117,"2010","0.05"
118,"2010","0.01"
119,"2010","0.02"
120,"2010","0.01"
121,"2010","0.01"
122,"2010","0.02"
123,"2010","0.01"
124,"2010","0.01"
125,"2010","0.1"
126,"2010","0.1"
127,"2010","0.02"
129,"2010","0.39"
130,"2010","0.23"
131,"2010","0.18"
132,"2010","0.12"
133,"2010","0.03"
134,"2010","0.19"
135,"2010","0.33"
136,"2010","0.4"
137,"2010","0.215441753"
138,"2010","0.63"
139,"2010","0.13"
140,"2010","0.01"
141,"2010","0.31"
143,"2010","0.26"
144,"2010","0.25778742"
145,"2010","0.34"
146,"2010","0.15"
147,"2010","0.26"
148,"NA","NA"
149,"2010","0.18"
150,"2010","0.12"
151,"2010","0.17"
152,"2010","0.17"
153,"2010","0.18"
154,"2010","0.21"
155,"2010","0.16"
156,"2010","0.35"
157,"NA","NA"
158,"2010","0.55"
159,"2010","0.12"
161,"2010","0.74"
162,"2010","0.241806217"
163,"2010","0.381507658"
164,"2010","0.07"
166,"2010","0.01"
167,"2010","0.01"
168,"2010","0.01"
169,"2010","0.05"
171,"2010","0.265137889"
172,"2010","0.34"
173,"2010","0.47"
174,"2010","0.3"
175,"2010","0.18"
176,"2010","0.18"
177,"2010","0.19"
178,"2010","0.3"
179,"2010","0.28"
180,"2010","0.340742232"
181,"2010","0.37"
182,"2010","0.22"
183,"2010","0.24"
184,"2010","0.21"
185,"2010","0.25"
186,"2010","0.24"
187,"2010","0.21"
188,"2010","0.24"
189,"2010","0.3"
190,"2010","0.27"
191,"2010","0.26"
192,"2010","0.12"
193,"2010","0.21"
194,"2010","0.25"
195,"2010","0.35"
196,"2010","0.13"
197,"2010","0.2"
198,"2010","0.26"
199,"2010","0.13"
200,"2010","0.1"
202,"2010","0.14"
203,"2010","0.13"
204,"2010","0"
205,"2010","0"
206,"2010","0.165251813"
207,"2010","0.03"
208,"2010","0.19"
209,"2010","0.149973221"
210,"2010","0.158871856"
212,"2010","0.36"
214,"2010","0.16"
215,"2010","0.04"
216,"2010","0.241651378"
218,"2010","0.43"
219,"2010","0.33"
220,"2010","0.03"
221,"NA","NA"
222,"2010","0.3"
223,"2010","0.31"
224,"2010","0.433101011"
227,"NA","NA"
228,"NA","NA"
231,"2010","0.14"
232,"2010","0.23"
237,"NA","NA"
244,"NA","NA"
245,"NA","NA"
247,"2010","0.17"
248,"NA","NA"
249,"NA","NA"
250,"2010","0.14"
