"cntry_key","sector","value"
"ABW","cf",1363.98458
"ABW","mar",2.3262817194
"ABW","tour",36400
"AGO","cf",65666.472312
"AGO","tour",6678.58700947
"AIA","cf",383.6675892
"AIA","tour",3900
"ALB","cf",8166.388412
"ALB","mar",1345.60264795934
"ALB","tour",104529.506166
"ANT","mmw",0
"ANT","tour",18600
"ARE","cf",51678.747876
"ARE","mar",291.6
"ARE","tour",104797.678395
"ARG","cf",57732.837232
"ARG","mmw",704.1072
"ARG","tour",109852.002086
"ASM","cf",154.0426622
"ASM","mar",2.2431580784962
"ASM","mmw",0
"ATA","mmw",84
"ATG","cf",2112.299056
"ATG","mar",0.931644476468955
"ATG","mmw",0
"ATG","tour",19200
"AUS","cf",9134.9426
"AUS","mar",21903.71950134
"AUS","tour",193760.840876
"Azores","mmw",46
"BEL","cf",959.4192454
"BEL","tour",48240.2058727
"BEN","cf",71486.556974
"BEN","mmw",0
"BEN","tour",3712.47770619
"BGD","cf",4600527.0283196
"BGD","mmw",0
"BGD","tour",657293.855076
"BGR","tour",42148.1502504
"BHR","cf",15825.349533
"BHR","mar",310.554
"BHR","mmw",25.670575
"BHR","tour",78500
"BHS","mmw",7.33445
"BHS","tour",86600
"BIH","tour",8224.56235229
"BLZ","cf",5673.675308
"BLZ","mmw",0
"BLZ","tour",23623.4984327
"BMU","cf",458.9995816
"BMU","mmw",0
"BMU","tour",9300
"BRA","mmw",594.09045
"BRA","tour",319687.483978
"BRB","cf",5616.738337
"BRB","tour",63300
"BRN","cf",755.822648
"BRN","mar",127.8436894983
"BRN","tour",8487.81070815
"CAN","cf",61546.988608
"CAN","tour",289748.450708
"CAN","wte",16.3466
"Canary Islands","mmw",576
"CHL","cf",177110.269308
"CHL","mmw",36.67225
"CHL","tour",269935.179586
"CHN","cf",4555348.104944
"CHN","mar",6459117.54597927
"CHN","mmw",1045.159125
"CHN","tour",2003709.61375
"CIV","cf",15561.937832
"CIV","tour",13003.7545951
"CMR","cf",37540.86
"CMR","tour",8336.55999946
"COD","cf",304376.4125682
"COD","mar",0
"COD","tour",255.600906227
"COG","cf",26278.602
"COG","tour",296.511647602
"COK","cf",51.931523
"COK","mmw",25.670575
"COL","mmw",22.00335
"COL","tour",71188.0003087
"COM","cf",14109.10655
"COM","tour",7700
"CPV","cf",12055.621508
"CPV","tour",40600
"CRI","mmw",187.028475
"CRI","tour",144628.241694
"CUB","cf",12383.478352
"CUB","mar",4287.64562132422
"CUB","tour",457198.451692
"CYM","tour",7800
"CYP","cf",1896.1888386
"CYP","mar",2153.334988494
"CYP","mmw",0
"CYP","tour",68138.2055363
"DEU","cf",3971.822988
"DEU","mmw",0
"DEU","tour",233318.222785
"DMA","cf",2025.7048056
"DMA","mmw",25.670575
"DMA","tour",8600
"DNK","cf",2626.608838
"DNK","mar",520.5912233805
"DNK","mmw",0
"DNK","tour",332474.182459
"DOM","cf",23677.1455382
"DOM","mmw",51.34115
"DOM","tour",456018.169095
"DZA","tour",12440.649265
"ECU","cf",58018.147768
"ECU","mar",137929.354050876
"ECU","mmw",110.01675
"ECU","tour",47034.7166721
"EGY","cf",992431.6765944
"EGY","mar",159367.674901766
"EGY","mmw",121.018425
"EGY","tour",393483.360562
"ESP","cf",42605.4974226
"ESP","mar",49287.9055653
"ESP","mmw",315.38135
"ESP","tour",496999.033548
"EST","cf",6991.359494
"EST","mar",0
"EST","tour",38271.9868143
"FIN","cf",2787.9093998
"FIN","mar",3883.089062097
"FIN","tour",30315.5296549
"FJI","cf",3366.16378
"FJI","mmw",0
"FJI","tour",77400
"FLK","cf",1902.07024
"FLK","mar",14.58
"FLK","mmw",0
"FRA","cf",29588.3293538
"FRA","mar",60884.04102345
"FRA","mmw",22.00335
"FRA","tour",490980.670481
"FRA","wte",204.9952
"FSM","mmw",0
"GAB","cf",8267.4984616
"GAB","mmw",0
"GAB","tour",1227.21591131
"GBR","cf",26890.2677456
"GBR","mar",17187.97727754
"GBR","mmw",1125.838075
"GBR","tour",1762457.76101
"GEO","mmw",0
"GHA","cf",639123.130604
"GHA","mar",0
"GHA","tour",25438.240028
"GIB","mmw",41
"GIN","tour",7678.06172605
"GLP","cf",2256.9565032
"GLP","tour",19700
"GMB","cf",10936.6536076
"GMB","mmw",33.005025
"GMB","tour",25215.3982919
"GNQ","cf",546.845194
"GNQ","mar",0
"GRC","cf",31107.2325494
"GRC","mar",33247.02634335
"GRC","mmw",14.6689
"GRC","tour",579888.608598
"GRD","cf",5895.166382
"GRD","mmw",7.33445
"GRD","tour",10000
"GRL","mmw",14.6689
"GTM","cf",6502.076952
"GTM","mar",583.90935
"GTM","mmw",0
"GTM","tour",42228.591117
"GUF","cf",394.6795748
"GUM","cf",1877.043
"GUM","mar",12.79800000324
"GUM","mmw",1492.560575
"GUY","cf",16643.1146
"GUY","mar",104.792115160279
"GUY","tour",3016.98036403
"HKG","cf",17903.236134
"HKG","mar",7637.78389149
"HKG","mmw",275.041875
"HKG","tour",422600
"HND","cf",7125.255228
"HND","mar",89479.7504055847
"HND","mmw",0
"HND","tour",91198.5930215
"HRV","cf",29985.136244
"HRV","mmw",0
"HRV","tour",135948.808096
"HTI","tour",147380.970382
"IDN","cf",4265206.8110792
"IDN","mar",0
"IDN","mmw",124.68565
"IDN","tour",4456116.9172
"IND","cf",12618067.8074626
