"saup_id","rgn_id","prop_area"
"166",1,"1"
"162",2,"1"
"574",3,"1"
"37",4,"1"
"540",5,"1"
"548",6,"1"
"90",7,"1"
"585",8,"1"
"583",9,"1"
"520",10,"1"
"584",11,"1"
"872",12,"1"
"316",13,"0.228173041661688"
"580",13,"0.771826958338312"
"157",14,"1"
"608",15,"1"
"36",16,"0.921325807815495"
"38",16,"0.0786741921845045"
"598",17,"1"
"242",18,"1"
"798",19,"1"
"408",20,"1"
"410",21,"1"
"116",24,"1"
"764",25,"1"
"357",26,"1"
"174",28,"1"
"175",29,"1"
"NA",30,"NA"
"690",31,"1"
"638",32,"1"
"NA",33,"NA"
"NA",34,"NA"
"NA",35,"NA"
"252",36,"1"
"480",37,"1"
"86",38,"1"
"462",39,"1"
"144",40,"1"
"251",41,"0.381049312174809"
"508",41,"0.618950687825191"
"450",42,"1"
"404",43,"1"
"706",44,"1"
"111",45,"1"
"262",46,"1"
"887",47,"1"
"512",48,"1"
"736",49,"1"
"683",50,"0.845283190468611"
"684",50,"0.154716809531389"
"414",51,"1"
"48",52,"1"
"586",53,"1"
"784",54,"1"
"622",55,"1"
"132",56,"1"
"621",57,"1"
"723",58,"1"
"56",59,"1"
"292",60,"1"
"788",61,"1"
"504",62,"1"
"732",63,"1"
"478",64,"1"
"270",65,"1"
"686",66,"1"
"434",67,"1"
"470",68,"1"
"428",69,"1"
"233",70,"1"
"100",71,"1"
"642",72,"1"
"645",73,"0.161594361137021"
"647",73,"0.00825726645376504"
"648",73,"0.00143693777370243"
"649",73,"0.422337305147582"
"650",73,"0.404798240794903"
"651",73,"0.00157588869302642"
"268",74,"1"
"804",75,"1"
"793",76,"0.326787522430772"
"794",76,"0.673212477569228"
"760",77,"1"
"422",78,"1"
"376",79,"1"
"300",80,"1"
"196",81,"1"
"8",82,"1"
"12",84,"1"
"855",85,"1"
"654",86,"1"
"856",88,"1"
"239",89,"1"
"711",90,"1"
"896",91,"1"
"895",92,"1"
"897",93,"1"
"334",94,"1"
"238",95,"1"
"694",96,"1"
"430",97,"1"
"768",98,"1"
"204",99,"1"
"178",100,"1"
"516",101,"1"
"710",102,"1"
"678",103,"1"
"226",104,"1"
"74",105,"1"
"288",106,"1"
"898",107,"1"
"60",108,"1"
"44",110,"1"
"796",111,"1"
"192",112,"1"
"136",113,"1"
"332",114,"0.906945490167505"
"843",114,"0.0930545098324954"
"214",115,"1"
"630",116,"0.840400323512858"
"850",116,"0.159599676487142"
"92",117,"1"
"660",118,"1"
"659",119,"1"
"28",120,"1"
"500",121,"1"
"662",122,"1"
"212",123,"1"
"52",124,"1"
"308",125,"1"
"780",126,"1"
"670",127,"1"
"591",129,"1"
"188",130,"1"
"558",131,"1"
"170",132,"1"
"340",133,"1"
"222",134,"1"
"484",135,"1"
"320",136,"1"
"218",137,"0.220596475819392"
"219",137,"0.779403524180608"
"604",138,"1"
"862",139,"1"
"312",140,"0.668286705009121"
"474",140,"0.331713294990879"
"234",141,"1"
"352",143,"1"
"579",144,"0.407085987482712"
"744",144,"0.592914012517288"
"304",145,"1"
"612",146,"1"
"258",147,"1"
"NA",148,"NA"
"845",149,"1"
"844",150,"1"
"16",151,"1"
"882",152,"1"
"184",153,"1"
"570",154,"1"
"776",155,"1"
"772",156,"1"
"NA",157,"NA"
"846",158,"1"
"396",159,"1"
"876",161,"1"
"554",162,"0.834601974384349"
"555",162,"0.165398025615651"
"488",163,"0.181680365500586"
"841",163,"0.433632361630352"
"842",163,"0.102983776603974"
"848",163,"0.0949556414968446"
"851",163,"0.10533216456452"
"852",163,"0.0814156902037244"
"84",164,"1"
"388",166,"1"
"328",167,"1"
"740",168,"1"
"254",169,"1"
"76",171,"0.871552785565254"
"77",171,"0.128447214434746"
"32",172,"1"
"858",173,"1"
"246",174,"1"
"208",175,"1"
"276",176,"1"
"528",177,"1"
"616",178,"1"
"250",179,"1"
"826",180,"0.9851553606491"
"830",180,"0.0148446393509004"
"372",181,"1"
"724",182,"1"
"620",183,"1"
"380",184,"1"
"492",185,"1"
"891",186,"1"
"191",187,"1"
"705",188,"1"
"440",189,"1"
"634",190,"1"
"364",191,"1"
"368",192,"1"
"624",193,"1"
"324",194,"1"
"384",195,"1"
"566",196,"1"
"120",197,"1"
"266",198,"1"
"180",199,"1"
"24",200,"1"
"834",202,"1"
"356",203,"1"
"50",204,"1"
"104",205,"1"
"459",206,"0.153701517631172"
"460",206,"0.297295182392974"
"461",206,"0.200363981076561"
"463",206,"0.348639318899293"
"704",207,"1"
"702",208,"1"
"156",209,"0.999065563524635"
"344",209,"0.000916516973264977"
"446",209,"1.79195021000782e-05"
"390",210,"0.412455079637146"
"393",210,"0.587544920362854"
"296",212,"1"
"818",214,"1"
"400",215,"1"
"361",216,"0.59501968705017"
"362",216,"0.40498031294983"
"124",218,"1"
"666",219,"1"
"532",220,"1"
"NA",221,"NA"
"752",222,"1"
"578",223,"1"
"152",224,"0.545710212605198"
"153",224,"0.195653762137801"
"154",224,"0.122163591471892"
"155",224,"0.136472433785109"
"NA",227,"NA"
"NA",228,"NA"
"626",231,"1"
"70",232,"1"
"NA",237,"NA"
"NA",244,"NA"
"NA",245,"NA"
"96",247,"1"
"NA",248,"NA"
"NA",249,"NA"
"533",250,"1"
