"cntry_key","sector","value"
"ABW","cf",10288207336.6
"ABW","og",10321800655.5
"ABW","tour",10321800655.5
"AGO","cf",6670024587
"AGO","og",18954402780
"AGO","tour",43784512970
"AIA","tour",14589005800.8362
"Alaska","aqf",80476807180.2758
"Alaska","tour",96625436159.3412
"ALB","aqf",7464446950
"ALB","cf",4449373456
"ALB","mar",4449373456
"ALB","og",7464446950
"ALB","tour",9132562332
"ANT","aqf",49152912338.2132
"ANT","cf",44998754281
"ANT","mmw",35298806560
"ANT","og",49152912338.2132
"ANT","tour",49152912338.2132
"ARE","aqf",1.24346e+11
"ARE","cf",1.09816e+11
"ARE","mar",1.24346e+11
"ARE","og",1.47824e+11
"ARE","tour",2.22106e+11
"ARG","aqf",1.29597e+11
"ARG","cf",1.0204e+11
"ARG","mar",1.83193e+11
"ARG","mmw",2.98948e+11
"ARG","og",1.53129e+11
"ARG","tour",2.14066e+11
"ASM","mmw",232957698.223333
"ASM","og",212279158.58
"ATA","mmw",NA
"ATA","og",NA
"ATG","aqf",806505874.3
"ATG","cf",806505874.3
"ATG","mmw",620037014.2
"ATG","og",905113766.5
"ATG","tour",1141418340
"AUS","aqf",4.6646e+11
"AUS","cf",3.95013e+11
"AUS","mmw",4.6646e+11
"AUS","og",6.11386e+11
"AUS","tour",7.44836e+11
"Azores","mmw",237895536749.333
"BEL","aqf",3.1169e+11
"BEL","cf",2.52795e+11
"BEL","og",3.61683e+11
"BEL","tour",3.99966e+11
"BEN","cf",2268301645
"BEN","mmw",2455092688
"BEN","og",4050869968
"BEN","tour",4705087452
"BGD","aqf",46987842847
"BGD","cf",47571130071
"BGD","mar",68415421373
"BGD","mmw",44091754148
"BGD","og",56560744012
"BGD","tour",61901116736
"BGR","aqf",20668176834
"BGR","cf",15979194511
"BGR","mar",28895083540
"BGR","og",25283228366
"BGR","tour",33209188739
"BHR","cf",8491183201
"BHR","mmw",6183941092
"BHR","og",11235671061
"BHR","tour",15854942951
"BHS","cf",6957996000
"BHS","mar",6957996000
"BHS","mmw",5353524000
"BHS","og",7094413000
"BHS","tour",7965588000
"BIH","cf",6651226179
"BIH","mar",10948051122
"BIH","og",10022840635
"BIH","tour",12400102623
"BLZ","aqf",988199088.3
"BLZ","cf",932676403.2
"BLZ","mar",654198121.1
"BLZ","mmw",688872472.7
"BLZ","og",1056303706
"BLZ","tour",1213104430
"BMU","cf",2932827000
"BMU","mmw",3130748000
"BMU","og",4484703000
"BMU","tour",5414229000
"BRA","aqf",5.52469e+11
"BRA","cf",5.04221e+11
"BRA","mar",8.712e+11
"BRA","mmw",8.43827e+11
"BRA","og",6.6376e+11
"BRA","tour",1.08892e+12
"BRB","aqf",2558850048
"BRB","cf",2476105824
"BRB","og",2.824e+09
"BRB","tour",3190900000
"BRN","aqf",81510712071.8
"BRN","cf",77279325378.1
"BRN","mar",91333200179.2
