"rgn_id","resilience.score"
1,1
2,1
3,1
4,1
94,1
5,1
6,1
7,1
8,1
9,0
10,0
11,0
14,1
15,1
16,1
17,1
18,1
19,0
20,0
21,1
24,1
25,1
28,1
29,1
32,1
33,1
30,1
35,1
36,1
34,1
31,1
37,1
38,1
39,0
40,1
41,1
42,1
43,1
44,1
45,1
46,1
47,1
48,1
49,1
50,1
51,1
52,0
53,1
54,1
56,1
59,1
60,1
61,1
62,1
63,0
64,1
65,1
66,1
67,1
68,1
69,1
70,1
71,1
72,1
73,1
74,1
75,1
76,1
77,1
78,0
79,1
80,1
81,1
82,1
84,1
93,1
91,1
92,1
95,1
85,1
86,1
88,1
89,1
96,1
97,1
98,1
99,1
100,1
101,1
90,1
102,1
103,1
104,1
106,1
107,1
110,1
112,1
114,0
115,1
116,1
111,1
108,1
118,1
117,1
113,1
121,1
119,1
120,1
122,1
123,1
124,1
125,1
126,1
127,1
250,1
244,1
249,1
245,1
220,1
248,1
129,1
130,1
131,1
132,1
133,1
134,1
135,1
136,1
137,1
138,1
139,1
140,1
221,1
143,1
146,1
161,1
147,1
149,1
151,1
13,1
158,1
152,1
155,0
12,1
150,1
159,1
153,0.5
156,0.5
154,0.5
162,0.5
163,0.666666666666667
164,1
166,1
167,1
168,1
169,1
171,1
172,1
173,1
174,1
141,1
175,1
145,1
176,1
177,1
178,1
179,1
227,1
228,1
180,1
181,1
58,1
182,1
183,1
57,1
55,1
184,1
185,1
186,0
187,1
188,1
189,1
190,1
191,1
192,0
193,1
194,1
195,1
196,1
197,1
198,1
199,1
200,0
202,1
203,1
26,1
204,1
205,1
247,1
206,1
207,1
208,1
209,1
210,1
212,0.333333333333333
148,0.333333333333333
157,0.333333333333333
214,1
215,1
216,1
218,1
219,1
222,1
223,1
144,1
105,1
224,1
237,0
231,0
232,1
