year,rgn_id,value
2010,48,0.897769286
2011,48,0.897625392
1980,49,0.546818705
1981,49,0.557979862
1982,49,0.565239834
1983,49,0.567477382
1984,49,0.563373105
1985,49,0.557663656
1986,49,0.561773766
1987,49,0.573676953
1988,49,0.574141618
1989,49,0.582597882
1990,49,0.578497289
1991,49,0.585221736
1992,49,0.589971591
1993,49,0.593082503
1994,49,0.59305447
1995,49,0.597605301
1996,49,0.601713754
1997,49,0.609803815
1998,49,0.612359311
1999,49,0.613939259
2000,49,0.620469156
2001,49,0.625236584
2002,49,0.628757101
2003,49,0.634152493
2004,49,0.638461721
2005,49,0.644214101
2006,49,0.652821938
2007,49,0.662407659
2008,49,0.664446711
2009,49,0.665571282
2010,49,0.667361811
2011,49,0.674280545
1980,50,0.852197586
1981,50,0.858556842
1982,50,0.847822149
1983,50,0.83825538
1984,50,0.833651171
1985,50,0.827776759
1986,50,0.829918401
1987,50,0.825109336
1988,50,0.831632309
1989,50,0.831751324
1990,50,0.839075772
1991,50,0.846828578
1992,50,0.849932235
1993,50,0.849378705
1994,50,0.849587477
1995,50,0.850014807
1996,50,0.853164641
1997,50,0.856109517
1998,50,0.858776191
1999,50,0.85786848
2000,50,0.861611702
2001,50,0.860861024
2002,50,0.858544909
2003,50,0.862824944
2004,50,0.866059822
2005,50,0.870601698
2006,50,0.873732894
2007,50,0.876138434
2008,50,0.880188826
2009,50,0.879620367
2010,50,0.883276771
2011,50,0.889284939
1980,51,0.867430625
1981,51,0.852482711
1982,51,0.842094964
1983,51,0.850272015
1984,51,0.853965452
1985,51,0.848618004
1986,51,0.853277941
1987,51,0.858075069
1988,51,0.847852732
1989,51,0.86911752
1995,51,0.919775973
1996,51,0.921899393
1997,51,0.92295595
1998,51,0.922829555
1999,51,0.917741015
2000,51,0.919510444
2001,51,0.918754637
2002,51,0.919818301
2003,51,0.932824973
2004,51,0.940539236
2005,51,0.948363496
2006,51,0.951093698
2007,51,0.952507283
2008,51,0.953767271
2009,51,0.9451992
2010,51,0.945056089
2011,51,0.950002579
1980,52,0.810544807
1981,52,0.810210329
1982,52,0.805764657
1983,52,0.812253435
1984,52,0.817431975
1985,52,0.813192995
1986,52,0.813271067
1987,52,0.821419869
1988,52,0.827255267
1989,52,0.827871623
1990,52,0.832300119
1991,52,0.842204174
1992,52,0.847500347
1993,52,0.857902953
1994,52,0.857273099
1995,52,0.86038499
1996,52,0.863015044
1997,52,0.864728022
1998,52,0.867154604
1999,52,0.868870116
2000,52,0.871623103
2001,52,0.873623838
2002,52,0.875395744
2003,52,0.878723496
2004,52,0.880601867
2005,52,0.883969852
2006,52,0.885599891
2007,52,0.887935269
2008,52,0.888377137
2009,52,0.886074177
2010,52,0.886795286
2011,52,0.891144341
1980,53,0.561104353
1981,53,0.572699714
1982,53,0.580463686
1983,53,0.586631557
1984,53,0.591222164
1985,53,0.597334598
1986,53,0.60105262
1987,53,0.606192102
1988,53,0.612835963
1989,53,0.617622308
1990,53,0.622138118
1991,53,0.626966747
1992,53,0.632998702
1993,53,0.634183508
1994,53,0.636934716
1995,53,0.64093754
1996,53,0.644316871
1997,53,0.644539602
1998,53,0.645679574
1999,53,0.647940747
2000,53,0.651479939
2001,53,0.653346767
2002,53,0.655871022
2003,53,0.660277655
2004,53,0.667404619
2005,53,0.675187328
2006,53,0.681631306
2007,53,0.687368143
2008,53,0.689047048
2009,53,0.691312509
2010,53,0.693980303
2011,53,0.696874033
1980,54,0.966237947
1981,54,0.97178502
1982,54,0.96576886
1983,54,0.960480189
1984,54,0.962816611
1985,54,0.957554788
1986,54,0.940191812
1987,54,0.940400417
1988,54,0.935760873
1989,54,0.94404932
1990,54,0.957148249
1991,54,0.956032549
1992,54,0.956049141
1993,54,0.954455191
1994,54,0.957606892
1995,54,0.960937497
1996,54,0.962891484
1997,54,0.966709013
1998,54,0.963450676
1999,54,0.962880626
2000,54,0.969882512
2001,54,0.970055329
2002,54,0.971044351
2003,54,0.976420232
2004,54,0.979646986
2005,54,0.975628791
2006,54,0.972532018
2007,54,0.962596972
2008,54,0.953357719
2009,54,0.941539743
2010,54,0.936080715
2011,54,0.937240692
1980,55,0.768089514
1981,55,0.776085672
1982,55,0.781385007
1983,55,0.784538048
1984,55,0.788646987
1985,55,0.793005064
1986,55,0.797016767
1987,55,0.801774639
1988,55,0.808953605
1989,55,0.816373102
1990,55,0.821642771
1991,55,0.824755407
1992,55,0.826805186
1993,55,0.82869763
1994,55,0.822135907
1995,55,0.824164689
1996,55,0.828396018
1997,55,0.833494193
1998,55,0.838324315
1999,55,0.842028402
2000,55,0.843170047
2001,55,0.847147926
2002,55,0.851371109
2003,55,0.854326367
2004,55,0.858322477
2005,55,0.862774179
2006,55,0.870732223
2007,55,0.876681563
2008,55,0.882038255
2009,55,0.879503938
2010,55,0.879151082
2011,55,0.880857862
1980,56,0.541731852
1981,56,0.555897086
1982,56,0.561919416
1983,56,0.571252109
1984,56,0.575739688
1985,56,0.584015744
1986,56,0.587245798
1987,56,0.592586383
1988,56,0.599892758
1989,56,0.606974979
1990,56,0.60940459
1991,56,0.611669389
1992,56,0.613909589
1993,56,0.619613077
1994,56,0.624893746
1995,56,0.631042784
1996,56,0.636255266
1997,56,0.642538677
1998,56,0.649121477
1999,56,0.658570857
2000,56,0.664963892
2001,56,0.670521164
2002,56,0.674854125
2003,56,0.679230324
2004,56,0.684112101
2005,56,0.691600951
2006,56,0.702285037
2007,56,0.711770059
2008,56,0.718811168
2009,56,0.722593854
2010,56,0.727887657
2011,56,0.733536978
1980,57,0.644558271
1981,57,0.65273976
1982,57,0.660214022
1983,57,0.664988667
1984,57,0.670079294
1985,57,0.674050097
1986,57,0.675018153
1987,57,0.677210547
1988,57,0.679874559
1989,57,0.684530017
1990,57,0.688826747
1991,57,0.691864327
1992,57,0.694616368
1993,57,0.695274304
1994,57,0.697969213
1995,57,0.700198432
1996,57,0.705763534
1997,57,0.708860888
1998,57,0.713137973
1999,57,0.743577641
2000,57,0.747432802
2001,57,0.749042693
2002,57,0.75055431
2003,57,0.758200406
2004,57,0.763601612
2005,57,0.770671064
2006,57,0.776888554
2007,57,0.782843276
2008,57,0.787097192
2009,57,0.789116401
2010,57,0.793046422
2011,57,0.796610977
1980,58,0.644558271
1981,58,0.65273976
1982,58,0.660214022
1983,58,0.664988667
1984,58,0.670079294
1985,58,0.674050097
1986,58,0.675018153
1987,58,0.677210547
1988,58,0.679874559
1989,58,0.684530017
1990,58,0.688826747
1991,58,0.691864327
1992,58,0.694616368
1993,58,0.695274304
1994,58,0.697969213
1995,58,0.700198432
1996,58,0.705763534
1997,58,0.708860888
1998,58,0.713137973
1999,58,0.743577641
2000,58,0.747432802
2001,58,0.749042693
2002,58,0.75055431
2003,58,0.758200406
2004,58,0.763601612
2005,58,0.770671064
2006,58,0.776888554
2007,58,0.782843276
2008,58,0.787097192
2009,58,0.789116401
2010,58,0.793046422
2011,58,0.796610977
1980,59,0.812150566
1981,59,0.819786876
1982,59,0.825534784
1983,59,0.829227838
1984,59,0.83461522
1985,59,0.838676117
1986,59,0.842178722
1987,59,0.846651649
1988,59,0.853419696
1989,59,0.859369608
1990,59,0.865161654
1991,59,0.869496221
1992,59,0.872540086
1993,59,0.873256278
1994,59,0.877599889
1995,59,0.881295186
1996,59,0.882758851
1997,59,0.8865943
1998,59,0.888564024
1999,59,0.892046418
2000,59,0.899668587
2001,59,0.902390764
2002,59,0.906979393
2003,59,0.907703486
2004,59,0.910229014
2005,59,0.913039499
2006,59,0.918350523
2007,59,0.92198667
2008,59,0.925350289
2009,59,0.924259885
2010,59,0.927238266
2011,59,0.929115544
1980,60,0.768089514
1981,60,0.776085672
1982,60,0.781385007
1983,60,0.784538048
1984,60,0.788646987
1985,60,0.793005064
1986,60,0.797016767
1987,60,0.801774639
1988,60,0.808953605
1989,60,0.816373102
1990,60,0.821642771
1991,60,0.824755407
1992,60,0.826805186
1993,60,0.82869763
1994,60,0.822135907
1995,60,0.824164689
1996,60,0.828396018
1997,60,0.833494193
1998,60,0.838324315
1999,60,0.842028402
2000,60,0.843170047
2001,60,0.847147926
2002,60,0.851371109
2003,60,0.854326367
2004,60,0.858322477
2005,60,0.862774179
2006,60,0.870732223
2007,60,0.876681563
2008,60,0.882038255
2009,60,0.879503938
2010,60,0.879151082
2011,60,0.880857862
1980,61,0.665063728
1981,61,0.675333209
1982,61,0.677794915
1983,61,0.682959513
1984,61,0.689383762
1985,61,0.694182359
1986,61,0.692076112
1987,61,0.698092917
1988,61,0.699210286
1989,61,0.702858541
1990,61,0.710722635
1991,61,0.715280828
1992,61,0.721926894
1993,61,0.724020959
1994,61,0.7269547
1995,61,0.729615135
1996,61,0.735944417
1997,61,0.741075244
1998,61,0.745289976
1999,61,0.750592427
2000,61,0.755527688
2001,61,0.760707261
2002,61,0.762717402
2003,61,0.768784309
2004,61,0.77561197
2005,61,0.781098936
2006,61,0.787612376
2007,61,0.79469647
2008,61,0.79970126
2009,61,0.802175583
2010,61,0.805026529
2011,61,0.80406762
1980,62,0.616248552
1981,62,0.619541663
1982,62,0.630689063
1983,62,0.631500209
1984,62,0.636406946
1985,62,0.642437353
1986,62,0.649451207
1987,62,0.647850388
1988,62,0.657762609
1989,62,0.661326376
1990,62,0.666399543
1991,62,0.67359259
1992,62,0.670265034
1993,62,0.669797201
1994,62,0.678811323
1995,62,0.673477247
1996,62,0.683829369
1997,62,0.682248579
1998,62,0.68874048
1999,62,0.689334063
2000,62,0.691532478
2001,62,0.698905942
2002,62,0.70225232
2003,62,0.708580426
2004,62,0.714281343
2005,62,0.718885576
2006,62,0.727418839
2007,62,0.731457392
2008,62,0.73730702
2009,62,0.741226578
2010,62,0.744490457
2011,62,0.749441214
1980,63,0.644558271
1981,63,0.65273976
1982,63,0.660214022
1983,63,0.664988667
1984,63,0.670079294
1985,63,0.674050097
1986,63,0.675018153
1987,63,0.677210547
1988,63,0.679874559
1989,63,0.684530017
1990,63,0.688826747
1991,63,0.691864327
1992,63,0.694616368
1993,63,0.695274304
1994,63,0.697969213
1995,63,0.700198432
1996,63,0.705763534
1997,63,0.708860888
1998,63,0.713137973
1999,63,0.743577641
2000,63,0.747432802
2001,63,0.749042693
2002,63,0.75055431
2003,63,0.758200406
2004,63,0.763601612
2005,63,0.770671064
2006,63,0.776888554
2007,63,0.782843276
2008,63,0.787097192
2009,63,0.789116401
2010,63,0.793046422
2011,63,0.796610977
1980,64,0.601294802
1981,64,0.60963397
1982,64,0.610239823
1983,64,0.614375518
1984,64,0.612264716
1985,64,0.615068144
1986,64,0.619496693
1987,64,0.62131619
1988,64,0.623457148
1989,64,0.628423683
1990,64,0.627709244
1991,64,0.62975434
1992,64,0.63073797
1993,64,0.635151566
1994,64,0.631655452
1995,64,0.639352807
1996,64,0.643291665
1997,64,0.638749182
1998,64,0.641252339
1999,64,0.646434069
2000,64,0.645288743
2001,64,0.646344336
2002,64,0.645674516
2003,64,0.649956646
2004,64,0.654685594
2005,64,0.662535295
2006,64,0.678002717
2007,64,0.679451537
2008,64,0.681995574
2009,64,0.679323981
2010,64,0.6825482
2011,64,0.685564461
1980,65,0.589742807
1981,65,0.597478548
1982,65,0.598856189
1983,65,0.608014049
1984,65,0.610742873
1985,65,0.608868097
1986,65,0.610287632
1987,65,0.610755326
1988,65,0.613458064
1989,65,0.617856959
1990,65,0.620714803
1991,65,0.623264038
1992,65,0.625265803
1993,65,0.62725324
1994,65,0.626724058
1995,65,0.627078246
1996,65,0.628099238
1997,65,0.631526207
1998,65,0.633293661
1999,65,0.6374947
2000,65,0.641489891
2001,65,0.645751619
2002,65,0.641531768
2003,65,0.64643177
2004,65,0.652074504
2005,65,0.65133979
2006,65,0.652356176
2007,65,0.655255333
2008,65,0.659331681
2009,65,0.662834769
2010,65,0.666781664
2011,65,0.661975791
1980,66,0.577847373
1981,66,0.587653275
1982,66,0.596992382
1983,66,0.593027979
1984,66,0.596880184
1985,66,0.599704307
1986,66,0.601651611
1987,66,0.60667222
1988,66,0.606428777
1989,66,0.610373671
1990,66,0.61033042
1991,66,0.612773244
1992,66,0.612995108
1993,66,0.613397592
1994,66,0.612616705
1995,66,0.616818287
1996,66,0.617833573
1997,66,0.620042856
1998,66,0.624186272
1999,66,0.62874003
2000,66,0.631195367
2001,66,0.634837837
2002,66,0.634504952
2003,66,0.639639833
2004,66,0.644727992
2005,66,0.650013446
2006,66,0.652598226
2007,66,0.65686878
2008,66,0.659558212
2009,66,0.659681763
2010,66,0.661906568
2011,66,0.663497682
1999,67,0.817439022
2000,67,0.821091512
2001,67,0.817806681
2002,67,0.816716363
2003,67,0.827956109
2004,67,0.832824086
2005,67,0.842613959
2006,67,0.849013956
2007,67,0.855186165
2008,67,0.858961754
2009,67,0.86025922
2010,67,0.865635117
2011,67,0.871762198
1980,68,0.757771211
1981,68,0.767869387
1982,68,0.773171298
1983,68,0.774803306
1984,68,0.778852658
1985,68,0.782198365
1986,68,0.786026199
1987,68,0.7915036
1988,68,0.800898171
1989,68,0.81020736
1990,68,0.817987698
1991,68,0.825386028
1992,68,0.830387303
1993,68,0.835315804
1994,68,0.841146778
1995,68,0.847985062
1996,68,0.84377826
1997,68,0.849078742
1998,68,0.853030408
1999,68,0.85703252
2000,68,0.866857994
2001,68,0.863128341
2002,68,0.868175267
2003,68,0.869821874
2004,68,0.870915765
2005,68,0.8755472
2006,68,0.880329256
2007,68,0.885304598
2008,68,0.89186628
2009,68,0.892888578
2010,68,0.896501197
2011,68,0.901571457
1980,69,0.734517957
1981,69,0.745771988
1982,69,0.752610656
1983,69,0.759979951
1984,69,0.767590761
1985,69,0.76933001
1986,69,0.774607579
1987,69,0.778282038
1988,69,0.784770366
1989,69,0.792437202
1990,69,0.788556913
1991,69,0.780071926
1992,69,0.749043073
1993,69,0.748189282
1994,69,0.753339298
1995,69,0.755781099
1996,69,0.761815481
1997,69,0.771309943
1998,69,0.777892465
1999,69,0.783892152
2000,69,0.791007122
2001,69,0.80014029
2002,69,0.809033823
2003,69,0.815524483
2004,69,0.8242515
2005,69,0.833559091
2006,69,0.84571486
2007,69,0.857640104
2008,69,0.862350435
2009,69,0.851151156
2010,69,0.851238713
2011,69,0.867143573
1995,70,0.769777147
1996,70,0.778015945
1997,70,0.790380135
1998,70,0.795461785
1999,70,0.798712695
2000,70,0.809163156
2001,70,0.81630513
2002,70,0.826165886
2003,70,0.835953676
2004,70,0.844529871
2005,70,0.854511687
2006,70,0.867300816
2007,70,0.877876876
2008,70,0.879821574
2009,70,0.868816317
2010,70,0.871583473
2011,70,0.879547279
1980,71,0.697164304
1981,71,0.708956083
1982,71,0.715926439
1983,71,0.722084576
1984,71,0.728058514
1985,71,0.733034235
1986,71,0.738627017
1987,71,0.746207217
1988,71,0.758253538
1989,71,0.759590478
1990,71,0.756042599
1991,71,0.75209269
1992,71,0.748229901
1993,71,0.749527218
1994,71,0.753183128
1995,71,0.758077762
1996,71,0.74266016
1997,71,0.746659364
1998,71,0.757091871
1999,71,0.760220878
2000,71,0.768517716
2001,71,0.775770896
2002,71,0.785833086
2003,71,0.792887437
2004,71,0.799659906
2005,71,0.808515915
2006,71,0.819097741
2007,71,0.828730432
2008,71,0.839271439
2009,71,0.837364212
2010,71,0.839124581
2011,71,0.846405527
1981,72,0.721333854
1982,72,0.729592482
1983,72,0.737925314
1984,72,0.745948352
1985,72,0.74812137
1986,72,0.751752297
1987,72,0.754647397
1988,72,0.756804111
1989,72,0.754404354
1990,72,0.752456569
1991,72,0.744012851
1992,72,0.73850039
1993,72,0.741846621
1994,72,0.747171323
1995,72,0.755453771
1996,72,0.761137107
1997,72,0.757627933
1998,72,0.754991094
1999,72,0.755038294
2000,72,0.760175843
2001,72,0.771213782
2002,72,0.779002299
2003,72,0.787002064
2004,72,0.798269453
2005,72,0.804403909
2006,72,0.819534107
2007,72,0.830992108
2008,72,0.845769992
2009,72,0.84375338
2010,72,0.84456309
2011,72,0.851457509
1989,73,0.79047757
1990,73,0.790733273
1991,73,0.788920961
1992,73,0.77690552
1993,73,0.77093785
1994,73,0.76100515
1995,73,0.759421618
1996,73,0.758094165
1997,73,0.761106742
1998,73,0.757506197
1999,73,0.764556206
2000,73,0.776710246
2001,73,0.783263011
2002,73,0.790905023
2003,73,0.803393673
2004,73,0.812385321
2005,73,0.825159588
2006,73,0.84557472
2007,73,0.855540061
2008,73,0.872383976
2009,73,0.867708675
2010,73,0.874502431
2011,73,0.881179274
1980,74,0.712024443
1981,74,0.723695875
1982,74,0.729895447
1983,74,0.736238392
1984,74,0.743377726
1985,74,0.749494527
1986,74,0.743157237
1987,74,0.746091305
1988,74,0.752986225
1989,74,0.749437859
1990,74,0.738661142
1991,74,0.720139664
1992,74,0.668881622
1993,74,0.639630496
1994,74,0.632639711
1995,74,0.639255503
1996,74,0.65234808
1997,74,0.664444295
1998,74,0.669222945
1999,74,0.673674573
2000,74,0.677836426
2001,74,0.684571685
2002,74,0.691265543
2003,74,0.702890436
2004,74,0.710549828
2005,74,0.720609014
2006,74,0.730553766
2007,74,0.743495862
2008,74,0.747523709
2009,74,0.744366256
2010,74,0.7500378
2011,74,0.757199329
1987,75,0.754327028
1988,75,0.759176305
1989,75,0.765339335
1990,75,0.762645695
1991,75,0.757674336
1992,75,0.75028185
1993,75,0.738644309
1994,75,0.717942938
1995,75,0.70921867
1996,75,0.702277418
1997,75,0.702079236
1998,75,0.702405068
1999,75,0.704338229
2000,75,0.712146932
2001,75,0.722742387
2002,75,0.729491014
2003,75,0.739939033
2004,75,0.753090257
2005,75,0.758949794
2006,75,0.768533838
2007,75,0.778259811
2008,75,0.782659852
2009,75,0.769732564
2010,75,0.774869295
2011,75,0.781495739
1980,76,0.675649174
1981,76,0.685660781
1982,76,0.691889253
1983,76,0.697531021
1984,76,0.704518851
1985,76,0.708938573
1986,76,0.715059264
1987,76,0.723865765
1988,76,0.727068491
1989,76,0.728986305
1990,76,0.738581529
1991,76,0.74097521
1992,76,0.746714996
1993,76,0.754023986
1994,76,0.749525382
1995,76,0.756062533
1996,76,0.762686442
1997,76,0.76940992
1998,76,0.798259058
1999,76,0.794009707
2000,76,0.804094451
2001,76,0.798502109
2002,76,0.798948885
2003,76,0.800142904
2004,76,0.812785975
2005,76,0.822749538
2006,76,0.833467285
2007,76,0.84004738
2008,76,0.846907717
2009,76,0.843364381
2010,76,0.85135528
2011,76,0.858123281
1980,77,0.647413713
1981,77,0.66017758
1982,77,0.664093125
1983,77,0.665630862
1984,77,0.662158843
1985,77,0.667057577
1986,77,0.661677374
1987,77,0.663098951
1988,77,0.674356679
1989,77,0.666706423
1990,77,0.673850213
1991,77,0.680922634
1992,77,0.69136747
1993,77,0.695250433
1994,77,0.701059166
1995,77,0.705556513
1996,77,0.70841883
1997,77,0.709184275
1998,77,0.713397282
1999,77,0.709243032
2000,77,0.711464824
2001,77,0.716141157
2002,77,0.721065961
2003,77,0.721867089
2004,77,0.728274625
2005,77,0.734025248
2006,77,0.738075094
2007,77,0.741994845
2008,77,0.744331124
2009,77,0.747311068
2010,77,0.749179131
2011,77,0.753696218
1988,78,0.762855395
1989,78,0.717247692
1990,78,0.740354304
1991,78,0.770153922
1992,78,0.773668645
1993,78,0.779096932
1994,78,0.785432145
1995,78,0.791302279
1996,78,0.796168845
1997,78,0.795193286
1998,78,0.79892127
1999,78,0.798604533
2000,78,0.799496441
2001,78,0.801617194
2002,78,0.801907942
2003,78,0.802282806
2004,78,0.807252639
2005,78,0.808009237
2006,78,0.809301323
2007,78,0.816892996
2008,78,0.825638815
2009,78,0.832315112
2010,78,0.837506154
2011,78,0.841118154
1980,79,0.78454696
1981,79,0.795601864
1982,79,0.798238151
1983,79,0.803065699
1984,79,0.807015977
1985,79,0.8099895
1986,79,0.813590589
1987,79,0.820269238
1988,79,0.82533784
1989,79,0.829371034
1990,79,0.835776601
1991,79,0.838733216
1992,79,0.843733423
1993,79,0.846620372
1994,79,0.852182229
1995,79,0.866099389
1996,79,0.870219701
1997,79,0.872445307
1998,79,0.875011485
1999,79,0.876992496
2000,79,0.8854369
2001,79,0.885121507
2002,79,0.885466811
2003,79,0.880597197
2004,79,0.885627162
2005,79,0.884762089
2006,79,0.887059018
2007,79,0.893253691
2008,79,0.892890595
2009,79,0.894028111
2010,79,0.897732444
2011,79,0.903281179
1980,80,0.793018608
1981,80,0.79873246
1982,80,0.802390402
1983,80,0.80433697
1984,80,0.808892594
1985,80,0.813377154
1986,80,0.815485422
1987,80,0.815723641
1988,80,0.822085269
1989,80,0.828176317
1990,80,0.830927647
1991,80,0.835819989
1992,80,0.837529381
1993,80,0.837212871
1994,80,0.840043281
1995,80,0.84300203
1996,80,0.846068288
1997,80,0.85088987
1998,80,0.853454396
1999,80,0.856244912
2000,80,0.863102346
2001,80,0.870076953
2002,80,0.877135614
2003,80,0.881561214
2004,80,0.88670302
2005,80,0.88848287
2006,80,0.896702019
2007,80,0.899963587
2008,80,0.905673757
2009,80,0.904468474
2010,80,0.8993148
2011,80,0.893776721
1980,81,0.750309775
1981,81,0.758914962
1982,81,0.768218826
1983,81,0.775682988
1984,81,0.785170183
1985,81,0.790939743
1986,81,0.795074962
1987,81,0.802663129
1988,81,0.812035764
1989,81,0.820758707
1990,81,0.828441614
1991,81,0.8297523
1992,81,0.837147998
1993,81,0.837545057
1994,81,0.842541028
1995,81,0.848177502
1996,81,0.850402544
1997,81,0.852959681
1998,81,0.857767816
1999,81,0.861832198
2000,81,0.868676016
2001,81,0.875182199
2002,81,0.877027848
2003,81,0.87877705
2004,81,0.884261975
2005,81,0.888698295
2006,81,0.8952382
2007,81,0.902286073
2008,81,0.912012371
2009,81,0.911142863
2010,81,0.909149558
2011,81,0.9094115
1980,82,0.667706933
1981,82,0.67844413
1982,82,0.684194977
1983,82,0.686555423
1984,82,0.68658552
1985,82,0.688566501
1986,82,0.692957444
1987,82,0.692352856
1988,82,0.691838133
1989,82,0.701564328
1990,82,0.694896121
1991,82,0.666659696
1992,82,0.6622512
1993,82,0.672975228
1994,82,0.682609244
1995,82,0.696302881
1996,82,0.705946571
1997,82,0.698421365
1998,82,0.710316679
1999,82,0.720257265
2000,82,0.728681205
2001,82,0.7371064
2002,82,0.741641173
2003,82,0.749004769
2004,82,0.75711682
2005,82,0.765248178
2006,82,0.77560071
2007,82,0.781147339
2008,82,0.793215396
2009,82,0.797824819
2010,82,0.798758288
2011,82,0.801338535
1980,84,0.702310627
1981,84,0.709994038
1982,84,0.717798735
1983,84,0.722974329
1984,84,0.728195978
1985,84,0.731312267
1986,84,0.730984188
1987,84,0.730378474
1988,84,0.730073382
1989,84,0.734769684
1990,84,0.7364931
1991,84,0.73620547
1992,84,0.737534489
1993,84,0.735609427
1994,84,0.734747345
1995,84,0.738345391
1996,84,0.741847866
1997,84,0.743027357
1998,84,0.747263104
1999,84,0.750022285
2000,84,0.752581468
2001,84,0.755624253
2002,84,0.759931443
2003,84,0.766478602
2004,84,0.77216388
2005,84,0.778107465
2006,84,0.781238145
2007,84,0.784860909
2008,84,0.787309977
2009,84,0.788560556
2010,84,0.791212516
2011,84,0.793504138
1980,85,0.573274672
1981,85,0.581027001
1982,85,0.584059371
1983,85,0.58397014
1984,85,0.586085326
1985,85,0.589176165
1986,85,0.588339157
1987,85,0.590320031
1988,85,0.593564903
1989,85,0.596369463
1990,85,0.597198055
1991,85,0.599597334
1992,85,0.598709846
1993,85,0.599793582
1994,85,0.600617557
1995,85,0.604356941
1996,85,0.60837197
1997,85,0.611923869
1998,85,0.61232072
1999,85,0.615733358
2000,85,0.618314811
2001,85,0.621253682
2002,85,0.623284742
2003,85,0.625755087
2004,85,0.629957247
2005,85,0.634494602
2006,85,0.640269097
2007,85,0.645132523
2008,85,0.649696709
2009,85,0.651455103
2010,85,0.65498228
2011,85,0.658363255
1980,86,0.573274672
1981,86,0.581027001
1982,86,0.584059371
1983,86,0.58397014
1984,86,0.586085326
1985,86,0.589176165
1986,86,0.588339157
1987,86,0.590320031
1988,86,0.593564903
1989,86,0.596369463
1990,86,0.597198055
1991,86,0.599597334
1992,86,0.598709846
1993,86,0.599793582
1994,86,0.600617557
1995,86,0.604356941
1996,86,0.60837197
1997,86,0.611923869
1998,86,0.61232072
1999,86,0.615733358
2000,86,0.618314811
2001,86,0.621253682
2002,86,0.623284742
2003,86,0.625755087
2004,86,0.629957247
2005,86,0.634494602
2006,86,0.640269097
2007,86,0.645132523
2008,86,0.649696709
2009,86,0.651455103
2010,86,0.65498228
2011,86,0.658363255
1980,88,0.573274672
1981,88,0.581027001
1982,88,0.584059371
1983,88,0.58397014
1984,88,0.586085326
1985,88,0.589176165
1986,88,0.588339157
1987,88,0.590320031
1988,88,0.593564903
1989,88,0.596369463
1990,88,0.597198055
1991,88,0.599597334
1992,88,0.598709846
1993,88,0.599793582
1994,88,0.600617557
1995,88,0.604356941
1996,88,0.60837197
1997,88,0.611923869
1998,88,0.61232072
1999,88,0.615733358
2000,88,0.618314811
2001,88,0.621253682
2002,88,0.623284742
2003,88,0.625755087
2004,88,0.629957247
2005,88,0.634494602
2006,88,0.640269097
2007,88,0.645132523
2008,88,0.649696709
2009,88,0.651455103
2010,88,0.65498228
2011,88,0.658363255
1980,89,1
1981,89,1
1982,89,1
1983,89,1
1984,89,1
1985,89,1
1986,89,1
1987,89,1
1988,89,1
1989,89,1
1990,89,1
1991,89,1
1992,89,1
1993,89,1
1994,89,1
1995,89,1
1996,89,1
1997,89,1
1998,89,1
1999,89,1
2000,89,1
2001,89,1
2002,89,1
2003,89,1
2004,89,1
2005,89,1
2006,89,1
2007,89,1
2008,89,1
2009,89,1
2010,89,1
2011,89,1
1980,90,1
1981,90,1
1982,90,1
1983,90,1
1984,90,1
1985,90,1
1986,90,1
1987,90,1
1988,90,1
1989,90,1
1990,90,1
1991,90,1
1992,90,1
1993,90,1
1994,90,1
1995,90,1
1996,90,1
1997,90,1
1998,90,1
1999,90,1
2000,90,1
2001,90,1
2002,90,1
2003,90,1
2004,90,1
2005,90,1
2006,90,1
2007,90,1
2008,90,1
2009,90,1
2010,90,1
2011,90,1
1980,91,
1981,91,
1982,91,
1983,91,
1984,91,
1985,91,
1986,91,
1987,91,
1988,91,
1989,91,
1990,91,
1991,91,
1992,91,
1993,91,
1994,91,
1995,91,
1996,91,
1997,91,
1998,91,
1999,91,
2000,91,
2001,91,
2002,91,
2003,91,
2004,91,
2005,91,
2006,91,
2007,91,
2008,91,
2009,91,
2010,91,
2011,91,
1980,92,1
1981,92,1
1982,92,1
1983,92,1
1984,92,1
1985,92,1
1986,92,1
1987,92,1
1988,92,1
1989,92,1
1990,92,1
1991,92,1
1992,92,1
1993,92,1
1994,92,1
1995,92,1
1996,92,1
1997,92,1
1998,92,1
1999,92,1
2000,92,1
2001,92,1
2002,92,1
2003,92,1
2004,92,1
2005,92,1
2006,92,1
2007,92,1
2008,92,1
2009,92,1
2010,92,1
2011,92,1
1980,93,1
1981,93,1
1982,93,1
1983,93,1
1984,93,1
1985,93,1
1986,93,1
1987,93,1
1988,93,1
1989,93,1
1990,93,1
1991,93,1
1992,93,1
1993,93,1
1994,93,1
1995,93,1
1996,93,1
1997,93,1
1998,93,1
1999,93,1
2000,93,1
2001,93,1
2002,93,1
2003,93,1
2004,93,1
2005,93,1
2006,93,1
2007,93,1
2008,93,1
2009,93,1
2010,93,1
2011,93,1
1980,94,
1981,94,
1982,94,
1983,94,
1984,94,
1985,94,
1986,94,
1987,94,
1988,94,
1989,94,
1990,94,
1991,94,
1992,94,
1993,94,
1994,94,
1995,94,
1996,94,
1997,94,
1998,94,
1999,94,
2000,94,
2001,94,
2002,94,
2003,94,
2004,94,
2005,94,
2006,94,
2007,94,
2008,94,
2009,94,
2010,94,
2011,94,
1980,95,0.711415369
