"cntry_key","sector","value"
"ARG","sb",10197.0180065883
"AUS","ph",24129.6713630699
"AUS","sb",25532.9610710471
"AUS","tour",82535.3440504808
"AUS","tran",125556.337362002
"BEL","cf",16123.7410412216
"BHR","sb",7516.11258569266
"BHR","tour",15493.165105836
"BHR","tran",4369.83409566417
"BHS","ph",12635.9870236822
"BHS","tour",47675.0008346688
"BRA","cf",2517.83843733307
"BRA","ph",2329.30170912349
"BRA","tour",4550.25062669716
"CAN","cf",35464.5265758547
"CAN","ph",34343.040531517
"CAN","tour",78447.2197182159
"CHN","cf",1918.96409254808
"CHN","ph",2004.84125294916
"CHN","tour",61937.46869992
"CHN","tran",4027.52928991943
"CIV","cf",3062.92411608574
"CIV","ph",1019.43900170829
"CIV","tour",3429.78957303909
"CIV","tran",3996.40005606193
"CRI","cf",6636.43913595086
"CRI","ph",6159.51842392273
"CRI","sb",3949.36933816329
"CRI","tour",14280.7436342593
"CRI","tran",5800.30792323273
"CYP","tour",72822.7191283831
"CYP","tran",86071.6173655626
"DEU","cf",28407.4936565172
"DEU","ph",46644.9040687322
"DEU","sb",40064.1415153134
"DEU","tour",121454.571759259
"DEU","tran",195041.800213675
"DNK","sb",67350.5664618946
"DNK","tour",197022.84210292
"DNK","tran",214452.646456553
"FIN","sb",30665.192085114
"FIN","tour",103254.977408297
"FIN","tran",50176.0998152599
"GBR","cf",58597.1777065527
"GBR","ph",39907.1625712251
"GBR","sb",40804.4343171295
"GBR","tour",98014.0544315347
"GBR","tran",153481.793091168
"GUY","tour",4925.69474005631
"IND","tour",1689.72413152711
"ITA","ph",22317.0086026531
"ITA","sb",20167.0645254631
"ITA","tour",77202.9970174502
"ITA","tran",92596.7909766739
"JOR","ph",3446.82081608351
"JOR","sb",3305.80769508992
"JOR","tour",8936.68550235934
"JOR","tran",24055.893596421
"JPN","tour",45006.0819533475
"KHM","tour",3067.26256802551
"KOR","cf",32026.1863425926
"KOR","ph",15542.2996238426
"KOR","sb",15173.1576077278
"KOR","tour",49811.8100071225
"KOR","tran",58101.41365073
"LTU","ph",2500.31039246127
"LTU","sb",4205.12820512821
"LTU","tour",5535.73477981437
"LTU","tran",8340.97750845797
"LVA","cf",3181.61697605058
"LVA","ph",1015.04264462028
"LVA","sb",3999.58197004096
"LVA","tour",13044.3452579683
"LVA","tran",14337.5720597401
"MDG","tour",1573.86558076255
"MEX","cf",8682.74447449252
"MEX","ph",2841.5696016404
"MEX","tour",10763.7516902043
"MEX","tran",15117.7808104078
"MMR","cf",16136.5379050926
"MMR","ph",60525.0122418091
"MMR","sb",8068.26895254631
"MMR","tour",33398.8805700232
"MMR","tran",419640.152021011
"MUS","cf",2425.93079482728
"MUS","ph",8346.48910478988
"MUS","tour",9913.24000344995
"NIC","ph",912.226663355814
"NIC","tour",5278.1752887954
"NOR","tour",30896.0280893875
"NOR","tran",95590.9232549858
"PAK","cf",2627.31429314682
"PAK","ph",680.556511946893
"PAK","sb",590.008249310007
"PAK","tour",2466.25794848146
"PAK","tran",4889.38603849492
"PER","cf",4279.34104289085
"PER","sb",4331.50401753916
"PER","tour",8062.42331480369
"PER","tran",5006.81124521457
"PHL","ph",1919.06338335782
"PHL","sb",1918.65717787349
"PHL","tour",6939.29471181669
"PHL","tran",7028.567583133
"POL","cf",7931.03757678954
"POL","ph",7946.32801371083
"POL","sb",5366.42690805289
"POL","tour",15621.6147224448
"POL","tran",27852.394386574
"PRI","tour",56355.5605635685
"PRT","cf",21745.6722422543
"PRT","ph",18383.3633814103
"PRT","tour",33176.4051649306
"PRT","tran",40424.1139990651
"ROU","cf",2511.30576283164
"ROU","ph",6792.03948539886
"ROU","sb",5945.93502381589
"ROU","tour",13534.4770382613
"ROU","tran",15823.5757072427
"RUS","tour",10643.9132473068
"RUS","tran",5419.23257767984
"SGP","ph",5539.16509470708
"SGP","tour",35286.797069756
"SGP","tran",6747.27689302884
"SHN","cf",39070.5336872329
"SHN","tour",13813.3164104234
"SLV","ph",1686.66428786058
"SLV","tour",13188.1473899907
"THA","ph",1934.76246021412
"THA","sb",2559.57674640536
"THA","tour",12139.2761404358
"Trindade","cf",0
"Trindade","ph",0
"Trindade","tour",0
"USA","ph",36774.2220886752
"USA","sb",35655.7686743235
"USA","tour",38298.7961293625
"USA","tran",110409.537203971
"VCT","ph",9726.55415331197
"VCT","tour",13473.8477397169
"VEN","tour",7186.41388721954
"VIR","tour",56355.5605635685
"WSM","tour",25946.538419805
