"rgn_id","pressures.score"
1,0
2,0
3,0
4,0
5,0.762669789
6,0.58
7,0
8,0.921192754
9,0
10,0
11,0
12,0
13,0.892765957
14,0.636622844
15,0.936497824
16,0.332681063
17,0.686842105
18,0.89
19,1
20,0.350662919
21,0.500194981
24,0.700990991
25,0.29383328
26,0
28,0
29,0.28018018
30,0
31,0
32,0.1
33,0
34,0
35,0
36,0
37,0.104049832
38,0
39,0
40,0.99686175
41,0.89
42,0.999193104
43,0
44,0
45,0
46,0
47,0
48,0.1
49,0
50,0.162132081
51,0.83
52,0.864551655
53,0.5
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0.889714953
62,0.231563893
63,0
64,0
65,1
66,1
67,0.933478261
68,0.884804527
69,0
70,0
71,0.82
72,0
73,0.274645263
74,0
75,0.392629883
76,0.871666349
77,0
78,0
79,0.669707317
80,0.961215207
81,0.871404078
82,0.830990099
84,0.878763428
85,0
86,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0.484660194
102,0.558814666
103,0
104,0
105,0
106,0
107,0
108,0
110,0
111,0.742317682
112,0.637288594
113,0
114,0
115,0.6375
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
129,0.993832283
130,0.998628531
131,1
132,0.997919415
133,0.5
134,0.581935368
135,0.967991532
136,0.58
137,0.999990989
138,0.635340511
139,0.1
140,0.23327338
141,0.979342091
143,0.804353083
144,0
145,0
146,0
147,0.743296506
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
161,0
162,0.520873403
163,0.546093927
164,0.113498063
166,0.58
167,0.733549986
168,0.58
169,0
171,0.217126398
172,0.883333333
173,0
174,0.562679636
175,0.615915363
176,0.984336867
177,0.967998189
178,0
179,0.512479731
180,0.658858895
181,0.858542958
182,0.591316376
183,0.947624705
184,0.874931012
185,0
186,0.854103343
187,0.903719826
188,0.872305113
189,0
190,0
191,0.58
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
202,0.884826176
203,0.505642512
204,0.629579614
205,0.813238063
206,0.799968483
207,0.67632248
208,0.890722841
209,0.638617693
210,0.749059571
212,1
214,0.873711115
215,0
216,0.849685964
218,0.919816433
219,0
220,0
221,0
222,0.326248295
223,0.975599834
224,0.569996776
227,0
228,0
231,0.916666667
232,0.871014111
237,0
244,0
245,0
247,0.766398872
248,0
249,0
250,0
